id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,fuel_type,fuel_efficiency,engine_type
EN0126,VoltDrive 2,15.0,3918.97,Advanced petrol engine.,engine,BrandB,17.39,152.62,"(1.17, 1.21, 1.14)","{'Aluminum': 80, 'Titanium': 20}",low,496.8,155.0,Petrol,28.7,diesel
EN0127,TorqueX 4,24.0,3712.94,Efficient hybrid engine.,engine,BrandA,17.55,133.96,"(0.67, 1.41, 1.22)","{'Copper': 50, 'Steel': 50}",medium,218.8,100.0,Hybrid,23.0,hybrid
EN0128,HorsePower 5,7.0,2000.28,High-performance diesel engine.,engine,BrandD,17.37,197.53,"(1.41, 1.37, 0.84)","{'Copper': 50, 'Steel': 50}",medium,420.0,153.9,Diesel,32.9,electric
EN0129,TorqueX 2,45.0,4692.4,Advanced hybrid engine.,engine,BrandC,17.54,176.69,"(0.52, 1.28, 0.85)","{'Aluminum': 80, 'Titanium': 20}",low,468.4,185.2,Hybrid,44.1,petrol
EN0130,TorqueX 5,46.0,3584.27,Efficient diesel engine.,engine,BrandB,17.59,147.09,"(0.68, 1.26, 1.28)","{'Steel': 75, 'Iron': 25}",medium,313.2,144.6,Diesel,47.4,hybrid
EN0131,PowerCore 7,4.0,4179.04,Reliable petrol engine.,engine,BrandD,17.46,191.79,"(1.36, 1.35, 0.62)","{'Copper': 50, 'Steel': 50}",high,517.3,136.9,Petrol,17.6,petrol
EN0132,HorsePower 3,48.0,3171.77,High-performance petrol engine.,engine,BrandB,17.43,91.78,"(1.07, 1.41, 0.85)","{'Steel': 75, 'Iron': 25}",medium,352.7,204.9,Petrol,35.5,hybrid
EN0133,HorsePower 5,33.0,4944.09,High-performance diesel engine.,engine,BrandE,17.47,88.62,"(0.55, 1.48, 1.44)","{'Steel': 70, 'Aluminum': 30}",low,201.4,364.1,Diesel,45.7,petrol
EN0134,DieselMax 4,13.0,2285.75,High-performance electric engine.,engine,BrandB,17.52,170.62,"(0.87, 0.81, 0.63)","{'Steel': 60, 'Aluminum': 40}",low,576.4,472.5,Electric,40.3,electric
EN0135,HorsePower 2,6.0,2563.16,Reliable diesel engine.,engine,BrandD,17.45,188.94,"(0.55, 1.29, 1.39)","{'Steel': 75, 'Iron': 25}",low,539.0,196.2,Diesel,39.6,electric
EN0136,TorqueX 4,1.0,4550.43,High-performance hybrid engine.,engine,BrandD,17.31,133.85,"(1.03, 1.18, 0.59)","{'Steel': 70, 'Aluminum': 30}",high,524.0,457.9,Hybrid,39.0,diesel
EN0137,TorqueX 6,35.0,2290.91,Efficient electric engine.,engine,BrandB,17.44,166.56,"(0.71, 1.04, 0.76)","{'Steel': 75, 'Iron': 25}",medium,520.2,111.3,Electric,28.5,diesel
EN0138,PowerCore 3,39.0,4709.97,Reliable diesel engine.,engine,BrandE,17.41,117.96,"(0.58, 0.53, 0.7)","{'Steel': 75, 'Iron': 25}",low,392.5,151.5,Diesel,49.0,petrol
EN0139,VoltDrive 2,50.0,2459.18,High-performance electric engine.,engine,BrandC,17.34,157.1,"(0.95, 1.26, 0.75)","{'Steel': 60, 'Aluminum': 40}",low,408.5,270.3,Electric,47.2,diesel
EN0140,HorsePower 1,22.0,3941.92,Efficient electric engine.,engine,BrandB,17.53,194.94,"(1.18, 0.67, 1.24)","{'Copper': 50, 'Steel': 50}",high,370.1,121.6,Electric,19.0,petrol
EN0141,TorqueX 3,47.0,2001.25,High-performance hybrid engine.,engine,BrandA,17.31,109.98,"(0.76, 0.78, 0.81)","{'Copper': 50, 'Steel': 50}",low,219.7,262.6,Hybrid,23.0,petrol
EN0142,HorsePower 7,37.0,4997.62,High-performance petrol engine.,engine,BrandA,17.42,144.46,"(1.39, 0.7, 1.16)","{'Copper': 50, 'Steel': 50}",medium,300.1,478.7,Petrol,12.7,diesel
EN0143,DieselMax 9,27.0,2495.91,Advanced petrol engine.,engine,BrandA,17.6,160.26,"(1.29, 0.6, 1.28)","{'Aluminum': 80, 'Titanium': 20}",medium,592.8,237.1,Petrol,10.6,petrol
EN0144,PowerCore 1,6.0,3211.29,High-performance hybrid engine.,engine,BrandE,17.46,122.02,"(1.11, 1.35, 1.04)","{'Steel': 70, 'Aluminum': 30}",low,355.7,210.2,Hybrid,23.4,hybrid
EN0145,DieselMax 7,20.0,2021.49,Advanced petrol engine.,engine,BrandE,17.47,170.41,"(1.38, 0.67, 1.41)","{'Copper': 50, 'Steel': 50}",low,295.3,430.4,Petrol,20.2,electric
EN0146,TorqueX 8,20.0,2517.58,Efficient hybrid engine.,engine,BrandD,17.45,121.02,"(0.54, 1.04, 1.1)","{'Steel': 75, 'Iron': 25}",medium,416.5,178.2,Hybrid,18.3,hybrid
EN0147,PowerCore 3,31.0,1565.08,High-performance diesel engine.,engine,BrandB,17.57,139.96,"(1.24, 1.38, 0.56)","{'Steel': 60, 'Aluminum': 40}",medium,442.4,335.2,Diesel,44.9,diesel
EN0148,DieselMax 6,34.0,4545.43,Efficient electric engine.,engine,BrandB,17.54,91.77,"(1.3, 1.09, 0.6)","{'Steel': 75, 'Iron': 25}",medium,357.4,231.5,Electric,36.6,hybrid
EN0149,HorsePower 4,16.0,3065.12,High-performance hybrid engine.,engine,BrandA,17.4,118.68,"(0.83, 1.19, 0.71)","{'Steel': 60, 'Aluminum': 40}",high,485.1,359.2,Hybrid,18.3,hybrid
EN0150,VoltDrive 9,3.0,2822.48,Efficient petrol engine.,engine,BrandD,17.42,183.35,"(0.66, 1.39, 1.18)","{'Steel': 60, 'Aluminum': 40}",medium,512.3,365.1,Petrol,13.5,hybrid
EN0151,HorsePower 6,23.0,4473.62,High-performance petrol engine.,engine,BrandA,17.54,181.36,"(1.04, 0.89, 0.66)","{'Steel': 75, 'Iron': 25}",low,460.6,403.6,Petrol,29.0,hybrid
EN0152,DieselMax 9,36.0,1598.56,Advanced hybrid engine.,engine,BrandA,17.51,180.95,"(1.2, 1.1, 1.28)","{'Aluminum': 80, 'Titanium': 20}",medium,568.7,208.5,Hybrid,41.7,hybrid
EN0153,TorqueX 2,46.0,1993.6,Efficient electric engine.,engine,BrandC,17.38,84.98,"(1.32, 0.6, 1.16)","{'Steel': 75, 'Iron': 25}",high,407.1,307.9,Electric,48.6,hybrid
EN0154,TorqueX 8,8.0,4920.43,Advanced petrol engine.,engine,BrandE,17.34,195.14,"(1.11, 1.14, 1.08)","{'Steel': 75, 'Iron': 25}",high,443.9,122.3,Petrol,15.8,petrol
EN0155,PowerCore 4,23.0,4285.71,Reliable electric engine.,engine,BrandB,17.44,179.56,"(0.68, 0.6, 1.44)","{'Copper': 50, 'Steel': 50}",low,236.4,471.5,Electric,48.6,hybrid
EN0156,VoltDrive 1,24.0,2867.83,Advanced electric engine.,engine,BrandA,17.39,187.91,"(0.94, 0.86, 0.62)","{'Steel': 60, 'Aluminum': 40}",low,361.3,259.5,Electric,30.8,electric
EN0157,HorsePower 9,50.0,3444.11,High-performance electric engine.,engine,BrandE,17.37,178.79,"(1.27, 1.35, 0.84)","{'Aluminum': 80, 'Titanium': 20}",medium,447.4,144.7,Electric,41.1,petrol
EN0158,TorqueX 5,3.0,3094.59,Reliable petrol engine.,engine,BrandC,17.48,146.15,"(0.52, 1.16, 0.6)","{'Steel': 60, 'Aluminum': 40}",medium,300.4,176.7,Petrol,33.2,electric
EN0159,VoltDrive 8,9.0,1714.43,High-performance diesel engine.,engine,BrandD,17.4,168.6,"(1.46, 0.6, 1.04)","{'Aluminum': 80, 'Titanium': 20}",medium,395.2,171.1,Diesel,19.5,petrol
EN0160,DieselMax 6,33.0,4340.98,Reliable hybrid engine.,engine,BrandE,17.45,176.62,"(0.75, 1.46, 0.7)","{'Steel': 60, 'Aluminum': 40}",medium,461.7,333.0,Hybrid,44.6,electric
EN0161,VoltDrive 8,2.0,4743.28,High-performance electric engine.,engine,BrandC,17.6,101.35,"(1.28, 0.91, 0.99)","{'Copper': 50, 'Steel': 50}",high,413.6,498.0,Electric,47.9,diesel
EN0162,DieselMax 5,46.0,4898.25,Advanced electric engine.,engine,BrandD,17.5,146.51,"(0.99, 1.19, 0.87)","{'Copper': 50, 'Steel': 50}",high,251.3,260.9,Electric,23.4,petrol
EN0163,HorsePower 3,6.0,1672.88,Efficient hybrid engine.,engine,BrandC,17.4,181.17,"(0.8, 1.25, 1.17)","{'Aluminum': 80, 'Titanium': 20}",medium,453.4,193.2,Hybrid,21.8,electric
EN0164,DieselMax 1,46.0,2200.01,Advanced hybrid engine.,engine,BrandD,17.5,172.28,"(0.97, 0.77, 1.04)","{'Aluminum': 80, 'Titanium': 20}",medium,268.5,362.8,Hybrid,10.6,diesel
EN0165,DieselMax 5,24.0,4669.74,Efficient electric engine.,engine,BrandA,17.37,112.71,"(0.51, 0.81, 0.81)","{'Steel': 70, 'Aluminum': 30}",medium,325.8,372.2,Electric,13.4,hybrid
EN0166,DieselMax 8,20.0,3276.88,Reliable petrol engine.,engine,BrandE,17.51,148.92,"(0.61, 0.53, 0.82)","{'Steel': 60, 'Aluminum': 40}",high,317.2,277.0,Petrol,49.5,hybrid
EN0167,VoltDrive 3,42.0,3237.79,Efficient hybrid engine.,engine,BrandC,17.59,126.76,"(1.25, 0.95, 0.56)","{'Aluminum': 80, 'Titanium': 20}",low,532.4,430.3,Hybrid,17.9,diesel
EN0168,PowerCore 6,48.0,2617.01,Efficient diesel engine.,engine,BrandA,17.36,88.83,"(0.73, 1.0, 0.82)","{'Steel': 60, 'Aluminum': 40}",medium,351.6,484.8,Diesel,42.1,electric
EN0169,HorsePower 9,9.0,4143.84,Reliable diesel engine.,engine,BrandB,17.34,92.79,"(1.45, 0.78, 0.8)","{'Copper': 50, 'Steel': 50}",high,410.3,383.4,Diesel,37.1,electric
EN0170,VoltDrive 8,37.0,2413.31,Efficient electric engine.,engine,BrandB,17.59,182.7,"(1.0, 1.03, 0.66)","{'Steel': 70, 'Aluminum': 30}",medium,409.7,214.9,Electric,29.7,electric
EN0171,VoltDrive 4,44.0,3007.58,Efficient electric engine.,engine,BrandA,17.34,188.56,"(1.2, 1.13, 0.53)","{'Steel': 70, 'Aluminum': 30}",medium,481.2,492.0,Electric,45.8,electric
EN0172,VoltDrive 4,12.0,1896.96,Efficient diesel engine.,engine,BrandE,17.3,158.75,"(0.71, 1.07, 0.73)","{'Copper': 50, 'Steel': 50}",low,441.9,439.4,Diesel,24.1,diesel
EN0173,DieselMax 5,45.0,3723.3,Efficient diesel engine.,engine,BrandD,17.34,198.64,"(0.95, 0.56, 0.84)","{'Copper': 50, 'Steel': 50}",high,242.4,249.9,Diesel,48.5,diesel
EN0174,TorqueX 3,23.0,3079.82,Advanced electric engine.,engine,BrandE,17.39,139.23,"(1.33, 0.61, 1.23)","{'Steel': 75, 'Iron': 25}",high,368.4,463.2,Electric,30.3,diesel
EN0175,PowerCore 9,42.0,4222.7,Advanced diesel engine.,engine,BrandB,17.44,181.39,"(0.83, 1.3, 1.14)","{'Copper': 50, 'Steel': 50}",medium,231.5,230.7,Diesel,34.3,petrol
EN0176,HorsePower 8,49.0,3461.84,Advanced petrol engine.,engine,BrandE,17.36,116.22,"(0.72, 1.02, 0.51)","{'Steel': 70, 'Aluminum': 30}",low,592.0,320.5,Petrol,42.7,petrol
EN0177,DieselMax 6,30.0,2907.34,Reliable hybrid engine.,engine,BrandB,17.31,100.63,"(0.59, 1.38, 1.4)","{'Copper': 50, 'Steel': 50}",low,350.0,253.3,Hybrid,16.8,hybrid
EN0178,VoltDrive 2,12.0,2191.9,High-performance hybrid engine.,engine,BrandA,17.4,123.81,"(0.93, 1.11, 0.78)","{'Steel': 70, 'Aluminum': 30}",high,321.5,475.5,Hybrid,16.7,hybrid
EN0179,PowerCore 6,11.0,3542.73,Reliable diesel engine.,engine,BrandE,17.49,143.94,"(1.39, 0.72, 0.74)","{'Steel': 60, 'Aluminum': 40}",high,530.2,233.4,Diesel,44.4,diesel
EN0180,TorqueX 2,11.0,1640.43,Advanced diesel engine.,engine,BrandA,17.42,139.04,"(0.94, 0.65, 1.05)","{'Copper': 50, 'Steel': 50}",high,323.0,348.8,Diesel,30.7,diesel
EN0181,VoltDrive 7,31.0,4074.8,Efficient diesel engine.,engine,BrandA,17.57,138.41,"(1.41, 0.63, 0.79)","{'Steel': 75, 'Iron': 25}",medium,431.6,347.8,Diesel,22.8,petrol
EN0182,PowerCore 6,38.0,3943.12,Advanced hybrid engine.,engine,BrandA,17.58,187.45,"(1.47, 0.63, 0.63)","{'Steel': 60, 'Aluminum': 40}",low,245.7,430.5,Hybrid,27.9,hybrid
EN0183,TorqueX 1,28.0,3943.28,Efficient hybrid engine.,engine,BrandD,17.54,180.39,"(1.23, 0.61, 1.22)","{'Copper': 50, 'Steel': 50}",low,470.4,141.7,Hybrid,14.8,hybrid
EN0184,HorsePower 6,8.0,1687.83,Advanced electric engine.,engine,BrandB,17.51,167.94,"(0.87, 1.47, 0.64)","{'Steel': 75, 'Iron': 25}",low,588.4,294.3,Electric,26.8,electric
EN0185,TorqueX 4,15.0,4117.36,Efficient petrol engine.,engine,BrandC,17.6,195.47,"(0.66, 1.4, 1.41)","{'Copper': 50, 'Steel': 50}",high,428.8,110.8,Petrol,16.9,diesel
EN0186,DieselMax 4,8.0,2976.87,Reliable petrol engine.,engine,BrandA,17.38,112.97,"(0.58, 0.52, 1.45)","{'Steel': 75, 'Iron': 25}",high,406.9,481.0,Petrol,33.6,hybrid
EN0187,TorqueX 7,2.0,3254.04,High-performance petrol engine.,engine,BrandC,17.42,91.64,"(0.51, 0.91, 1.3)","{'Copper': 50, 'Steel': 50}",low,406.4,350.9,Petrol,25.7,electric
EN0188,VoltDrive 5,32.0,3242.34,High-performance electric engine.,engine,BrandC,17.53,170.05,"(1.34, 0.51, 1.13)","{'Steel': 60, 'Aluminum': 40}",low,591.5,291.9,Electric,25.2,petrol
EN0189,DieselMax 1,15.0,3761.51,Efficient petrol engine.,engine,BrandD,17.49,155.4,"(1.49, 1.48, 0.82)","{'Aluminum': 80, 'Titanium': 20}",medium,381.7,158.5,Petrol,47.4,diesel
EN0190,VoltDrive 1,24.0,3058.17,Advanced hybrid engine.,engine,BrandA,17.34,138.54,"(0.94, 1.36, 1.27)","{'Copper': 50, 'Steel': 50}",low,291.2,352.7,Hybrid,45.7,hybrid
EN0191,TorqueX 5,12.0,2416.28,Reliable diesel engine.,engine,BrandD,17.34,99.51,"(0.64, 1.16, 0.61)","{'Steel': 60, 'Aluminum': 40}",low,233.6,270.9,Diesel,29.6,hybrid
EN0192,PowerCore 2,50.0,4274.23,High-performance hybrid engine.,engine,BrandC,17.54,156.02,"(0.8, 0.81, 0.91)","{'Steel': 60, 'Aluminum': 40}",low,492.8,187.3,Hybrid,37.6,electric
EN0193,HorsePower 4,21.0,2411.62,Advanced electric engine.,engine,BrandD,17.58,81.94,"(0.96, 1.41, 1.01)","{'Steel': 75, 'Iron': 25}",high,253.7,465.5,Electric,42.4,hybrid
EN0194,HorsePower 6,49.0,4388.6,Efficient electric engine.,engine,BrandB,17.31,139.74,"(0.56, 0.52, 1.18)","{'Steel': 60, 'Aluminum': 40}",high,240.2,266.4,Electric,47.7,diesel
EN0195,VoltDrive 6,9.0,4107.99,Advanced petrol engine.,engine,BrandE,17.51,136.01,"(1.26, 0.78, 1.44)","{'Steel': 60, 'Aluminum': 40}",medium,204.1,250.2,Petrol,22.4,electric
EN0196,DieselMax 8,32.0,2607.16,Advanced petrol engine.,engine,BrandD,17.44,95.05,"(0.84, 0.58, 1.39)","{'Steel': 60, 'Aluminum': 40}",medium,414.8,413.1,Petrol,37.4,diesel
EN0197,VoltDrive 7,11.0,2663.44,Efficient electric engine.,engine,BrandD,17.48,119.55,"(0.97, 0.94, 1.2)","{'Steel': 70, 'Aluminum': 30}",medium,395.4,153.4,Electric,37.8,electric
EN0198,VoltDrive 2,33.0,3023.0,Advanced petrol engine.,engine,BrandA,17.58,88.96,"(0.74, 0.89, 1.17)","{'Copper': 50, 'Steel': 50}",high,474.3,244.0,Petrol,29.0,petrol
EN0199,HorsePower 3,10.0,3945.22,High-performance hybrid engine.,engine,BrandE,17.58,178.74,"(0.63, 0.82, 1.19)","{'Steel': 60, 'Aluminum': 40}",high,467.7,268.9,Hybrid,46.1,hybrid
EN0200,TorqueX 2,31.0,2020.21,Efficient petrol engine.,engine,BrandE,17.38,191.94,"(1.22, 1.27, 1.3)","{'Aluminum': 80, 'Titanium': 20}",medium,242.2,478.8,Petrol,20.8,petrol
EN0201,DieselMax 5,33.0,4850.43,Advanced hybrid engine.,engine,BrandC,17.59,122.81,"(1.15, 0.86, 1.09)","{'Steel': 75, 'Iron': 25}",medium,328.2,363.0,Hybrid,42.6,electric
EN0202,TorqueX 9,28.0,3822.01,High-performance electric engine.,engine,BrandE,17.34,155.23,"(1.05, 1.12, 1.14)","{'Steel': 70, 'Aluminum': 30}",medium,306.3,270.8,Electric,28.9,hybrid
EN0203,DieselMax 1,37.0,2358.96,High-performance hybrid engine.,engine,BrandA,17.42,179.66,"(1.27, 1.48, 0.84)","{'Steel': 70, 'Aluminum': 30}",low,443.2,114.0,Hybrid,41.7,petrol
EN0204,HorsePower 8,11.0,2077.94,Advanced petrol engine.,engine,BrandA,17.55,172.11,"(0.76, 1.06, 0.9)","{'Steel': 75, 'Iron': 25}",high,276.9,319.6,Petrol,38.3,petrol
EN0205,DieselMax 6,10.0,2851.4,High-performance petrol engine.,engine,BrandE,17.49,177.5,"(0.56, 0.88, 0.81)","{'Steel': 60, 'Aluminum': 40}",low,324.0,444.3,Petrol,45.0,diesel
EN0206,HorsePower 9,36.0,4672.83,Advanced petrol engine.,engine,BrandB,17.44,82.74,"(1.31, 0.56, 1.06)","{'Aluminum': 80, 'Titanium': 20}",medium,288.0,423.8,Petrol,24.1,electric
EN0207,TorqueX 5,15.0,4375.91,Efficient petrol engine.,engine,BrandC,17.4,115.06,"(0.66, 0.75, 0.98)","{'Steel': 75, 'Iron': 25}",high,356.0,285.6,Petrol,48.8,electric
EN0208,PowerCore 1,41.0,2552.72,High-performance petrol engine.,engine,BrandE,17.3,159.97,"(1.17, 1.49, 1.09)","{'Steel': 60, 'Aluminum': 40}",medium,207.2,240.3,Petrol,40.2,diesel
EN0209,PowerCore 9,21.0,2220.44,Advanced petrol engine.,engine,BrandE,17.43,83.65,"(0.57, 0.85, 0.91)","{'Copper': 50, 'Steel': 50}",low,246.3,422.9,Petrol,48.1,petrol
EN0210,TorqueX 8,33.0,1653.91,High-performance hybrid engine.,engine,BrandB,17.41,88.58,"(0.7, 0.57, 0.88)","{'Steel': 70, 'Aluminum': 30}",medium,259.8,463.5,Hybrid,24.5,electric
EN0211,HorsePower 6,36.0,3061.68,Reliable diesel engine.,engine,BrandD,17.45,95.5,"(0.77, 1.31, 0.51)","{'Steel': 60, 'Aluminum': 40}",medium,362.3,399.3,Diesel,48.0,diesel
EN0212,TorqueX 2,23.0,2928.67,Efficient diesel engine.,engine,BrandB,17.59,177.14,"(1.47, 1.04, 0.69)","{'Aluminum': 80, 'Titanium': 20}",high,443.6,154.3,Diesel,12.5,petrol
EN0213,HorsePower 1,50.0,1525.14,High-performance hybrid engine.,engine,BrandE,17.51,176.17,"(0.76, 0.53, 1.41)","{'Copper': 50, 'Steel': 50}",high,316.2,257.2,Hybrid,10.8,petrol
EN0214,PowerCore 2,26.0,3064.32,Advanced diesel engine.,engine,BrandB,17.58,147.42,"(1.49, 1.31, 0.52)","{'Steel': 70, 'Aluminum': 30}",low,392.7,404.7,Diesel,47.0,diesel
EN0215,TorqueX 1,17.0,1715.34,Efficient petrol engine.,engine,BrandC,17.52,193.02,"(1.16, 1.32, 0.53)","{'Steel': 70, 'Aluminum': 30}",high,558.2,479.9,Petrol,14.8,electric
EN0216,VoltDrive 2,41.0,1724.33,Efficient diesel engine.,engine,BrandB,17.57,146.28,"(0.73, 0.72, 0.51)","{'Steel': 75, 'Iron': 25}",low,492.2,428.0,Diesel,13.7,electric
EN0217,HorsePower 6,37.0,3119.97,Efficient petrol engine.,engine,BrandD,17.53,120.28,"(1.2, 1.17, 1.13)","{'Aluminum': 80, 'Titanium': 20}",low,201.9,477.8,Petrol,16.0,diesel
EN0218,PowerCore 8,21.0,3266.24,Efficient petrol engine.,engine,BrandC,17.42,137.42,"(1.19, 0.58, 1.27)","{'Copper': 50, 'Steel': 50}",medium,355.3,445.0,Petrol,44.4,petrol
EN0219,PowerCore 6,45.0,4854.5,Advanced petrol engine.,engine,BrandD,17.38,104.86,"(1.26, 1.01, 1.5)","{'Steel': 60, 'Aluminum': 40}",high,564.0,270.9,Petrol,17.3,petrol
EN0220,VoltDrive 7,35.0,3654.21,Advanced diesel engine.,engine,BrandA,17.32,139.75,"(1.37, 0.94, 1.49)","{'Aluminum': 80, 'Titanium': 20}",low,388.0,103.5,Diesel,23.5,hybrid
EN0221,VoltDrive 9,42.0,2379.49,High-performance electric engine.,engine,BrandA,17.56,139.08,"(1.09, 0.52, 1.25)","{'Steel': 60, 'Aluminum': 40}",medium,299.9,232.0,Electric,15.9,hybrid
EN0222,HorsePower 3,21.0,2922.19,High-performance electric engine.,engine,BrandE,17.6,180.38,"(0.55, 1.06, 0.8)","{'Steel': 70, 'Aluminum': 30}",high,565.4,465.5,Electric,16.5,electric
EN0223,DieselMax 4,30.0,2594.11,Advanced electric engine.,engine,BrandC,17.58,183.54,"(1.04, 0.69, 0.77)","{'Copper': 50, 'Steel': 50}",medium,393.9,220.7,Electric,22.3,petrol
EN0224,HorsePower 7,19.0,3545.02,High-performance hybrid engine.,engine,BrandB,17.37,180.87,"(1.28, 0.65, 1.48)","{'Steel': 75, 'Iron': 25}",high,374.0,393.0,Hybrid,24.6,petrol
EN0225,DieselMax 1,17.0,3813.68,High-performance petrol engine.,engine,BrandC,17.57,90.08,"(1.01, 1.38, 1.37)","{'Copper': 50, 'Steel': 50}",medium,330.4,157.2,Petrol,36.1,petrol
EN0226,TorqueX 7,33.0,4566.94,Efficient petrol engine.,engine,BrandC,17.6,140.23,"(1.01, 0.52, 1.37)","{'Steel': 70, 'Aluminum': 30}",low,226.7,349.5,Petrol,47.6,petrol
EN0227,HorsePower 9,18.0,3906.95,Reliable electric engine.,engine,BrandE,17.55,196.85,"(0.68, 0.66, 0.88)","{'Steel': 70, 'Aluminum': 30}",medium,599.1,129.0,Electric,38.4,diesel
EN0228,TorqueX 8,30.0,2018.65,Reliable hybrid engine.,engine,BrandD,17.59,119.29,"(0.79, 1.09, 0.97)","{'Steel': 70, 'Aluminum': 30}",medium,440.1,380.4,Hybrid,30.7,electric
EN0229,HorsePower 9,2.0,3183.69,Reliable electric engine.,engine,BrandB,17.38,193.77,"(1.48, 1.07, 1.07)","{'Steel': 60, 'Aluminum': 40}",high,383.2,314.4,Electric,41.8,hybrid
EN0230,VoltDrive 6,44.0,3967.0,Advanced diesel engine.,engine,BrandA,17.42,86.35,"(1.11, 0.64, 0.77)","{'Steel': 60, 'Aluminum': 40}",low,538.0,139.0,Diesel,32.3,diesel
EN0231,TorqueX 5,5.0,2486.63,Efficient electric engine.,engine,BrandE,17.36,148.51,"(0.82, 1.41, 0.9)","{'Copper': 50, 'Steel': 50}",medium,476.8,270.4,Electric,44.2,diesel
EN0232,HorsePower 2,26.0,2382.67,Efficient hybrid engine.,engine,BrandD,17.31,109.96,"(1.44, 1.25, 0.62)","{'Steel': 70, 'Aluminum': 30}",low,491.8,267.6,Hybrid,30.5,petrol
EN0233,DieselMax 5,3.0,4170.92,Reliable hybrid engine.,engine,BrandA,17.53,113.31,"(1.02, 1.26, 0.68)","{'Steel': 70, 'Aluminum': 30}",low,482.4,178.8,Hybrid,32.1,petrol
EN0234,PowerCore 8,17.0,3289.67,Efficient electric engine.,engine,BrandB,17.58,113.54,"(1.08, 0.8, 1.3)","{'Steel': 75, 'Iron': 25}",medium,204.9,252.6,Electric,48.6,petrol
EN0235,PowerCore 7,32.0,1961.16,Reliable diesel engine.,engine,BrandD,17.59,148.02,"(1.21, 0.89, 0.63)","{'Copper': 50, 'Steel': 50}",high,311.9,459.3,Diesel,36.4,diesel
EN0236,TorqueX 8,4.0,1832.73,Advanced electric engine.,engine,BrandE,17.47,81.72,"(0.88, 1.26, 0.81)","{'Steel': 75, 'Iron': 25}",medium,476.8,373.9,Electric,48.8,hybrid
EN0237,TorqueX 6,22.0,2864.73,High-performance hybrid engine.,engine,BrandA,17.36,164.25,"(1.27, 1.1, 1.17)","{'Steel': 75, 'Iron': 25}",medium,431.8,226.4,Hybrid,37.8,electric
EN0238,HorsePower 3,48.0,4533.16,Reliable petrol engine.,engine,BrandD,17.54,127.63,"(1.01, 1.39, 0.96)","{'Steel': 75, 'Iron': 25}",low,538.3,291.6,Petrol,21.9,petrol
EN0239,HorsePower 2,39.0,1651.84,High-performance hybrid engine.,engine,BrandB,17.52,193.72,"(0.8, 1.5, 0.84)","{'Steel': 60, 'Aluminum': 40}",high,473.4,462.9,Hybrid,31.7,hybrid
EN0240,VoltDrive 5,31.0,2722.15,Efficient electric engine.,engine,BrandD,17.41,116.31,"(1.4, 1.04, 0.97)","{'Steel': 75, 'Iron': 25}",high,332.6,243.2,Electric,10.9,electric
EN0241,DieselMax 1,18.0,3704.08,Efficient electric engine.,engine,BrandB,17.36,185.25,"(1.21, 1.23, 1.03)","{'Copper': 50, 'Steel': 50}",low,281.2,485.2,Electric,10.1,electric
EN0242,HorsePower 4,37.0,4090.39,Advanced electric engine.,engine,BrandE,17.44,177.79,"(1.21, 0.53, 0.51)","{'Steel': 70, 'Aluminum': 30}",medium,323.0,104.5,Electric,30.4,hybrid
EN0243,PowerCore 3,35.0,3534.91,Reliable petrol engine.,engine,BrandD,17.52,112.61,"(1.3, 0.62, 0.81)","{'Steel': 60, 'Aluminum': 40}",high,551.3,376.3,Petrol,35.7,diesel
EN0244,DieselMax 2,21.0,2702.27,High-performance electric engine.,engine,BrandA,17.38,134.04,"(1.03, 1.03, 1.0)","{'Copper': 50, 'Steel': 50}",medium,443.9,180.2,Electric,21.9,petrol
EN0245,DieselMax 4,41.0,3513.95,Advanced electric engine.,engine,BrandA,17.43,113.45,"(1.13, 0.7, 1.14)","{'Steel': 60, 'Aluminum': 40}",high,556.7,116.9,Electric,32.2,hybrid
EN0246,DieselMax 5,32.0,3041.24,Efficient petrol engine.,engine,BrandC,17.44,83.94,"(0.87, 1.34, 0.69)","{'Aluminum': 80, 'Titanium': 20}",medium,537.9,107.1,Petrol,23.2,diesel
EN0247,HorsePower 9,9.0,1895.46,High-performance petrol engine.,engine,BrandB,17.5,138.67,"(0.51, 1.44, 1.34)","{'Steel': 70, 'Aluminum': 30}",high,254.2,121.6,Petrol,33.3,electric
EN0248,TorqueX 3,22.0,2852.68,Efficient hybrid engine.,engine,BrandE,17.52,116.17,"(0.88, 1.06, 0.87)","{'Steel': 70, 'Aluminum': 30}",low,403.6,128.1,Hybrid,19.8,electric
EN0249,TorqueX 5,35.0,4042.29,Efficient diesel engine.,engine,BrandD,17.47,181.76,"(1.34, 0.65, 1.24)","{'Steel': 70, 'Aluminum': 30}",low,536.8,426.8,Diesel,45.9,electric
EN0250,VoltDrive 9,45.0,4805.14,Advanced electric engine.,engine,BrandC,17.48,170.89,"(0.8, 0.87, 1.26)","{'Steel': 60, 'Aluminum': 40}",high,345.0,227.7,Electric,21.8,electric
EN0251,HorsePower 9,19.0,3474.91,High-performance hybrid engine.,engine,BrandD,17.58,176.9,"(0.76, 1.37, 1.27)","{'Copper': 50, 'Steel': 50}",medium,307.1,248.0,Hybrid,23.2,electric
EN0252,DieselMax 9,17.0,2799.61,Efficient diesel engine.,engine,BrandB,17.56,199.44,"(0.66, 1.16, 0.67)","{'Copper': 50, 'Steel': 50}",medium,453.1,498.1,Diesel,44.0,hybrid
