id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,brake_type
BR7283,RoadSafe 7,7,115.07,Reliable ceramic brake.,brake,BrandC,17.44,4.92,"(0.31, 0.44, 0.31)","{'Metal': 77, 'Ceramic': 14}",high,1159.8,ceramic
BR2876,PowerStop 6,44,107.98,Durable ceramic brake.,brake,BrandC,17.45,2.23,"(0.5, 0.48, 0.46)","{'Metal': 71, 'Ceramic': 16}",low,1326.5,ceramic
BR3084,StopForce 7,36,93.78,Reliable semi_metallic brake.,brake,BrandB,17.41,3.13,"(0.49, 0.41, 0.45)","{'Metal': 87, 'Ceramic': 13}",low,1391.1,semi_metallic
BR1250,StopForce 1,46,139.35,Durable ceramic brake.,brake,BrandB,17.51,2.75,"(0.41, 0.39, 0.42)","{'Metal': 70, 'Ceramic': 21}",high,1035.1,ceramic
BR6121,MetalGrip 4,26,117.29,Durable metal brake.,brake,BrandD,17.59,4.76,"(0.36, 0.43, 0.48)","{'Metal': 85, 'Ceramic': 21}",medium,1401.0,metal
BR9053,QuickBrake 4,42,123.08,Durable organic brake.,brake,BrandE,17.49,4.52,"(0.39, 0.47, 0.47)","{'Metal': 86, 'Ceramic': 30}",high,1460.2,organic
BR4451,RoadSafe 5,20,114.61,Affordable ceramic brake.,brake,BrandC,17.51,3.47,"(0.41, 0.44, 0.34)","{'Metal': 70, 'Ceramic': 15}",low,1098.8,ceramic
BR8723,MetalGrip 2,28,96.21,Affordable ceramic brake.,brake,BrandC,17.58,2.94,"(0.34, 0.48, 0.49)","{'Metal': 84, 'Ceramic': 21}",low,1357.7,ceramic
BR9557,MetalGrip 8,40,93.32,Advanced organic brake.,brake,BrandD,17.53,4.98,"(0.36, 0.45, 0.47)","{'Metal': 75, 'Ceramic': 18}",low,1364.9,organic
BR9340,StopForce 3,39,99.48,Durable ceramic brake.,brake,BrandB,17.38,3.55,"(0.46, 0.36, 0.36)","{'Metal': 77, 'Ceramic': 11}",high,1396.8,ceramic
BR8550,QuickBrake 4,42,88.47,Durable organic brake.,brake,BrandE,17.47,2.23,"(0.44, 0.45, 0.48)","{'Metal': 87, 'Ceramic': 29}",medium,1390.1,organic
BR8000,RoadSafe 3,37,127.35,Affordable ceramic brake.,brake,BrandA,17.56,3.77,"(0.42, 0.35, 0.48)","{'Metal': 71, 'Ceramic': 13}",high,1262.1,ceramic
BR9527,QuickBrake 2,33,148.37,Reliable organic brake.,brake,BrandB,17.46,2.91,"(0.31, 0.32, 0.43)","{'Metal': 71, 'Ceramic': 28}",medium,1243.0,organic
BR4655,MetalGrip 8,23,123.29,Reliable metal brake.,brake,BrandA,17.36,4.81,"(0.41, 0.36, 0.35)","{'Metal': 73, 'Ceramic': 26}",high,1364.5,metal
BR4979,StopForce 4,50,119.74,Advanced semi_metallic brake.,brake,BrandB,17.51,3.03,"(0.35, 0.49, 0.46)","{'Metal': 86, 'Ceramic': 16}",high,945.4,semi_metallic
BR2402,StopForce 5,40,103.09,Durable organic brake.,brake,BrandA,17.38,4.45,"(0.36, 0.33, 0.42)","{'Metal': 86, 'Ceramic': 30}",medium,976.2,organic
BR3454,MetalGrip 2,24,130.64,Durable ceramic brake.,brake,BrandB,17.58,4.87,"(0.46, 0.34, 0.35)","{'Metal': 70, 'Ceramic': 26}",low,1161.8,ceramic
BR8856,PowerStop 5,4,123.65,Durable semi_metallic brake.,brake,BrandB,17.41,3.71,"(0.35, 0.32, 0.49)","{'Metal': 72, 'Ceramic': 14}",high,974.2,semi_metallic
BR1397,RoadSafe 4,31,136.42,Affordable organic brake.,brake,BrandA,17.46,4.75,"(0.43, 0.32, 0.45)","{'Metal': 89, 'Ceramic': 18}",medium,1142.8,organic
BR6815,QuickBrake 3,41,82.27,Durable metal brake.,brake,BrandD,17.58,2.91,"(0.37, 0.32, 0.49)","{'Metal': 79, 'Ceramic': 27}",low,1019.6,metal
BR6735,MetalGrip 6,12,112.84,Reliable ceramic brake.,brake,BrandA,17.33,3.16,"(0.31, 0.37, 0.34)","{'Metal': 89, 'Ceramic': 20}",high,1371.4,ceramic
BR3768,RoadSafe 7,17,117.03,Reliable metal brake.,brake,BrandA,17.32,2.04,"(0.46, 0.47, 0.4)","{'Metal': 78, 'Ceramic': 28}",low,1292.0,metal
BR5435,StopForce 2,43,106.38,Advanced semi_metallic brake.,brake,BrandE,17.39,2.31,"(0.35, 0.31, 0.35)","{'Metal': 74, 'Ceramic': 16}",high,1348.2,semi_metallic
BR6647,MetalGrip 7,14,143.02,Advanced ceramic brake.,brake,BrandB,17.54,2.79,"(0.48, 0.38, 0.33)","{'Metal': 88, 'Ceramic': 10}",low,1336.4,ceramic
BR3989,MetalGrip 2,14,107.11,Reliable semi_metallic brake.,brake,BrandE,17.46,2.82,"(0.34, 0.34, 0.45)","{'Metal': 77, 'Ceramic': 25}",medium,1252.2,semi_metallic
BR6389,RoadSafe 2,29,84.13,Advanced organic brake.,brake,BrandC,17.36,4.07,"(0.4, 0.44, 0.37)","{'Metal': 79, 'Ceramic': 14}",high,1447.6,organic
BR5644,StopForce 2,4,95.91,Affordable metal brake.,brake,BrandE,17.4,2.19,"(0.33, 0.48, 0.32)","{'Metal': 73, 'Ceramic': 30}",high,1477.2,metal
BR2391,MetalGrip 3,39,126.53,Durable organic brake.,brake,BrandB,17.46,3.93,"(0.35, 0.48, 0.37)","{'Metal': 77, 'Ceramic': 17}",high,1061.8,organic
BR1084,StopForce 5,29,81.65,Affordable semi_metallic brake.,brake,BrandA,17.39,3.0,"(0.31, 0.41, 0.34)","{'Metal': 77, 'Ceramic': 20}",high,1351.5,semi_metallic
BR3393,PowerStop 2,10,112.42,Advanced semi_metallic brake.,brake,BrandC,17.55,4.63,"(0.48, 0.48, 0.42)","{'Metal': 88, 'Ceramic': 25}",medium,1323.8,semi_metallic
BR4300,MetalGrip 3,16,142.36,Reliable organic brake.,brake,BrandD,17.5,2.78,"(0.32, 0.41, 0.4)","{'Metal': 73, 'Ceramic': 13}",high,962.5,organic
BR8126,RoadSafe 6,41,85.62,Advanced semi_metallic brake.,brake,BrandA,17.49,3.36,"(0.35, 0.42, 0.39)","{'Metal': 85, 'Ceramic': 15}",low,909.5,semi_metallic
BR7253,RoadSafe 5,16,91.99,Durable metal brake.,brake,BrandC,17.46,2.79,"(0.32, 0.39, 0.31)","{'Metal': 78, 'Ceramic': 17}",low,1358.9,metal
BR1963,StopForce 9,29,133.44,Affordable semi_metallic brake.,brake,BrandA,17.44,2.81,"(0.39, 0.36, 0.36)","{'Metal': 73, 'Ceramic': 14}",high,1446.1,semi_metallic
BR1709,MetalGrip 4,50,112.85,Reliable metal brake.,brake,BrandB,17.39,4.05,"(0.44, 0.37, 0.41)","{'Metal': 81, 'Ceramic': 19}",low,1495.8,metal
BR4847,MetalGrip 6,10,143.06,Affordable metal brake.,brake,BrandE,17.56,3.98,"(0.45, 0.49, 0.42)","{'Metal': 75, 'Ceramic': 20}",medium,1223.6,metal
BR8033,RoadSafe 4,22,125.57,Reliable semi_metallic brake.,brake,BrandB,17.46,2.85,"(0.49, 0.48, 0.36)","{'Metal': 84, 'Ceramic': 30}",low,966.3,semi_metallic
BR3302,RoadSafe 8,39,124.1,Durable ceramic brake.,brake,BrandA,17.57,3.15,"(0.46, 0.49, 0.35)","{'Metal': 76, 'Ceramic': 22}",high,1384.6,ceramic
BR4838,MetalGrip 6,13,103.5,Reliable semi_metallic brake.,brake,BrandE,17.49,2.67,"(0.44, 0.34, 0.35)","{'Metal': 74, 'Ceramic': 24}",low,1430.4,semi_metallic
BR5196,StopForce 1,17,98.32,Durable metal brake.,brake,BrandC,17.54,3.51,"(0.43, 0.49, 0.31)","{'Metal': 83, 'Ceramic': 16}",high,970.4,metal
BR6454,MetalGrip 2,33,83.19,Affordable semi_metallic brake.,brake,BrandB,17.32,3.74,"(0.49, 0.36, 0.37)","{'Metal': 75, 'Ceramic': 13}",low,909.0,semi_metallic
BR6708,PowerStop 7,12,117.63,Affordable ceramic brake.,brake,BrandD,17.39,2.37,"(0.4, 0.32, 0.39)","{'Metal': 81, 'Ceramic': 29}",medium,1067.0,ceramic
BR5283,PowerStop 3,36,131.12,Affordable ceramic brake.,brake,BrandE,17.43,2.4,"(0.45, 0.48, 0.31)","{'Metal': 82, 'Ceramic': 10}",high,1184.6,ceramic
BR2300,StopForce 2,21,85.13,Reliable semi_metallic brake.,brake,BrandB,17.54,2.16,"(0.44, 0.41, 0.36)","{'Metal': 80, 'Ceramic': 25}",low,1483.1,semi_metallic
BR8116,MetalGrip 9,3,93.3,Durable ceramic brake.,brake,BrandE,17.34,2.5,"(0.4, 0.38, 0.41)","{'Metal': 84, 'Ceramic': 21}",low,1407.7,ceramic
BR2932,PowerStop 9,21,111.64,Affordable metal brake.,brake,BrandA,17.38,2.4,"(0.47, 0.36, 0.43)","{'Metal': 76, 'Ceramic': 18}",low,1202.9,metal
BR9124,QuickBrake 1,32,99.56,Durable ceramic brake.,brake,BrandC,17.32,3.59,"(0.37, 0.36, 0.35)","{'Metal': 85, 'Ceramic': 12}",medium,1189.7,ceramic
BR7578,QuickBrake 7,2,98.36,Reliable semi_metallic brake.,brake,BrandA,17.47,4.28,"(0.48, 0.43, 0.49)","{'Metal': 90, 'Ceramic': 29}",medium,1387.8,semi_metallic
BR2655,StopForce 1,13,119.47,Advanced organic brake.,brake,BrandE,17.51,2.84,"(0.46, 0.49, 0.43)","{'Metal': 73, 'Ceramic': 13}",high,1070.1,organic
BR6411,RoadSafe 6,38,85.65,Advanced semi_metallic brake.,brake,BrandD,17.51,4.44,"(0.31, 0.49, 0.47)","{'Metal': 78, 'Ceramic': 12}",high,1245.0,semi_metallic
BR6143,QuickBrake 3,31,127.48,Durable ceramic brake.,brake,BrandA,17.45,3.84,"(0.34, 0.31, 0.47)","{'Metal': 70, 'Ceramic': 22}",medium,1467.4,ceramic
BR5624,MetalGrip 2,13,90.5,Reliable ceramic brake.,brake,BrandC,17.48,4.55,"(0.34, 0.32, 0.47)","{'Metal': 74, 'Ceramic': 14}",medium,1238.3,ceramic
BR8407,QuickBrake 3,40,122.65,Affordable organic brake.,brake,BrandB,17.38,2.54,"(0.45, 0.38, 0.32)","{'Metal': 81, 'Ceramic': 29}",high,1387.0,organic
BR7783,RoadSafe 4,50,97.9,Reliable metal brake.,brake,BrandD,17.57,4.44,"(0.42, 0.5, 0.47)","{'Metal': 83, 'Ceramic': 25}",low,1052.6,metal
BR1326,MetalGrip 3,24,114.74,Reliable metal brake.,brake,BrandB,17.53,2.23,"(0.35, 0.32, 0.49)","{'Metal': 89, 'Ceramic': 19}",high,1224.1,metal
BR2068,MetalGrip 9,9,124.92,Affordable semi_metallic brake.,brake,BrandB,17.57,3.91,"(0.47, 0.48, 0.42)","{'Metal': 85, 'Ceramic': 29}",low,1008.0,semi_metallic
BR4326,StopForce 3,11,120.57,Affordable semi_metallic brake.,brake,BrandA,17.49,4.54,"(0.33, 0.47, 0.37)","{'Metal': 80, 'Ceramic': 25}",low,1128.5,semi_metallic
BR4714,StopForce 8,6,103.02,Durable metal brake.,brake,BrandA,17.6,4.46,"(0.4, 0.32, 0.32)","{'Metal': 70, 'Ceramic': 12}",low,1374.1,metal
BR2203,RoadSafe 6,30,118.94,Reliable semi_metallic brake.,brake,BrandD,17.49,2.87,"(0.33, 0.47, 0.43)","{'Metal': 70, 'Ceramic': 28}",low,1139.8,semi_metallic
BR7576,MetalGrip 5,43,122.76,Advanced semi_metallic brake.,brake,BrandE,17.52,3.14,"(0.43, 0.32, 0.42)","{'Metal': 74, 'Ceramic': 12}",high,1392.3,semi_metallic
BR5881,PowerStop 6,10,105.24,Affordable organic brake.,brake,BrandB,17.5,3.33,"(0.37, 0.41, 0.47)","{'Metal': 76, 'Ceramic': 24}",high,976.8,organic
BR2584,RoadSafe 8,25,137.83,Durable metal brake.,brake,BrandD,17.46,2.87,"(0.42, 0.45, 0.47)","{'Metal': 83, 'Ceramic': 11}",low,1255.2,metal
BR7191,RoadSafe 2,47,142.96,Advanced semi_metallic brake.,brake,BrandA,17.33,2.31,"(0.4, 0.45, 0.38)","{'Metal': 72, 'Ceramic': 11}",high,1063.0,semi_metallic
BR9292,QuickBrake 3,24,91.63,Advanced ceramic brake.,brake,BrandB,17.57,2.19,"(0.47, 0.32, 0.39)","{'Metal': 90, 'Ceramic': 13}",medium,1251.4,ceramic
BR9468,MetalGrip 6,35,95.28,Reliable semi_metallic brake.,brake,BrandC,17.42,4.65,"(0.36, 0.48, 0.4)","{'Metal': 89, 'Ceramic': 12}",low,1173.0,semi_metallic
BR4193,QuickBrake 1,20,83.67,Affordable organic brake.,brake,BrandA,17.45,4.93,"(0.46, 0.36, 0.42)","{'Metal': 73, 'Ceramic': 22}",low,1381.8,organic
BR1862,QuickBrake 7,36,109.53,Durable metal brake.,brake,BrandB,17.59,3.11,"(0.3, 0.35, 0.31)","{'Metal': 77, 'Ceramic': 14}",medium,1364.0,metal
BR5799,QuickBrake 9,23,111.48,Affordable semi_metallic brake.,brake,BrandE,17.45,2.23,"(0.35, 0.39, 0.47)","{'Metal': 75, 'Ceramic': 27}",medium,958.6,semi_metallic
BR2447,RoadSafe 2,6,113.25,Affordable semi_metallic brake.,brake,BrandE,17.3,2.23,"(0.48, 0.49, 0.44)","{'Metal': 75, 'Ceramic': 27}",medium,1370.5,semi_metallic
BR2915,StopForce 8,41,103.2,Advanced metal brake.,brake,BrandB,17.39,4.96,"(0.31, 0.45, 0.49)","{'Metal': 72, 'Ceramic': 27}",medium,1191.9,metal
BR4044,QuickBrake 1,49,119.41,Advanced ceramic brake.,brake,BrandE,17.45,4.26,"(0.33, 0.3, 0.4)","{'Metal': 90, 'Ceramic': 28}",low,1361.5,ceramic
BR3901,QuickBrake 9,3,148.59,Advanced ceramic brake.,brake,BrandE,17.45,3.47,"(0.33, 0.39, 0.31)","{'Metal': 87, 'Ceramic': 29}",medium,1483.7,ceramic
BR1351,QuickBrake 2,44,140.2,Affordable organic brake.,brake,BrandD,17.36,2.64,"(0.45, 0.31, 0.42)","{'Metal': 85, 'Ceramic': 18}",high,1220.7,organic
BR5428,QuickBrake 2,49,108.37,Durable organic brake.,brake,BrandC,17.51,3.66,"(0.45, 0.32, 0.37)","{'Metal': 83, 'Ceramic': 23}",high,1493.8,organic
BR9982,MetalGrip 8,43,123.46,Durable semi_metallic brake.,brake,BrandA,17.57,3.44,"(0.43, 0.32, 0.5)","{'Metal': 83, 'Ceramic': 10}",high,948.7,semi_metallic
BR1518,RoadSafe 3,43,130.27,Affordable organic brake.,brake,BrandC,17.35,4.97,"(0.47, 0.4, 0.4)","{'Metal': 79, 'Ceramic': 28}",low,1421.9,organic
BR9763,StopForce 8,13,148.95,Advanced organic brake.,brake,BrandE,17.3,3.25,"(0.43, 0.42, 0.45)","{'Metal': 81, 'Ceramic': 30}",low,964.3,organic
BR7016,MetalGrip 7,22,122.89,Affordable semi_metallic brake.,brake,BrandC,17.48,4.41,"(0.36, 0.3, 0.44)","{'Metal': 70, 'Ceramic': 17}",high,1159.2,semi_metallic
BR7571,RoadSafe 8,30,124.8,Advanced organic brake.,brake,BrandB,17.57,2.31,"(0.3, 0.35, 0.36)","{'Metal': 84, 'Ceramic': 28}",high,1038.6,organic
BR7712,QuickBrake 8,48,115.42,Advanced ceramic brake.,brake,BrandB,17.57,3.17,"(0.32, 0.35, 0.48)","{'Metal': 71, 'Ceramic': 20}",medium,1150.1,ceramic
BR9897,RoadSafe 3,50,115.04,Reliable metal brake.,brake,BrandD,17.52,2.43,"(0.41, 0.48, 0.32)","{'Metal': 79, 'Ceramic': 23}",medium,1254.6,metal
BR2365,StopForce 4,39,133.13,Reliable metal brake.,brake,BrandA,17.57,4.63,"(0.32, 0.41, 0.34)","{'Metal': 90, 'Ceramic': 13}",high,1045.5,metal
BR9757,RoadSafe 4,49,122.24,Durable semi_metallic brake.,brake,BrandA,17.46,2.86,"(0.49, 0.47, 0.46)","{'Metal': 81, 'Ceramic': 20}",low,933.5,semi_metallic
BR8255,PowerStop 4,26,95.44,Durable semi_metallic brake.,brake,BrandB,17.43,2.55,"(0.4, 0.3, 0.34)","{'Metal': 74, 'Ceramic': 16}",high,920.4,semi_metallic
BR5722,PowerStop 3,25,146.06,Reliable semi_metallic brake.,brake,BrandB,17.52,4.14,"(0.46, 0.46, 0.48)","{'Metal': 81, 'Ceramic': 19}",low,1410.7,semi_metallic
BR4844,StopForce 2,22,149.26,Advanced ceramic brake.,brake,BrandC,17.47,4.26,"(0.37, 0.36, 0.34)","{'Metal': 88, 'Ceramic': 10}",high,1389.2,ceramic
BR4570,QuickBrake 5,45,125.05,Affordable ceramic brake.,brake,BrandC,17.57,2.07,"(0.48, 0.44, 0.42)","{'Metal': 82, 'Ceramic': 12}",high,1474.4,ceramic
BR4669,MetalGrip 8,24,112.31,Durable ceramic brake.,brake,BrandE,17.32,2.1,"(0.35, 0.43, 0.48)","{'Metal': 85, 'Ceramic': 29}",medium,1093.5,ceramic
BR9290,StopForce 3,27,122.38,Advanced organic brake.,brake,BrandA,17.4,2.66,"(0.35, 0.42, 0.34)","{'Metal': 81, 'Ceramic': 17}",high,1147.2,organic
BR9924,StopForce 7,12,86.49,Advanced organic brake.,brake,BrandE,17.5,2.92,"(0.33, 0.35, 0.32)","{'Metal': 72, 'Ceramic': 28}",medium,917.8,organic
BR1262,RoadSafe 7,18,87.08,Advanced semi_metallic brake.,brake,BrandB,17.49,4.08,"(0.34, 0.49, 0.41)","{'Metal': 89, 'Ceramic': 21}",high,926.5,semi_metallic
BR6578,StopForce 9,1,98.07,Reliable semi_metallic brake.,brake,BrandC,17.32,3.69,"(0.36, 0.36, 0.36)","{'Metal': 75, 'Ceramic': 26}",medium,1447.7,semi_metallic
BR4208,RoadSafe 7,18,91.11,Affordable organic brake.,brake,BrandA,17.4,4.55,"(0.5, 0.45, 0.33)","{'Metal': 85, 'Ceramic': 14}",medium,1251.1,organic
BR4108,StopForce 8,14,119.44,Durable ceramic brake.,brake,BrandA,17.36,4.94,"(0.42, 0.45, 0.49)","{'Metal': 81, 'Ceramic': 26}",low,1003.9,ceramic
BR8699,PowerStop 2,48,86.7,Affordable ceramic brake.,brake,BrandE,17.4,2.08,"(0.49, 0.39, 0.48)","{'Metal': 90, 'Ceramic': 20}",medium,1434.6,ceramic
BR1549,StopForce 4,45,125.21,Durable semi_metallic brake.,brake,BrandC,17.53,3.97,"(0.36, 0.38, 0.33)","{'Metal': 73, 'Ceramic': 21}",high,1122.1,semi_metallic
BR3742,RoadSafe 2,18,147.97,Advanced organic brake.,brake,BrandD,17.31,3.93,"(0.46, 0.33, 0.44)","{'Metal': 71, 'Ceramic': 12}",low,1231.7,organic
BR9202,RoadSafe 1,3,83.43,Reliable ceramic brake.,brake,BrandE,17.59,2.07,"(0.45, 0.3, 0.4)","{'Metal': 72, 'Ceramic': 12}",high,1400.4,ceramic
BR5128,MetalGrip 1,23,102.57,Durable ceramic brake.,brake,BrandE,17.4,3.73,"(0.3, 0.41, 0.46)","{'Metal': 78, 'Ceramic': 28}",low,1229.6,ceramic
BR2820,StopForce 3,30,141.47,Advanced metal brake.,brake,BrandE,17.36,2.33,"(0.45, 0.32, 0.48)","{'Metal': 86, 'Ceramic': 13}",low,1363.4,metal
BR3877,QuickBrake 7,29,89.71,Reliable metal brake.,brake,BrandD,17.33,2.83,"(0.48, 0.42, 0.36)","{'Metal': 86, 'Ceramic': 21}",high,1141.2,metal
BR4423,RoadSafe 2,36,114.2,Reliable semi_metallic brake.,brake,BrandA,17.57,4.22,"(0.38, 0.5, 0.46)","{'Metal': 84, 'Ceramic': 29}",high,1029.1,semi_metallic
BR6552,PowerStop 6,6,104.94,Advanced semi_metallic brake.,brake,BrandB,17.54,2.72,"(0.36, 0.44, 0.31)","{'Metal': 75, 'Ceramic': 19}",low,1379.8,semi_metallic
BR6574,QuickBrake 6,15,144.37,Reliable metal brake.,brake,BrandE,17.48,3.89,"(0.48, 0.4, 0.35)","{'Metal': 73, 'Ceramic': 26}",low,932.0,metal
BR7242,StopForce 5,35,80.36,Durable organic brake.,brake,BrandA,17.37,4.06,"(0.44, 0.49, 0.5)","{'Metal': 75, 'Ceramic': 19}",low,1415.0,organic
BR1738,StopForce 6,22,96.37,Reliable metal brake.,brake,BrandE,17.32,2.4,"(0.46, 0.45, 0.49)","{'Metal': 83, 'Ceramic': 10}",low,1212.2,metal
BR9564,QuickBrake 7,40,101.41,Durable metal brake.,brake,BrandB,17.58,3.26,"(0.4, 0.38, 0.49)","{'Metal': 78, 'Ceramic': 29}",low,1016.7,metal
BR8327,RoadSafe 8,46,124.86,Advanced metal brake.,brake,BrandA,17.43,3.36,"(0.43, 0.38, 0.36)","{'Metal': 76, 'Ceramic': 30}",medium,1076.7,metal
BR5879,StopForce 1,29,93.93,Durable metal brake.,brake,BrandE,17.42,4.9,"(0.39, 0.33, 0.45)","{'Metal': 77, 'Ceramic': 17}",medium,1464.7,metal
BR2973,QuickBrake 4,33,124.34,Advanced metal brake.,brake,BrandA,17.57,3.81,"(0.48, 0.35, 0.4)","{'Metal': 83, 'Ceramic': 15}",low,1422.5,metal
BR8595,StopForce 4,40,125.76,Durable organic brake.,brake,BrandE,17.33,4.39,"(0.46, 0.49, 0.47)","{'Metal': 71, 'Ceramic': 30}",medium,921.3,organic
BR1285,StopForce 4,22,101.6,Advanced metal brake.,brake,BrandD,17.43,4.88,"(0.46, 0.41, 0.37)","{'Metal': 89, 'Ceramic': 22}",low,1002.5,metal
BR8079,PowerStop 2,2,111.41,Durable organic brake.,brake,BrandD,17.43,4.39,"(0.4, 0.37, 0.44)","{'Metal': 75, 'Ceramic': 14}",low,1401.0,organic
BR5896,MetalGrip 2,43,118.55,Durable semi_metallic brake.,brake,BrandE,17.51,3.83,"(0.44, 0.36, 0.42)","{'Metal': 71, 'Ceramic': 10}",low,1047.7,semi_metallic
BR2178,PowerStop 2,32,102.43,Durable organic brake.,brake,BrandE,17.54,4.36,"(0.35, 0.46, 0.48)","{'Metal': 75, 'Ceramic': 17}",medium,1321.8,organic
BR1134,RoadSafe 6,25,116.51,Affordable metal brake.,brake,BrandB,17.44,2.63,"(0.32, 0.46, 0.34)","{'Metal': 82, 'Ceramic': 23}",low,919.1,metal
BR4394,PowerStop 3,8,88.61,Durable metal brake.,brake,BrandE,17.36,3.5,"(0.38, 0.36, 0.39)","{'Metal': 80, 'Ceramic': 10}",medium,1165.5,metal
BR2081,PowerStop 2,5,145.56,Affordable organic brake.,brake,BrandE,17.32,2.5,"(0.49, 0.42, 0.33)","{'Metal': 75, 'Ceramic': 10}",high,1219.3,organic
BR9859,StopForce 9,9,148.46,Reliable metal brake.,brake,BrandE,17.31,2.2,"(0.42, 0.36, 0.44)","{'Metal': 76, 'Ceramic': 20}",low,1384.2,metal
BR7830,RoadSafe 5,11,108.36,Advanced organic brake.,brake,BrandA,17.34,2.27,"(0.46, 0.42, 0.38)","{'Metal': 70, 'Ceramic': 11}",low,1007.0,organic
BR4730,StopForce 6,6,97.54,Reliable ceramic brake.,brake,BrandC,17.53,2.44,"(0.45, 0.49, 0.34)","{'Metal': 84, 'Ceramic': 17}",low,1065.1,ceramic
BR7965,StopForce 4,1,80.84,Reliable semi_metallic brake.,brake,BrandA,17.52,2.84,"(0.47, 0.4, 0.47)","{'Metal': 85, 'Ceramic': 16}",medium,1009.2,semi_metallic
BR1671,MetalGrip 7,10,85.86,Reliable metal brake.,brake,BrandC,17.51,4.53,"(0.37, 0.35, 0.3)","{'Metal': 70, 'Ceramic': 20}",medium,1385.2,metal
BR7069,RoadSafe 7,20,102.66,Durable organic brake.,brake,BrandB,17.55,3.01,"(0.33, 0.4, 0.38)","{'Metal': 77, 'Ceramic': 21}",low,1297.8,organic
BR8493,MetalGrip 1,35,138.09,Reliable organic brake.,brake,BrandD,17.55,2.2,"(0.39, 0.44, 0.45)","{'Metal': 85, 'Ceramic': 21}",high,1153.4,organic
BR3974,StopForce 7,24,117.72,Durable semi_metallic brake.,brake,BrandA,17.58,3.57,"(0.32, 0.35, 0.38)","{'Metal': 86, 'Ceramic': 29}",low,1143.4,semi_metallic
BR4844,RoadSafe 4,20,134.17,Affordable organic brake.,brake,BrandB,17.5,4.1,"(0.46, 0.42, 0.42)","{'Metal': 90, 'Ceramic': 13}",high,1283.4,organic
BR8610,QuickBrake 7,3,124.24,Reliable semi_metallic brake.,brake,BrandA,17.42,3.58,"(0.49, 0.39, 0.31)","{'Metal': 78, 'Ceramic': 12}",low,1298.3,semi_metallic
BR5370,PowerStop 5,45,87.74,Advanced ceramic brake.,brake,BrandA,17.35,3.67,"(0.33, 0.36, 0.37)","{'Metal': 73, 'Ceramic': 23}",low,1170.2,ceramic
BR8376,MetalGrip 7,50,117.93,Reliable ceramic brake.,brake,BrandE,17.56,2.77,"(0.4, 0.39, 0.41)","{'Metal': 71, 'Ceramic': 16}",medium,1423.2,ceramic
BR4924,QuickBrake 4,35,95.05,Affordable semi_metallic brake.,brake,BrandE,17.35,2.33,"(0.36, 0.33, 0.46)","{'Metal': 86, 'Ceramic': 17}",medium,1499.2,semi_metallic
BR7219,PowerStop 7,25,128.62,Reliable ceramic brake.,brake,BrandD,17.57,2.16,"(0.36, 0.34, 0.33)","{'Metal': 81, 'Ceramic': 30}",medium,1136.8,ceramic
BR7781,PowerStop 1,50,131.51,Affordable metal brake.,brake,BrandD,17.49,2.08,"(0.37, 0.32, 0.3)","{'Metal': 78, 'Ceramic': 10}",low,1000.3,metal
BR4750,RoadSafe 3,48,101.48,Affordable organic brake.,brake,BrandE,17.56,2.05,"(0.47, 0.37, 0.35)","{'Metal': 82, 'Ceramic': 30}",low,901.3,organic
BR9203,QuickBrake 4,38,107.62,Advanced semi_metallic brake.,brake,BrandD,17.35,2.89,"(0.46, 0.35, 0.45)","{'Metal': 82, 'Ceramic': 27}",low,1471.9,semi_metallic
BR2883,StopForce 5,16,89.74,Reliable organic brake.,brake,BrandE,17.56,3.81,"(0.48, 0.3, 0.45)","{'Metal': 72, 'Ceramic': 20}",medium,1442.4,organic
BR5918,PowerStop 7,46,93.62,Reliable metal brake.,brake,BrandD,17.4,4.28,"(0.34, 0.38, 0.49)","{'Metal': 85, 'Ceramic': 26}",medium,974.0,metal
BR7909,QuickBrake 1,1,118.76,Advanced ceramic brake.,brake,BrandC,17.32,4.51,"(0.32, 0.33, 0.5)","{'Metal': 75, 'Ceramic': 23}",low,1016.1,ceramic
BR9041,RoadSafe 2,6,108.65,Affordable metal brake.,brake,BrandC,17.35,2.45,"(0.49, 0.33, 0.48)","{'Metal': 86, 'Ceramic': 26}",low,909.6,metal
BR2548,StopForce 7,5,110.3,Affordable semi_metallic brake.,brake,BrandD,17.36,3.39,"(0.44, 0.34, 0.33)","{'Metal': 80, 'Ceramic': 18}",high,1314.7,semi_metallic
BR7763,MetalGrip 6,17,98.98,Affordable organic brake.,brake,BrandB,17.5,4.69,"(0.37, 0.49, 0.31)","{'Metal': 79, 'Ceramic': 22}",high,1332.9,organic
BR9534,StopForce 4,34,132.04,Affordable organic brake.,brake,BrandD,17.3,2.58,"(0.33, 0.39, 0.49)","{'Metal': 79, 'Ceramic': 23}",medium,1417.7,organic
BR5949,QuickBrake 5,32,97.49,Reliable organic brake.,brake,BrandB,17.5,3.81,"(0.49, 0.32, 0.32)","{'Metal': 80, 'Ceramic': 29}",medium,1332.1,organic
BR6556,QuickBrake 6,32,119.46,Reliable ceramic brake.,brake,BrandA,17.44,2.72,"(0.4, 0.37, 0.42)","{'Metal': 72, 'Ceramic': 11}",high,1142.5,ceramic
