id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color
PA8268,Sky 7,23,46.85,Matte paint.,paint,BrandA,17.54,1.12,"(0.21, 0.29, 0.23)","{'Pigment': 58, 'Solvent': 26, 'Resin': 14}",medium,2F4F4F
PA1746,Frost 2,43,56.1,Premium paint.,paint,BrandB,17.48,1.05,"(0.21, 0.25, 0.26)","{'Pigment': 50, 'Solvent': 23, 'Resin': 16}",medium,8B4513
PA5847,Sunset 3,26,48.14,High-durability paint.,paint,BrandC,17.58,1.08,"(0.21, 0.22, 0.27)","{'Pigment': 50, 'Solvent': 22, 'Resin': 15}",high,FF0000
PA1564,Sky 6,4,50.18,Glossy paint.,paint,BrandB,17.44,1.14,"(0.3, 0.3, 0.27)","{'Pigment': 52, 'Solvent': 27, 'Resin': 15}",low,FF0000
PA7353,Frost 9,27,54.88,Matte paint.,paint,BrandC,17.52,1.14,"(0.23, 0.22, 0.24)","{'Pigment': 50, 'Solvent': 21, 'Resin': 13}",low,D4AF37
PA6525,Ocean 9,47,36.38,Glossy paint.,paint,BrandB,17.58,1.08,"(0.25, 0.22, 0.26)","{'Pigment': 54, 'Solvent': 27, 'Resin': 15}",medium,F5DEB3
PA3159,Blackout 6,29,50.39,Glossy paint.,paint,BrandC,17.47,1.13,"(0.3, 0.23, 0.29)","{'Pigment': 52, 'Solvent': 26, 'Resin': 20}",high,F5DEB3
PA8794,Frost 5,7,47.85,Premium paint.,paint,BrandC,17.47,1.18,"(0.21, 0.23, 0.24)","{'Pigment': 55, 'Solvent': 27, 'Resin': 20}",low,708090
PA6116,Sunset 1,25,38.39,Matte paint.,paint,BrandA,17.48,1.23,"(0.24, 0.28, 0.22)","{'Pigment': 57, 'Solvent': 30, 'Resin': 14}",undefined,FF0000
PA7040,Frost 1,7,40.6,Premium paint.,paint,BrandB,17.42,1.01,"(0.23, 0.23, 0.3)","{'Pigment': 54, 'Solvent': 25, 'Resin': 12}",undefined,D4AF37
PA1847,Sunset 5,39,35.36,Matte paint.,paint,BrandB,17.47,1.21,"(0.26, 0.24, 0.29)","{'Pigment': 60, 'Solvent': 25, 'Resin': 15}",undefined,2980B9
PA7444,Sunset 9,38,44.48,Glossy paint.,paint,BrandB,17.55,1.08,"(0.22, 0.21, 0.21)","{'Pigment': 50, 'Solvent': 24, 'Resin': 15}",low,8B4513
PA8404,Ocean 2,37,51.58,Glossy paint.,paint,BrandC,17.43,1.31,"(0.29, 0.25, 0.21)","{'Pigment': 56, 'Solvent': 26, 'Resin': 18}",high,D4AF37
PA7462,Sky 1,16,31.16,Premium paint.,paint,BrandC,17.4,1.27,"(0.21, 0.29, 0.29)","{'Pigment': 55, 'Solvent': 26, 'Resin': 16}",medium,FF0000
PA8382,Sunset 4,37,45.07,Premium paint.,paint,BrandC,17.52,1.24,"(0.27, 0.25, 0.27)","{'Pigment': 51, 'Solvent': 22, 'Resin': 12}",low,2980B9
PA8817,Frost 1,32,47.07,Premium paint.,paint,BrandB,17.48,1.32,"(0.2, 0.21, 0.29)","{'Pigment': 50, 'Solvent': 27, 'Resin': 18}",undefined,FF5733
PA6830,Blackout 1,25,38.74,Glossy paint.,paint,BrandC,17.4,1.09,"(0.29, 0.24, 0.21)","{'Pigment': 58, 'Solvent': 25, 'Resin': 12}",low,DAA520
PA6817,Ocean 2,50,53.47,Glossy paint.,paint,BrandB,17.57,1.1,"(0.24, 0.25, 0.2)","{'Pigment': 52, 'Solvent': 24, 'Resin': 11}",medium,F5DEB3
PA4530,Ocean 1,38,49.47,Glossy paint.,paint,BrandB,17.56,1.16,"(0.24, 0.21, 0.2)","{'Pigment': 54, 'Solvent': 28, 'Resin': 13}",medium,2980B9
PA6221,Blackout 9,30,45.66,Premium paint.,paint,BrandA,17.52,1.28,"(0.27, 0.23, 0.28)","{'Pigment': 50, 'Solvent': 20, 'Resin': 17}",high,708090
PA9172,Sunset 4,21,43.63,Glossy paint.,paint,BrandB,17.49,1.41,"(0.22, 0.3, 0.23)","{'Pigment': 57, 'Solvent': 20, 'Resin': 20}",undefined,D4AF37
PA8278,Sunset 4,7,46.21,Glossy paint.,paint,BrandC,17.55,1.06,"(0.22, 0.28, 0.25)","{'Pigment': 56, 'Solvent': 29, 'Resin': 16}",undefined,FF5733
PA9426,Frost 7,30,52.94,Premium paint.,paint,BrandB,17.45,1.42,"(0.28, 0.21, 0.28)","{'Pigment': 57, 'Solvent': 28, 'Resin': 18}",medium,F5F5F5
PA3717,Ocean 1,22,50.05,Glossy paint.,paint,BrandA,17.48,1.07,"(0.27, 0.23, 0.28)","{'Pigment': 52, 'Solvent': 22, 'Resin': 10}",high,FF5733
PA2475,Ocean 7,49,48.13,High-durability paint.,paint,BrandC,17.4,1.38,"(0.25, 0.25, 0.28)","{'Pigment': 58, 'Solvent': 30, 'Resin': 11}",undefined,2F4F4F
PA2963,Frost 4,3,36.71,Premium paint.,paint,BrandA,17.43,1.48,"(0.21, 0.23, 0.24)","{'Pigment': 58, 'Solvent': 28, 'Resin': 17}",medium,F5F5F5
PA4286,Blackout 4,38,40.93,Glossy paint.,paint,BrandB,17.5,1.23,"(0.25, 0.21, 0.27)","{'Pigment': 51, 'Solvent': 30, 'Resin': 12}",undefined,FF5733
PA6082,Blackout 4,47,51.62,High-durability paint.,paint,BrandA,17.55,1.4,"(0.23, 0.3, 0.22)","{'Pigment': 56, 'Solvent': 26, 'Resin': 16}",high,FF0000
PA7035,Sky 5,23,59.71,Matte paint.,paint,BrandC,17.44,1.17,"(0.23, 0.29, 0.26)","{'Pigment': 60, 'Solvent': 27, 'Resin': 14}",high,DAA520
PA3924,Blackout 8,28,40.66,Glossy paint.,paint,BrandA,17.58,1.36,"(0.22, 0.29, 0.21)","{'Pigment': 58, 'Solvent': 25, 'Resin': 19}",high,2980B9
PA6956,Ocean 9,29,47.25,Glossy paint.,paint,BrandA,17.58,1.46,"(0.26, 0.24, 0.22)","{'Pigment': 55, 'Solvent': 25, 'Resin': 15}",undefined,8B4513
PA4077,Ocean 4,32,46.11,Matte paint.,paint,BrandC,17.54,1.05,"(0.2, 0.28, 0.21)","{'Pigment': 55, 'Solvent': 30, 'Resin': 11}",low,F5DEB3
PA2906,Ocean 7,6,38.54,High-durability paint.,paint,BrandB,17.45,1.0,"(0.26, 0.22, 0.26)","{'Pigment': 55, 'Solvent': 22, 'Resin': 18}",medium,F5F5F5
PA2006,Sunset 3,44,57.74,Premium paint.,paint,BrandB,17.44,1.36,"(0.29, 0.23, 0.3)","{'Pigment': 57, 'Solvent': 21, 'Resin': 17}",undefined,2F4F4F
PA3155,Sunset 3,43,50.53,Glossy paint.,paint,BrandB,17.49,1.29,"(0.22, 0.3, 0.2)","{'Pigment': 53, 'Solvent': 28, 'Resin': 18}",medium,708090
PA4377,Ocean 4,34,45.43,Matte paint.,paint,BrandC,17.41,1.37,"(0.24, 0.26, 0.23)","{'Pigment': 59, 'Solvent': 24, 'Resin': 12}",high,FF0000
PA3838,Sunset 1,49,50.74,High-durability paint.,paint,BrandA,17.4,1.06,"(0.23, 0.25, 0.22)","{'Pigment': 57, 'Solvent': 25, 'Resin': 17}",low,F5F5F5
PA3023,Sky 1,30,55.69,Glossy paint.,paint,BrandB,17.4,1.3,"(0.21, 0.24, 0.22)","{'Pigment': 50, 'Solvent': 30, 'Resin': 20}",undefined,FF0000
PA5622,Frost 3,4,35.5,High-durability paint.,paint,BrandB,17.57,1.17,"(0.23, 0.24, 0.27)","{'Pigment': 57, 'Solvent': 29, 'Resin': 12}",high,D4AF37
PA5574,Ocean 3,21,31.91,High-durability paint.,paint,BrandC,17.47,1.0,"(0.29, 0.29, 0.3)","{'Pigment': 54, 'Solvent': 23, 'Resin': 16}",medium,2F4F4F
PA8203,Blackout 6,36,41.34,Premium paint.,paint,BrandB,17.48,1.39,"(0.23, 0.2, 0.21)","{'Pigment': 55, 'Solvent': 25, 'Resin': 11}",high,FF0000
PA7881,Sunset 4,26,54.51,Glossy paint.,paint,BrandB,17.41,1.01,"(0.25, 0.27, 0.25)","{'Pigment': 60, 'Solvent': 20, 'Resin': 10}",low,2F4F4F
PA8941,Ocean 2,3,49.82,Matte paint.,paint,BrandA,17.46,1.1,"(0.22, 0.25, 0.27)","{'Pigment': 50, 'Solvent': 27, 'Resin': 11}",high,F5F5F5
PA9424,Frost 4,50,34.3,Premium paint.,paint,BrandA,17.4,1.11,"(0.25, 0.25, 0.25)","{'Pigment': 59, 'Solvent': 30, 'Resin': 19}",undefined,D4AF37
PA2062,Sunset 7,9,41.81,High-durability paint.,paint,BrandC,17.51,1.22,"(0.23, 0.27, 0.21)","{'Pigment': 57, 'Solvent': 25, 'Resin': 20}",undefined,2980B9
PA5835,Sky 8,29,59.32,Matte paint.,paint,BrandB,17.49,1.44,"(0.24, 0.25, 0.25)","{'Pigment': 56, 'Solvent': 21, 'Resin': 12}",undefined,D4AF37
PA8078,Sky 6,23,52.75,Premium paint.,paint,BrandC,17.47,1.47,"(0.28, 0.26, 0.24)","{'Pigment': 60, 'Solvent': 20, 'Resin': 16}",low,2F4F4F
PA5609,Frost 5,45,30.93,Matte paint.,paint,BrandA,17.49,1.23,"(0.23, 0.22, 0.25)","{'Pigment': 55, 'Solvent': 24, 'Resin': 15}",medium,2F4F4F
PA7219,Blackout 4,29,52.52,Premium paint.,paint,BrandA,17.56,1.19,"(0.27, 0.28, 0.3)","{'Pigment': 58, 'Solvent': 28, 'Resin': 16}",high,DAA520
PA4907,Ocean 4,24,40.71,Glossy paint.,paint,BrandA,17.53,1.44,"(0.3, 0.29, 0.24)","{'Pigment': 52, 'Solvent': 27, 'Resin': 11}",medium,DAA520
PA4219,Blackout 2,47,47.66,High-durability paint.,paint,BrandA,17.57,1.0,"(0.26, 0.3, 0.23)","{'Pigment': 57, 'Solvent': 29, 'Resin': 13}",high,F5DEB3
PA2732,Sunset 5,42,54.62,Premium paint.,paint,BrandA,17.42,1.31,"(0.29, 0.24, 0.24)","{'Pigment': 55, 'Solvent': 21, 'Resin': 20}",high,F5F5F5
PA6860,Frost 4,11,50.2,Premium paint.,paint,BrandC,17.46,1.5,"(0.21, 0.21, 0.27)","{'Pigment': 60, 'Solvent': 26, 'Resin': 20}",high,F5DEB3
PA6172,Sunset 4,17,39.8,High-durability paint.,paint,BrandB,17.5,1.18,"(0.21, 0.22, 0.24)","{'Pigment': 59, 'Solvent': 23, 'Resin': 18}",low,D4AF37
PA5839,Frost 6,9,42.37,High-durability paint.,paint,BrandB,17.57,1.01,"(0.21, 0.27, 0.23)","{'Pigment': 50, 'Solvent': 23, 'Resin': 15}",high,D4AF37
PA1278,Sky 6,45,42.17,Premium paint.,paint,BrandC,17.57,1.23,"(0.22, 0.23, 0.27)","{'Pigment': 52, 'Solvent': 21, 'Resin': 16}",low,FF5733
PA1206,Sky 8,6,38.44,Matte paint.,paint,BrandC,17.52,1.13,"(0.24, 0.3, 0.21)","{'Pigment': 50, 'Solvent': 27, 'Resin': 20}",low,2F4F4F
PA4895,Blackout 3,37,51.08,Glossy paint.,paint,BrandB,17.6,1.16,"(0.28, 0.27, 0.24)","{'Pigment': 59, 'Solvent': 23, 'Resin': 15}",high,FF0000
PA2097,Frost 4,26,41.98,Glossy paint.,paint,BrandB,17.51,1.2,"(0.23, 0.29, 0.22)","{'Pigment': 54, 'Solvent': 23, 'Resin': 15}",undefined,8B4513
PA6213,Sunset 9,48,59.5,Glossy paint.,paint,BrandB,17.44,1.47,"(0.27, 0.23, 0.25)","{'Pigment': 53, 'Solvent': 25, 'Resin': 10}",low,2F4F4F
PA6721,Sunset 7,30,51.1,Glossy paint.,paint,BrandA,17.56,1.21,"(0.21, 0.3, 0.3)","{'Pigment': 55, 'Solvent': 21, 'Resin': 15}",medium,F5F5F5
PA1200,Ocean 2,9,32.56,Premium paint.,paint,BrandA,17.53,1.35,"(0.24, 0.22, 0.25)","{'Pigment': 60, 'Solvent': 24, 'Resin': 19}",high,2F4F4F
PA2026,Sky 9,47,42.16,Glossy paint.,paint,BrandC,17.54,1.11,"(0.22, 0.2, 0.27)","{'Pigment': 50, 'Solvent': 23, 'Resin': 14}",low,F5DEB3
PA4300,Sunset 9,20,51.46,High-durability paint.,paint,BrandB,17.48,1.38,"(0.21, 0.2, 0.3)","{'Pigment': 55, 'Solvent': 23, 'Resin': 19}",undefined,2980B9
PA4827,Blackout 9,39,31.74,High-durability paint.,paint,BrandA,17.51,1.22,"(0.23, 0.2, 0.25)","{'Pigment': 60, 'Solvent': 20, 'Resin': 14}",undefined,2980B9
PA4764,Sunset 4,9,41.19,Matte paint.,paint,BrandA,17.44,1.1,"(0.22, 0.26, 0.23)","{'Pigment': 54, 'Solvent': 23, 'Resin': 18}",high,DAA520
PA2959,Frost 8,17,36.28,Glossy paint.,paint,BrandB,17.6,1.14,"(0.21, 0.25, 0.28)","{'Pigment': 57, 'Solvent': 24, 'Resin': 10}",undefined,F5F5F5
PA9384,Sunset 9,23,59.2,Matte paint.,paint,BrandA,17.54,1.34,"(0.3, 0.29, 0.21)","{'Pigment': 53, 'Solvent': 20, 'Resin': 18}",medium,8B4513
PA8786,Frost 5,49,53.13,Matte paint.,paint,BrandC,17.52,1.24,"(0.25, 0.24, 0.27)","{'Pigment': 57, 'Solvent': 24, 'Resin': 12}",medium,FF5733
PA7466,Frost 9,26,39.8,High-durability paint.,paint,BrandC,17.5,1.34,"(0.21, 0.2, 0.3)","{'Pigment': 50, 'Solvent': 22, 'Resin': 10}",high,FF5733
PA9203,Ocean 6,7,39.27,Glossy paint.,paint,BrandB,17.56,1.42,"(0.21, 0.23, 0.25)","{'Pigment': 60, 'Solvent': 24, 'Resin': 18}",low,D4AF37
PA9930,Ocean 2,17,43.86,Premium paint.,paint,BrandC,17.45,1.28,"(0.22, 0.24, 0.23)","{'Pigment': 51, 'Solvent': 27, 'Resin': 20}",medium,8B4513
PA4738,Ocean 8,16,50.17,High-durability paint.,paint,BrandB,17.57,1.48,"(0.21, 0.28, 0.22)","{'Pigment': 57, 'Solvent': 23, 'Resin': 11}",high,FF5733
PA1677,Sky 6,36,33.06,High-durability paint.,paint,BrandB,17.56,1.28,"(0.28, 0.2, 0.29)","{'Pigment': 56, 'Solvent': 29, 'Resin': 12}",low,2F4F4F
PA3315,Frost 5,4,36.17,Glossy paint.,paint,BrandB,17.44,1.31,"(0.27, 0.2, 0.29)","{'Pigment': 60, 'Solvent': 23, 'Resin': 19}",medium,FF5733
PA1332,Frost 5,1,32.62,Matte paint.,paint,BrandB,17.43,1.26,"(0.23, 0.23, 0.25)","{'Pigment': 59, 'Solvent': 22, 'Resin': 10}",undefined,2980B9
PA5344,Frost 6,13,43.0,Premium paint.,paint,BrandB,17.54,1.25,"(0.29, 0.27, 0.27)","{'Pigment': 58, 'Solvent': 29, 'Resin': 17}",medium,8B4513
PA4005,Sunset 9,11,31.35,High-durability paint.,paint,BrandA,17.51,1.44,"(0.27, 0.3, 0.2)","{'Pigment': 54, 'Solvent': 23, 'Resin': 20}",high,DAA520
PA8044,Ocean 6,38,57.72,Premium paint.,paint,BrandA,17.43,1.46,"(0.26, 0.23, 0.26)","{'Pigment': 57, 'Solvent': 26, 'Resin': 19}",high,FF5733
PA1809,Frost 2,48,51.38,Glossy paint.,paint,BrandB,17.58,1.5,"(0.3, 0.25, 0.23)","{'Pigment': 51, 'Solvent': 28, 'Resin': 12}",medium,D4AF37
PA7481,Frost 5,39,57.49,Glossy paint.,paint,BrandA,17.58,1.18,"(0.28, 0.24, 0.28)","{'Pigment': 56, 'Solvent': 21, 'Resin': 11}",low,2980B9
PA3502,Sunset 8,36,56.03,Premium paint.,paint,BrandB,17.47,1.11,"(0.24, 0.27, 0.24)","{'Pigment': 60, 'Solvent': 23, 'Resin': 10}",low,8B4513
PA7576,Ocean 2,4,43.84,Matte paint.,paint,BrandC,17.53,1.35,"(0.28, 0.28, 0.24)","{'Pigment': 60, 'Solvent': 21, 'Resin': 16}",medium,F5F5F5
PA8550,Sky 5,47,43.5,High-durability paint.,paint,BrandC,17.48,1.44,"(0.27, 0.21, 0.24)","{'Pigment': 56, 'Solvent': 22, 'Resin': 18}",undefined,F5DEB3
PA1530,Sky 2,29,55.71,Matte paint.,paint,BrandC,17.57,1.42,"(0.29, 0.2, 0.22)","{'Pigment': 53, 'Solvent': 29, 'Resin': 14}",undefined,D4AF37
PA4280,Frost 2,28,55.06,Glossy paint.,paint,BrandB,17.6,1.45,"(0.21, 0.24, 0.28)","{'Pigment': 58, 'Solvent': 25, 'Resin': 18}",undefined,2980B9
PA2125,Blackout 8,38,43.2,Matte paint.,paint,BrandA,17.42,1.11,"(0.21, 0.26, 0.21)","{'Pigment': 54, 'Solvent': 26, 'Resin': 10}",low,2980B9
PA2594,Ocean 1,19,31.69,Premium paint.,paint,BrandA,17.42,1.36,"(0.26, 0.26, 0.24)","{'Pigment': 56, 'Solvent': 20, 'Resin': 14}",high,2980B9
PA4177,Ocean 7,19,57.83,High-durability paint.,paint,BrandC,17.54,1.12,"(0.27, 0.24, 0.22)","{'Pigment': 50, 'Solvent': 26, 'Resin': 11}",high,708090
PA5042,Sky 2,13,50.48,High-durability paint.,paint,BrandC,17.45,1.03,"(0.27, 0.23, 0.29)","{'Pigment': 53, 'Solvent': 30, 'Resin': 16}",medium,FF0000
PA8708,Blackout 4,31,31.63,High-durability paint.,paint,BrandC,17.42,1.47,"(0.21, 0.25, 0.26)","{'Pigment': 50, 'Solvent': 22, 'Resin': 11}",undefined,708090
PA6367,Sky 8,19,53.01,Premium paint.,paint,BrandC,17.55,1.23,"(0.27, 0.24, 0.3)","{'Pigment': 60, 'Solvent': 27, 'Resin': 17}",low,FF5733
PA2105,Sky 7,15,52.75,High-durability paint.,paint,BrandC,17.52,1.33,"(0.25, 0.29, 0.23)","{'Pigment': 59, 'Solvent': 25, 'Resin': 14}",medium,DAA520
PA3684,Sky 7,40,58.81,Premium paint.,paint,BrandB,17.4,1.3,"(0.24, 0.27, 0.21)","{'Pigment': 57, 'Solvent': 23, 'Resin': 12}",medium,FF5733
PA6425,Blackout 4,20,33.08,Premium paint.,paint,BrandA,17.41,1.26,"(0.26, 0.25, 0.29)","{'Pigment': 53, 'Solvent': 29, 'Resin': 18}",low,2F4F4F
PA4112,Sunset 2,29,46.71,Matte paint.,paint,BrandB,17.54,1.13,"(0.24, 0.24, 0.23)","{'Pigment': 53, 'Solvent': 23, 'Resin': 14}",low,2980B9
PA1979,Ocean 2,23,56.6,High-durability paint.,paint,BrandC,17.48,1.05,"(0.22, 0.25, 0.26)","{'Pigment': 58, 'Solvent': 24, 'Resin': 10}",low,708090
PA1495,Ocean 2,20,58.04,Matte paint.,paint,BrandA,17.57,1.01,"(0.23, 0.26, 0.3)","{'Pigment': 58, 'Solvent': 22, 'Resin': 10}",low,F5DEB3
PA6737,Sky 7,30,49.58,Matte paint.,paint,BrandA,17.47,1.22,"(0.21, 0.23, 0.2)","{'Pigment': 54, 'Solvent': 22, 'Resin': 13}",undefined,F5F5F5
PA1425,Sky 6,32,54.41,Glossy paint.,paint,BrandB,17.49,1.25,"(0.26, 0.21, 0.2)","{'Pigment': 56, 'Solvent': 23, 'Resin': 16}",low,D4AF37
PA4867,Sunset 3,46,34.97,Premium paint.,paint,BrandC,17.58,1.46,"(0.28, 0.27, 0.22)","{'Pigment': 58, 'Solvent': 29, 'Resin': 20}",high,DAA520
PA3232,Sunset 7,12,58.27,Glossy paint.,paint,BrandA,17.49,1.06,"(0.29, 0.29, 0.29)","{'Pigment': 58, 'Solvent': 26, 'Resin': 17}",medium,F5DEB3
PA8658,Blackout 8,8,55.26,Matte paint.,paint,BrandB,17.6,1.35,"(0.24, 0.28, 0.23)","{'Pigment': 53, 'Solvent': 20, 'Resin': 10}",medium,708090
PA2854,Blackout 2,11,45.44,Glossy paint.,paint,BrandA,17.55,1.22,"(0.27, 0.2, 0.29)","{'Pigment': 59, 'Solvent': 24, 'Resin': 10}",undefined,D4AF37
PA4238,Sunset 3,3,47.13,Premium paint.,paint,BrandA,17.46,1.46,"(0.2, 0.26, 0.3)","{'Pigment': 54, 'Solvent': 23, 'Resin': 20}",medium,FF0000
PA4750,Frost 6,38,39.42,Matte paint.,paint,BrandA,17.46,1.05,"(0.23, 0.24, 0.23)","{'Pigment': 54, 'Solvent': 28, 'Resin': 10}",high,708090
PA1739,Sunset 8,45,57.27,Glossy paint.,paint,BrandB,17.45,1.24,"(0.27, 0.25, 0.25)","{'Pigment': 50, 'Solvent': 20, 'Resin': 12}",undefined,2F4F4F
PA3644,Sunset 2,7,38.78,High-durability paint.,paint,BrandB,17.5,1.04,"(0.25, 0.23, 0.3)","{'Pigment': 60, 'Solvent': 27, 'Resin': 19}",undefined,2980B9
PA8860,Sunset 3,2,40.97,Matte paint.,paint,BrandA,17.6,1.22,"(0.27, 0.21, 0.24)","{'Pigment': 59, 'Solvent': 30, 'Resin': 16}",undefined,F5DEB3
PA7536,Blackout 5,24,43.04,High-durability paint.,paint,BrandC,17.54,1.16,"(0.25, 0.22, 0.26)","{'Pigment': 56, 'Solvent': 25, 'Resin': 17}",low,F5DEB3
PA8946,Frost 2,9,45.4,Matte paint.,paint,BrandC,17.44,1.06,"(0.25, 0.22, 0.24)","{'Pigment': 56, 'Solvent': 26, 'Resin': 10}",high,2F4F4F
PA8481,Blackout 2,34,44.27,Glossy paint.,paint,BrandA,17.55,1.17,"(0.29, 0.22, 0.27)","{'Pigment': 57, 'Solvent': 22, 'Resin': 16}",undefined,2F4F4F
PA2508,Blackout 7,12,45.46,High-durability paint.,paint,BrandB,17.44,1.44,"(0.27, 0.22, 0.24)","{'Pigment': 55, 'Solvent': 30, 'Resin': 13}",low,708090
PA2309,Ocean 7,10,54.88,Glossy paint.,paint,BrandC,17.55,1.02,"(0.25, 0.25, 0.29)","{'Pigment': 54, 'Solvent': 30, 'Resin': 12}",medium,DAA520
PA8247,Sky 4,26,47.63,Matte paint.,paint,BrandA,17.51,1.35,"(0.24, 0.27, 0.21)","{'Pigment': 58, 'Solvent': 21, 'Resin': 14}",low,708090
PA9241,Sunset 1,11,35.04,Premium paint.,paint,BrandB,17.43,1.44,"(0.21, 0.28, 0.22)","{'Pigment': 55, 'Solvent': 30, 'Resin': 18}",medium,D4AF37
PA6749,Sunset 7,21,43.76,Premium paint.,paint,BrandB,17.51,1.46,"(0.27, 0.22, 0.28)","{'Pigment': 60, 'Solvent': 29, 'Resin': 18}",low,F5DEB3
PA4242,Blackout 8,31,30.25,Matte paint.,paint,BrandC,17.55,1.06,"(0.23, 0.28, 0.26)","{'Pigment': 53, 'Solvent': 28, 'Resin': 12}",high,FF0000
PA6092,Sunset 6,31,42.17,Matte paint.,paint,BrandA,17.51,1.38,"(0.23, 0.21, 0.29)","{'Pigment': 54, 'Solvent': 24, 'Resin': 12}",low,708090
PA7393,Frost 7,36,49.9,Matte paint.,paint,BrandC,17.44,1.43,"(0.28, 0.26, 0.24)","{'Pigment': 51, 'Solvent': 23, 'Resin': 10}",undefined,FF0000
PA7823,Sunset 1,35,47.17,Glossy paint.,paint,BrandC,17.5,1.02,"(0.29, 0.22, 0.21)","{'Pigment': 54, 'Solvent': 30, 'Resin': 11}",undefined,FF0000
PA9128,Sky 4,1,38.19,Premium paint.,paint,BrandC,17.42,1.25,"(0.21, 0.26, 0.25)","{'Pigment': 50, 'Solvent': 30, 'Resin': 16}",undefined,FF5733
PA9320,Sky 1,23,50.13,Matte paint.,paint,BrandA,17.41,1.28,"(0.29, 0.26, 0.26)","{'Pigment': 50, 'Solvent': 21, 'Resin': 17}",high,FF0000
PA4184,Sky 1,41,37.54,Premium paint.,paint,BrandC,17.4,1.24,"(0.26, 0.23, 0.21)","{'Pigment': 60, 'Solvent': 23, 'Resin': 16}",undefined,FF0000
PA3973,Ocean 3,21,42.05,Glossy paint.,paint,BrandB,17.47,1.35,"(0.25, 0.22, 0.29)","{'Pigment': 54, 'Solvent': 23, 'Resin': 18}",low,FF5733
PA8461,Blackout 3,5,34.55,Glossy paint.,paint,BrandA,17.52,1.09,"(0.24, 0.29, 0.29)","{'Pigment': 60, 'Solvent': 25, 'Resin': 14}",high,FF5733
PA3975,Blackout 1,1,35.9,Glossy paint.,paint,BrandC,17.44,1.42,"(0.22, 0.28, 0.23)","{'Pigment': 58, 'Solvent': 24, 'Resin': 20}",low,DAA520
PA7680,Sunset 6,10,45.24,Glossy paint.,paint,BrandC,17.5,1.0,"(0.3, 0.21, 0.25)","{'Pigment': 50, 'Solvent': 23, 'Resin': 19}",medium,2F4F4F
PA8572,Sky 4,38,58.64,High-durability paint.,paint,BrandB,17.42,1.25,"(0.24, 0.29, 0.23)","{'Pigment': 54, 'Solvent': 26, 'Resin': 15}",high,2980B9
PA8645,Ocean 2,21,57.42,Glossy paint.,paint,BrandB,17.43,1.22,"(0.25, 0.28, 0.24)","{'Pigment': 53, 'Solvent': 24, 'Resin': 17}",undefined,2F4F4F
PA7736,Sunset 3,6,59.58,Glossy paint.,paint,BrandC,17.41,1.45,"(0.24, 0.23, 0.26)","{'Pigment': 58, 'Solvent': 23, 'Resin': 19}",high,8B4513
PA2403,Ocean 1,17,57.06,Glossy paint.,paint,BrandB,17.54,1.15,"(0.26, 0.29, 0.22)","{'Pigment': 57, 'Solvent': 29, 'Resin': 13}",undefined,F5F5F5
PA9180,Ocean 3,11,57.78,Matte paint.,paint,BrandB,17.42,1.23,"(0.26, 0.26, 0.23)","{'Pigment': 57, 'Solvent': 25, 'Resin': 16}",medium,DAA520
PA2673,Blackout 3,49,52.32,Premium paint.,paint,BrandB,17.53,1.25,"(0.3, 0.25, 0.27)","{'Pigment': 60, 'Solvent': 26, 'Resin': 17}",medium,F5DEB3
PA6035,Sunset 3,50,30.53,High-durability paint.,paint,BrandA,17.5,1.49,"(0.27, 0.21, 0.28)","{'Pigment': 50, 'Solvent': 24, 'Resin': 12}",medium,FF5733
PA7909,Sunset 5,7,42.75,Glossy paint.,paint,BrandB,17.55,1.35,"(0.25, 0.23, 0.23)","{'Pigment': 52, 'Solvent': 20, 'Resin': 14}",low,8B4513
PA9592,Sky 8,47,46.16,High-durability paint.,paint,BrandA,17.5,1.48,"(0.28, 0.27, 0.23)","{'Pigment': 57, 'Solvent': 30, 'Resin': 10}",high,FF5733
PA5926,Sunset 8,32,48.63,Premium paint.,paint,BrandA,17.53,1.43,"(0.26, 0.25, 0.2)","{'Pigment': 50, 'Solvent': 23, 'Resin': 12}",high,FF0000
PA6820,Blackout 9,24,46.83,High-durability paint.,paint,BrandB,17.51,1.44,"(0.26, 0.25, 0.24)","{'Pigment': 52, 'Solvent': 21, 'Resin': 20}",undefined,F5DEB3
PA6302,Sky 9,8,39.53,High-durability paint.,paint,BrandA,17.53,1.34,"(0.22, 0.25, 0.25)","{'Pigment': 60, 'Solvent': 24, 'Resin': 12}",undefined,F5F5F5
PA2298,Frost 2,41,54.36,Glossy paint.,paint,BrandC,17.47,1.42,"(0.26, 0.27, 0.22)","{'Pigment': 55, 'Solvent': 24, 'Resin': 18}",medium,FF5733
PA8442,Sky 3,45,55.91,Premium paint.,paint,BrandB,17.59,1.01,"(0.24, 0.3, 0.24)","{'Pigment': 55, 'Solvent': 27, 'Resin': 13}",low,F5F5F5
PA5574,Ocean 3,11,39.76,Glossy paint.,paint,BrandA,17.41,1.08,"(0.22, 0.22, 0.25)","{'Pigment': 52, 'Solvent': 25, 'Resin': 13}",undefined,F5DEB3
PA8532,Sky 8,31,52.18,Matte paint.,paint,BrandA,17.58,1.46,"(0.22, 0.22, 0.3)","{'Pigment': 56, 'Solvent': 22, 'Resin': 18}",medium,D4AF37
