id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,load_capacity,max_stress,tire_type
TI9295,TrailRider 1,45,175.48,High-performance winter tire.,tire,BrandA,17.58,12.94,"(0.79, 0.77, 0.78)","{'Rubber': 87, 'Steel': 18}",low,498.3,891.8,winter
TI3112,AllRoad 8,42,146.69,Durable all_season tire.,tire,BrandD,17.55,13.23,"(0.6, 0.78, 0.79)","{'Rubber': 85, 'Steel': 11}",low,315.0,949.0,all_season
TI9068,AllRoad 8,5,118.9,Optimized off_road tire.,tire,BrandD,17.35,12.61,"(0.66, 0.63, 0.68)","{'Rubber': 80, 'Steel': 15}",medium,316.3,997.8,off_road
TI9110,AllRoad 9,38,175.48,High-performance all_season tire.,tire,BrandB,17.37,12.94,"(0.71, 0.66, 0.74)","{'Rubber': 81, 'Steel': 10}",high,542.5,836.6,all_season
TI4455,TrailRider 9,12,196.66,Durable performance tire.,tire,BrandA,17.35,12.63,"(0.7, 0.72, 0.74)","{'Rubber': 85, 'Steel': 16}",medium,370.8,823.7,performance
TI5451,EcoTread 8,9,149.9,Durable summer tire.,tire,BrandC,17.58,13.49,"(0.72, 0.72, 0.74)","{'Rubber': 85, 'Steel': 13}",medium,316.7,929.1,summer
TI3231,TrailRider 3,33,134.8,Optimized all_season tire.,tire,BrandB,17.4,12.51,"(0.76, 0.69, 0.71)","{'Rubber': 87, 'Steel': 11}",high,596.8,821.4,all_season
TI2836,EcoTread 6,43,122.74,Reliable winter tire.,tire,BrandE,17.53,11.2,"(0.71, 0.65, 0.61)","{'Rubber': 86, 'Steel': 15}",high,360.9,964.4,winter
TI7629,AllRoad 5,7,147.64,Optimized winter tire.,tire,BrandE,17.35,12.26,"(0.75, 0.66, 0.73)","{'Rubber': 87, 'Steel': 19}",high,498.1,932.9,winter
TI7923,SpeedMaster 3,35,176.12,High-performance performance tire.,tire,BrandA,17.53,13.82,"(0.64, 0.63, 0.71)","{'Rubber': 89, 'Steel': 11}",low,526.9,750.9,performance
TI2912,SnowGrip 4,14,139.13,Durable all_season tire.,tire,BrandE,17.31,14.05,"(0.75, 0.67, 0.77)","{'Rubber': 89, 'Steel': 13}",low,301.4,993.9,all_season
TI9300,SnowGrip 5,44,198.36,Optimized off_road tire.,tire,BrandA,17.32,13.32,"(0.74, 0.64, 0.72)","{'Rubber': 87, 'Steel': 20}",high,572.6,989.9,off_road
TI4261,SnowGrip 7,44,162.44,Optimized winter tire.,tire,BrandD,17.42,13.31,"(0.61, 0.65, 0.68)","{'Rubber': 87, 'Steel': 20}",high,352.2,769.1,winter
TI8802,SpeedMaster 1,50,113.17,Reliable all_season tire.,tire,BrandC,17.44,13.17,"(0.68, 0.76, 0.72)","{'Rubber': 83, 'Steel': 11}",medium,492.9,763.9,all_season
TI2766,SnowGrip 7,23,174.66,Optimized off_road tire.,tire,BrandD,17.4,14.2,"(0.68, 0.62, 0.61)","{'Rubber': 82, 'Steel': 19}",low,584.1,943.5,off_road
TI9827,TrailRider 9,25,183.42,High-performance all_season tire.,tire,BrandD,17.4,14.37,"(0.67, 0.75, 0.73)","{'Rubber': 82, 'Steel': 17}",medium,391.0,938.4,all_season
TI8898,SpeedMaster 4,17,149.72,High-performance winter tire.,tire,BrandB,17.32,12.58,"(0.7, 0.72, 0.74)","{'Rubber': 88, 'Steel': 20}",high,371.5,831.0,winter
TI7362,SnowGrip 5,20,114.76,High-performance all_season tire.,tire,BrandE,17.43,13.79,"(0.66, 0.71, 0.62)","{'Rubber': 84, 'Steel': 18}",low,511.2,710.0,all_season
TI1155,EcoTread 5,24,157.81,Durable performance tire.,tire,BrandC,17.44,14.99,"(0.64, 0.72, 0.71)","{'Rubber': 82, 'Steel': 11}",low,386.3,977.8,performance
TI7697,AllRoad 4,2,178.16,Reliable off_road tire.,tire,BrandA,17.56,10.67,"(0.75, 0.63, 0.79)","{'Rubber': 85, 'Steel': 12}",high,547.1,858.5,off_road
TI5086,SnowGrip 9,2,154.22,Optimized all_season tire.,tire,BrandA,17.4,10.83,"(0.61, 0.65, 0.73)","{'Rubber': 87, 'Steel': 19}",high,374.8,748.9,all_season
TI8551,TrailRider 9,14,166.26,High-performance summer tire.,tire,BrandA,17.41,12.47,"(0.77, 0.72, 0.64)","{'Rubber': 84, 'Steel': 20}",medium,394.1,777.9,summer
TI2079,EcoTread 8,7,101.06,Optimized summer tire.,tire,BrandD,17.37,11.29,"(0.76, 0.61, 0.63)","{'Rubber': 83, 'Steel': 15}",high,594.7,991.9,summer
TI9040,SpeedMaster 3,23,113.7,Optimized summer tire.,tire,BrandB,17.38,10.09,"(0.79, 0.73, 0.76)","{'Rubber': 84, 'Steel': 15}",high,511.3,969.2,summer
TI8539,AllRoad 7,33,190.38,Optimized performance tire.,tire,BrandB,17.49,12.51,"(0.64, 0.75, 0.8)","{'Rubber': 83, 'Steel': 11}",high,530.2,992.8,performance
TI7702,SpeedMaster 5,44,196.1,Durable off_road tire.,tire,BrandC,17.5,12.46,"(0.76, 0.67, 0.64)","{'Rubber': 83, 'Steel': 16}",medium,570.9,817.9,off_road
TI2538,AllRoad 5,31,198.15,High-performance winter tire.,tire,BrandE,17.41,13.71,"(0.72, 0.75, 0.75)","{'Rubber': 84, 'Steel': 19}",medium,502.2,823.0,winter
TI4774,TrailRider 9,12,113.22,High-performance off_road tire.,tire,BrandB,17.49,13.3,"(0.62, 0.73, 0.68)","{'Rubber': 81, 'Steel': 11}",high,342.3,726.9,off_road
TI3929,AllRoad 9,16,184.14,Reliable winter tire.,tire,BrandD,17.55,10.43,"(0.8, 0.77, 0.65)","{'Rubber': 90, 'Steel': 20}",high,516.5,934.2,winter
TI9454,TrailRider 6,11,181.34,Durable all_season tire.,tire,BrandB,17.5,14.31,"(0.67, 0.77, 0.7)","{'Rubber': 82, 'Steel': 20}",low,579.7,783.3,all_season
TI7573,SpeedMaster 1,15,122.82,Durable winter tire.,tire,BrandA,17.44,13.26,"(0.75, 0.72, 0.64)","{'Rubber': 81, 'Steel': 13}",medium,341.6,869.6,winter
TI8149,SnowGrip 4,33,135.73,High-performance performance tire.,tire,BrandC,17.3,11.36,"(0.76, 0.74, 0.75)","{'Rubber': 85, 'Steel': 12}",high,434.0,794.8,performance
TI4697,AllRoad 3,24,181.34,High-performance winter tire.,tire,BrandB,17.36,12.92,"(0.79, 0.75, 0.73)","{'Rubber': 81, 'Steel': 10}",high,376.5,954.9,winter
TI2350,SnowGrip 5,15,176.08,Reliable off_road tire.,tire,BrandE,17.38,12.92,"(0.64, 0.69, 0.78)","{'Rubber': 82, 'Steel': 13}",medium,317.6,979.9,off_road
TI7244,SpeedMaster 8,27,121.73,Reliable winter tire.,tire,BrandD,17.48,12.43,"(0.66, 0.74, 0.64)","{'Rubber': 89, 'Steel': 17}",high,595.5,883.3,winter
TI3194,SpeedMaster 7,23,190.22,Reliable summer tire.,tire,BrandD,17.44,12.17,"(0.6, 0.75, 0.74)","{'Rubber': 81, 'Steel': 14}",medium,387.1,738.9,summer
TI6296,TrailRider 9,46,165.43,Reliable summer tire.,tire,BrandC,17.4,14.04,"(0.65, 0.77, 0.64)","{'Rubber': 83, 'Steel': 14}",high,465.0,941.1,summer
TI5042,SnowGrip 3,27,128.69,High-performance all_season tire.,tire,BrandD,17.47,10.56,"(0.65, 0.65, 0.63)","{'Rubber': 87, 'Steel': 13}",low,317.6,814.6,all_season
TI1280,EcoTread 5,49,116.61,Durable performance tire.,tire,BrandD,17.47,11.93,"(0.68, 0.64, 0.68)","{'Rubber': 87, 'Steel': 19}",medium,487.7,822.0,performance
TI7985,TrailRider 1,32,161.56,High-performance all_season tire.,tire,BrandD,17.38,11.96,"(0.62, 0.73, 0.72)","{'Rubber': 87, 'Steel': 15}",medium,549.7,820.0,all_season
TI3385,SnowGrip 3,42,196.15,Durable summer tire.,tire,BrandD,17.3,12.08,"(0.71, 0.75, 0.7)","{'Rubber': 89, 'Steel': 20}",medium,309.6,964.4,summer
TI6689,EcoTread 3,36,118.06,Optimized all_season tire.,tire,BrandE,17.45,13.89,"(0.71, 0.66, 0.7)","{'Rubber': 84, 'Steel': 15}",medium,508.7,932.8,all_season
TI5212,AllRoad 7,21,175.84,Durable summer tire.,tire,BrandD,17.44,12.48,"(0.62, 0.69, 0.62)","{'Rubber': 88, 'Steel': 15}",low,390.4,803.1,summer
TI6227,EcoTread 3,40,151.62,Reliable performance tire.,tire,BrandC,17.36,10.64,"(0.79, 0.64, 0.72)","{'Rubber': 89, 'Steel': 13}",high,441.6,916.8,performance
TI4524,TrailRider 3,31,198.0,Reliable performance tire.,tire,BrandE,17.32,14.82,"(0.64, 0.74, 0.69)","{'Rubber': 83, 'Steel': 11}",high,558.4,957.2,performance
TI7032,AllRoad 8,39,111.93,High-performance summer tire.,tire,BrandB,17.46,13.62,"(0.73, 0.8, 0.77)","{'Rubber': 80, 'Steel': 10}",medium,423.5,890.7,summer
TI2138,TrailRider 3,8,164.16,Reliable all_season tire.,tire,BrandD,17.6,13.1,"(0.62, 0.66, 0.68)","{'Rubber': 87, 'Steel': 12}",medium,573.1,998.7,all_season
TI5732,TrailRider 6,9,158.34,Optimized off_road tire.,tire,BrandA,17.54,11.81,"(0.72, 0.69, 0.68)","{'Rubber': 87, 'Steel': 14}",medium,353.0,960.1,off_road
TI8994,AllRoad 5,22,182.53,Reliable performance tire.,tire,BrandA,17.33,13.87,"(0.67, 0.73, 0.77)","{'Rubber': 83, 'Steel': 18}",low,365.7,818.7,performance
TI2091,SnowGrip 1,31,194.11,Optimized summer tire.,tire,BrandA,17.36,11.58,"(0.67, 0.7, 0.64)","{'Rubber': 85, 'Steel': 12}",low,304.7,799.5,summer
TI2296,EcoTread 3,25,154.51,Optimized summer tire.,tire,BrandC,17.48,10.15,"(0.78, 0.72, 0.73)","{'Rubber': 89, 'Steel': 11}",medium,562.1,746.2,summer
TI9808,SnowGrip 4,30,124.46,Optimized performance tire.,tire,BrandC,17.31,14.25,"(0.71, 0.67, 0.68)","{'Rubber': 84, 'Steel': 16}",low,345.0,840.5,performance
TI9184,TrailRider 5,34,157.99,Reliable off_road tire.,tire,BrandC,17.47,13.51,"(0.74, 0.71, 0.78)","{'Rubber': 90, 'Steel': 17}",low,327.1,712.0,off_road
TI3474,TrailRider 6,15,160.12,High-performance summer tire.,tire,BrandC,17.54,13.31,"(0.71, 0.68, 0.65)","{'Rubber': 90, 'Steel': 10}",low,532.4,714.7,summer
TI3648,SpeedMaster 9,39,132.06,Reliable summer tire.,tire,BrandB,17.45,13.57,"(0.68, 0.62, 0.69)","{'Rubber': 90, 'Steel': 12}",medium,535.2,888.5,summer
TI6152,EcoTread 1,29,121.15,Durable winter tire.,tire,BrandC,17.49,10.61,"(0.8, 0.74, 0.78)","{'Rubber': 90, 'Steel': 12}",low,343.1,954.9,winter
TI3908,EcoTread 4,18,111.41,Reliable summer tire.,tire,BrandC,17.32,14.48,"(0.79, 0.71, 0.64)","{'Rubber': 81, 'Steel': 18}",low,488.0,895.5,summer
TI8676,AllRoad 1,44,155.56,High-performance winter tire.,tire,BrandA,17.57,13.71,"(0.77, 0.69, 0.66)","{'Rubber': 88, 'Steel': 10}",high,367.1,729.2,winter
TI6781,TrailRider 3,37,137.52,Optimized winter tire.,tire,BrandA,17.33,10.14,"(0.63, 0.76, 0.67)","{'Rubber': 81, 'Steel': 13}",high,422.4,987.4,winter
TI4732,AllRoad 4,17,170.72,Optimized performance tire.,tire,BrandE,17.46,11.97,"(0.63, 0.75, 0.75)","{'Rubber': 82, 'Steel': 16}",medium,450.8,893.1,performance
TI2077,SpeedMaster 4,16,187.66,Optimized winter tire.,tire,BrandC,17.36,14.91,"(0.77, 0.7, 0.77)","{'Rubber': 88, 'Steel': 12}",high,424.5,984.7,winter
TI6887,AllRoad 5,25,176.76,Reliable summer tire.,tire,BrandB,17.39,12.83,"(0.75, 0.75, 0.61)","{'Rubber': 80, 'Steel': 19}",high,582.9,925.3,summer
TI2577,SnowGrip 1,16,147.18,Optimized performance tire.,tire,BrandA,17.56,14.28,"(0.67, 0.64, 0.71)","{'Rubber': 83, 'Steel': 11}",medium,534.7,756.7,performance
TI9146,SnowGrip 5,6,119.5,High-performance off_road tire.,tire,BrandC,17.5,12.78,"(0.71, 0.62, 0.6)","{'Rubber': 83, 'Steel': 19}",high,341.0,786.8,off_road
TI8588,EcoTread 3,15,122.41,Durable summer tire.,tire,BrandA,17.55,11.03,"(0.74, 0.8, 0.63)","{'Rubber': 88, 'Steel': 20}",medium,384.4,763.9,summer
TI6438,AllRoad 3,17,129.7,High-performance winter tire.,tire,BrandD,17.56,10.9,"(0.73, 0.74, 0.65)","{'Rubber': 83, 'Steel': 17}",high,349.0,792.1,winter
TI1424,AllRoad 3,28,120.84,High-performance all_season tire.,tire,BrandC,17.31,11.6,"(0.63, 0.66, 0.64)","{'Rubber': 81, 'Steel': 16}",low,444.7,865.4,all_season
TI2904,SnowGrip 1,15,148.54,Reliable summer tire.,tire,BrandA,17.46,14.87,"(0.61, 0.79, 0.65)","{'Rubber': 82, 'Steel': 18}",medium,449.2,772.1,summer
TI6056,EcoTread 8,44,149.76,Reliable summer tire.,tire,BrandA,17.42,12.79,"(0.67, 0.73, 0.79)","{'Rubber': 83, 'Steel': 13}",high,455.6,854.0,summer
TI3326,AllRoad 7,32,149.3,Reliable performance tire.,tire,BrandB,17.37,11.12,"(0.68, 0.73, 0.71)","{'Rubber': 89, 'Steel': 16}",high,366.9,805.1,performance
TI6751,SnowGrip 9,33,106.36,Optimized summer tire.,tire,BrandE,17.52,11.69,"(0.63, 0.62, 0.69)","{'Rubber': 85, 'Steel': 13}",low,458.4,983.6,summer
TI3700,SpeedMaster 6,39,140.2,Reliable all_season tire.,tire,BrandD,17.34,10.37,"(0.76, 0.65, 0.76)","{'Rubber': 87, 'Steel': 17}",high,578.7,935.0,all_season
TI3041,SpeedMaster 5,20,137.54,Durable off_road tire.,tire,BrandC,17.53,10.88,"(0.77, 0.67, 0.77)","{'Rubber': 86, 'Steel': 18}",low,358.2,944.4,off_road
TI8419,SnowGrip 9,24,167.84,High-performance off_road tire.,tire,BrandD,17.49,12.04,"(0.74, 0.71, 0.67)","{'Rubber': 86, 'Steel': 16}",medium,394.1,925.4,off_road
TI6666,SpeedMaster 4,3,128.97,Optimized off_road tire.,tire,BrandE,17.32,13.38,"(0.68, 0.62, 0.76)","{'Rubber': 89, 'Steel': 20}",high,392.1,833.9,off_road
TI4973,EcoTread 1,49,152.7,Durable off_road tire.,tire,BrandE,17.47,10.3,"(0.68, 0.62, 0.71)","{'Rubber': 84, 'Steel': 20}",high,472.8,978.5,off_road
TI4018,TrailRider 7,8,196.39,Optimized winter tire.,tire,BrandB,17.5,12.06,"(0.63, 0.73, 0.65)","{'Rubber': 80, 'Steel': 18}",medium,587.1,845.9,winter
TI2631,EcoTread 6,32,145.41,Durable all_season tire.,tire,BrandB,17.34,14.19,"(0.74, 0.71, 0.62)","{'Rubber': 85, 'Steel': 11}",medium,528.6,919.1,all_season
TI5419,AllRoad 4,24,165.96,Optimized off_road tire.,tire,BrandA,17.53,12.75,"(0.6, 0.61, 0.64)","{'Rubber': 83, 'Steel': 19}",high,576.8,930.6,off_road
TI3923,EcoTread 4,46,172.42,High-performance winter tire.,tire,BrandD,17.43,11.76,"(0.62, 0.63, 0.68)","{'Rubber': 88, 'Steel': 10}",medium,522.4,925.9,winter
TI2117,SnowGrip 2,43,157.22,High-performance winter tire.,tire,BrandD,17.48,10.92,"(0.71, 0.71, 0.8)","{'Rubber': 89, 'Steel': 14}",medium,452.7,750.2,winter
TI5964,TrailRider 3,9,140.25,Durable off_road tire.,tire,BrandD,17.3,10.14,"(0.69, 0.64, 0.73)","{'Rubber': 86, 'Steel': 13}",medium,396.4,752.3,off_road
TI6392,AllRoad 1,8,105.95,Durable summer tire.,tire,BrandB,17.41,13.98,"(0.66, 0.75, 0.79)","{'Rubber': 80, 'Steel': 14}",medium,309.6,919.1,summer
TI8205,SnowGrip 5,28,156.07,Reliable off_road tire.,tire,BrandD,17.38,10.76,"(0.74, 0.63, 0.69)","{'Rubber': 85, 'Steel': 12}",medium,393.6,958.1,off_road
TI6327,EcoTread 1,19,164.96,Reliable summer tire.,tire,BrandA,17.42,12.51,"(0.74, 0.7, 0.64)","{'Rubber': 84, 'Steel': 13}",low,444.7,734.8,summer
TI6970,TrailRider 1,33,190.46,Durable off_road tire.,tire,BrandD,17.5,13.12,"(0.7, 0.72, 0.69)","{'Rubber': 80, 'Steel': 15}",low,543.7,914.1,off_road
TI5666,AllRoad 3,2,109.93,High-performance summer tire.,tire,BrandD,17.5,12.08,"(0.72, 0.69, 0.78)","{'Rubber': 87, 'Steel': 14}",low,367.4,709.3,summer
TI9493,TrailRider 4,42,186.47,Optimized off_road tire.,tire,BrandA,17.51,13.4,"(0.63, 0.7, 0.71)","{'Rubber': 89, 'Steel': 18}",high,304.5,790.0,off_road
TI1563,TrailRider 6,30,129.99,Reliable summer tire.,tire,BrandD,17.31,12.63,"(0.63, 0.76, 0.77)","{'Rubber': 90, 'Steel': 13}",high,401.3,869.6,summer
TI8124,SpeedMaster 3,39,123.63,Optimized off_road tire.,tire,BrandA,17.59,12.9,"(0.75, 0.7, 0.73)","{'Rubber': 86, 'Steel': 15}",low,301.4,911.5,off_road
TI6091,AllRoad 9,8,127.11,Optimized performance tire.,tire,BrandE,17.45,12.14,"(0.67, 0.62, 0.67)","{'Rubber': 86, 'Steel': 17}",low,495.2,706.7,performance
TI2807,AllRoad 3,9,190.77,High-performance off_road tire.,tire,BrandB,17.59,10.62,"(0.79, 0.69, 0.71)","{'Rubber': 87, 'Steel': 12}",medium,314.1,856.6,off_road
TI2821,TrailRider 8,16,138.03,Durable performance tire.,tire,BrandB,17.52,10.06,"(0.62, 0.79, 0.75)","{'Rubber': 90, 'Steel': 13}",medium,303.5,731.1,performance
TI8215,SpeedMaster 9,33,123.63,Optimized all_season tire.,tire,BrandE,17.43,13.29,"(0.61, 0.64, 0.73)","{'Rubber': 81, 'Steel': 16}",high,431.0,756.3,all_season
TI9401,SnowGrip 2,26,126.88,Reliable performance tire.,tire,BrandA,17.39,13.11,"(0.62, 0.61, 0.75)","{'Rubber': 89, 'Steel': 11}",low,459.2,884.1,performance
TI7976,SnowGrip 7,1,124.27,High-performance off_road tire.,tire,BrandA,17.36,14.72,"(0.74, 0.63, 0.72)","{'Rubber': 86, 'Steel': 20}",medium,376.0,731.4,off_road
TI4931,SpeedMaster 6,29,197.19,Reliable summer tire.,tire,BrandD,17.37,11.33,"(0.75, 0.68, 0.61)","{'Rubber': 90, 'Steel': 11}",low,417.9,742.5,summer
TI2778,TrailRider 8,2,139.61,Reliable performance tire.,tire,BrandD,17.6,13.39,"(0.76, 0.8, 0.62)","{'Rubber': 85, 'Steel': 10}",low,460.1,972.8,performance
TI7784,TrailRider 7,36,152.92,High-performance all_season tire.,tire,BrandB,17.37,12.07,"(0.69, 0.77, 0.72)","{'Rubber': 81, 'Steel': 17}",high,584.9,711.3,all_season
TI7251,EcoTread 3,2,184.79,Durable performance tire.,tire,BrandC,17.43,10.69,"(0.74, 0.69, 0.65)","{'Rubber': 85, 'Steel': 20}",medium,427.9,711.7,performance
TI4731,AllRoad 3,1,199.13,High-performance all_season tire.,tire,BrandC,17.36,12.64,"(0.69, 0.75, 0.66)","{'Rubber': 82, 'Steel': 13}",high,359.0,843.9,all_season
TI4816,SpeedMaster 9,10,192.06,High-performance off_road tire.,tire,BrandA,17.53,13.95,"(0.75, 0.62, 0.78)","{'Rubber': 80, 'Steel': 16}",medium,476.6,744.3,off_road
TI8083,AllRoad 1,32,130.39,Reliable winter tire.,tire,BrandC,17.38,13.94,"(0.63, 0.68, 0.68)","{'Rubber': 87, 'Steel': 19}",medium,560.3,787.7,winter
TI3936,SnowGrip 9,46,152.13,High-performance all_season tire.,tire,BrandE,17.34,10.8,"(0.73, 0.77, 0.79)","{'Rubber': 89, 'Steel': 17}",high,339.2,837.2,all_season
TI9198,AllRoad 3,23,166.22,Reliable winter tire.,tire,BrandB,17.45,12.4,"(0.71, 0.76, 0.79)","{'Rubber': 90, 'Steel': 10}",high,420.4,977.7,winter
TI5301,TrailRider 5,45,157.93,Reliable all_season tire.,tire,BrandD,17.32,11.68,"(0.69, 0.74, 0.63)","{'Rubber': 85, 'Steel': 17}",high,536.1,885.3,all_season
TI6033,TrailRider 9,32,107.98,Reliable summer tire.,tire,BrandC,17.41,10.61,"(0.73, 0.73, 0.72)","{'Rubber': 86, 'Steel': 14}",low,432.2,849.6,summer
TI2497,SpeedMaster 6,2,166.15,High-performance off_road tire.,tire,BrandD,17.31,11.68,"(0.73, 0.67, 0.65)","{'Rubber': 83, 'Steel': 15}",medium,317.0,920.4,off_road
TI1010,AllRoad 2,20,105.86,High-performance off_road tire.,tire,BrandA,17.49,11.94,"(0.71, 0.79, 0.62)","{'Rubber': 85, 'Steel': 12}",high,456.3,775.2,off_road
TI1439,EcoTread 2,19,117.72,Optimized performance tire.,tire,BrandE,17.55,13.66,"(0.66, 0.63, 0.8)","{'Rubber': 85, 'Steel': 20}",low,442.3,936.8,performance
TI2744,SnowGrip 5,34,141.77,Optimized performance tire.,tire,BrandA,17.44,11.18,"(0.64, 0.69, 0.62)","{'Rubber': 88, 'Steel': 15}",medium,324.1,832.2,performance
TI6583,AllRoad 3,23,114.61,High-performance performance tire.,tire,BrandB,17.59,14.78,"(0.73, 0.69, 0.73)","{'Rubber': 81, 'Steel': 10}",low,422.9,969.5,performance
TI2983,EcoTread 1,29,199.76,High-performance summer tire.,tire,BrandE,17.31,12.39,"(0.69, 0.65, 0.7)","{'Rubber': 89, 'Steel': 12}",medium,427.5,924.3,summer
TI3890,SpeedMaster 9,13,198.2,Durable all_season tire.,tire,BrandD,17.44,10.56,"(0.66, 0.68, 0.77)","{'Rubber': 80, 'Steel': 16}",high,452.6,755.7,all_season
TI5758,EcoTread 6,48,151.26,Durable all_season tire.,tire,BrandB,17.49,14.44,"(0.65, 0.7, 0.61)","{'Rubber': 89, 'Steel': 11}",medium,402.1,867.5,all_season
TI7523,TrailRider 5,13,137.02,High-performance summer tire.,tire,BrandE,17.39,14.42,"(0.65, 0.67, 0.64)","{'Rubber': 90, 'Steel': 16}",medium,426.6,798.5,summer
TI7628,AllRoad 8,23,127.75,Reliable off_road tire.,tire,BrandB,17.49,11.36,"(0.65, 0.66, 0.65)","{'Rubber': 86, 'Steel': 14}",medium,497.5,934.2,off_road
TI1481,AllRoad 6,29,172.86,Durable winter tire.,tire,BrandE,17.4,12.23,"(0.68, 0.68, 0.74)","{'Rubber': 87, 'Steel': 14}",medium,455.8,942.3,winter
TI8845,EcoTread 1,39,174.98,Optimized off_road tire.,tire,BrandC,17.41,13.15,"(0.69, 0.77, 0.69)","{'Rubber': 88, 'Steel': 11}",low,427.2,852.1,off_road
TI4093,EcoTread 4,5,171.5,Optimized off_road tire.,tire,BrandA,17.55,11.61,"(0.77, 0.77, 0.64)","{'Rubber': 90, 'Steel': 14}",low,357.2,822.6,off_road
TI6627,AllRoad 5,23,136.33,Reliable all_season tire.,tire,BrandB,17.46,11.55,"(0.71, 0.74, 0.67)","{'Rubber': 83, 'Steel': 14}",medium,550.9,780.0,all_season
TI3197,EcoTread 8,26,130.41,High-performance all_season tire.,tire,BrandE,17.43,14.75,"(0.73, 0.76, 0.66)","{'Rubber': 83, 'Steel': 16}",low,484.0,968.4,all_season
TI2905,SpeedMaster 7,12,175.82,High-performance all_season tire.,tire,BrandB,17.32,10.48,"(0.77, 0.75, 0.74)","{'Rubber': 86, 'Steel': 19}",high,311.5,914.6,all_season
TI9063,AllRoad 5,2,143.61,Optimized off_road tire.,tire,BrandD,17.44,10.17,"(0.76, 0.66, 0.72)","{'Rubber': 86, 'Steel': 20}",low,468.4,961.5,off_road
TI1486,EcoTread 4,19,187.57,Optimized off_road tire.,tire,BrandE,17.4,11.72,"(0.67, 0.64, 0.69)","{'Rubber': 81, 'Steel': 20}",low,573.2,702.1,off_road
TI3954,AllRoad 5,41,163.54,Reliable summer tire.,tire,BrandC,17.36,13.7,"(0.68, 0.65, 0.74)","{'Rubber': 90, 'Steel': 17}",medium,410.9,959.3,summer
TI5664,AllRoad 5,40,101.74,High-performance winter tire.,tire,BrandB,17.37,10.61,"(0.67, 0.74, 0.73)","{'Rubber': 80, 'Steel': 18}",high,413.0,898.2,winter
TI2606,TrailRider 1,4,149.35,Durable all_season tire.,tire,BrandC,17.49,10.63,"(0.72, 0.74, 0.78)","{'Rubber': 82, 'Steel': 13}",medium,599.5,889.0,all_season
TI8132,SpeedMaster 4,17,139.55,Durable performance tire.,tire,BrandE,17.33,12.16,"(0.61, 0.74, 0.74)","{'Rubber': 80, 'Steel': 12}",low,330.4,840.7,performance
TI3781,TrailRider 3,21,132.6,High-performance performance tire.,tire,BrandE,17.46,14.64,"(0.75, 0.6, 0.71)","{'Rubber': 84, 'Steel': 12}",high,311.7,881.4,performance
TI3260,AllRoad 9,29,163.45,High-performance summer tire.,tire,BrandC,17.38,12.75,"(0.76, 0.77, 0.65)","{'Rubber': 85, 'Steel': 16}",medium,512.4,811.2,summer
TI9010,AllRoad 3,37,183.56,Reliable winter tire.,tire,BrandB,17.4,13.52,"(0.74, 0.7, 0.78)","{'Rubber': 82, 'Steel': 20}",low,568.9,905.3,winter
TI6517,TrailRider 3,43,107.52,High-performance off_road tire.,tire,BrandD,17.57,10.53,"(0.73, 0.77, 0.7)","{'Rubber': 85, 'Steel': 17}",low,562.8,712.5,off_road
TI8159,SnowGrip 6,42,101.97,Reliable off_road tire.,tire,BrandA,17.34,13.28,"(0.67, 0.65, 0.67)","{'Rubber': 89, 'Steel': 19}",low,564.5,846.2,off_road
TI1314,EcoTread 9,36,145.55,High-performance winter tire.,tire,BrandA,17.45,13.89,"(0.77, 0.73, 0.75)","{'Rubber': 85, 'Steel': 15}",high,453.1,821.1,winter
TI2836,SnowGrip 8,30,125.18,Durable summer tire.,tire,BrandE,17.34,13.43,"(0.63, 0.75, 0.73)","{'Rubber': 84, 'Steel': 17}",medium,306.3,963.1,summer
TI1748,AllRoad 1,5,182.54,Reliable performance tire.,tire,BrandC,17.58,11.2,"(0.69, 0.65, 0.76)","{'Rubber': 83, 'Steel': 20}",low,516.2,978.6,performance
TI9725,EcoTread 2,50,111.24,Optimized performance tire.,tire,BrandE,17.49,14.61,"(0.77, 0.7, 0.62)","{'Rubber': 84, 'Steel': 15}",low,589.8,986.1,performance
TI9856,TrailRider 8,36,129.01,High-performance summer tire.,tire,BrandE,17.47,14.77,"(0.69, 0.77, 0.77)","{'Rubber': 80, 'Steel': 12}",medium,537.6,933.2,summer
TI3471,EcoTread 4,7,141.46,Optimized all_season tire.,tire,BrandD,17.37,10.37,"(0.73, 0.77, 0.75)","{'Rubber': 84, 'Steel': 10}",medium,471.3,976.0,all_season
TI2747,SpeedMaster 5,8,110.79,Reliable winter tire.,tire,BrandB,17.41,11.01,"(0.71, 0.75, 0.65)","{'Rubber': 87, 'Steel': 10}",high,324.6,906.9,winter
TI1198,TrailRider 6,50,140.72,Durable all_season tire.,tire,BrandE,17.42,13.72,"(0.66, 0.69, 0.79)","{'Rubber': 83, 'Steel': 10}",low,356.4,768.0,all_season
TI9688,TrailRider 4,31,196.57,Optimized off_road tire.,tire,BrandE,17.47,13.37,"(0.62, 0.79, 0.72)","{'Rubber': 90, 'Steel': 16}",medium,525.2,850.7,off_road
TI8354,SpeedMaster 1,35,133.47,Reliable performance tire.,tire,BrandB,17.52,13.22,"(0.68, 0.73, 0.65)","{'Rubber': 85, 'Steel': 19}",high,483.0,919.0,performance
