id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,suspension_type
SU8119,SmoothDrive 4,5,258.31,Reliable hydraulic suspension.,suspension,BrandD,17.47,9.52,"(0.59, 0.51, 0.64)","{'Steel': 75, 'Rubber': 24}",medium,1234.1,hydraulic
SU4394,SpringFlex 5,31,268.09,Advanced air suspension.,suspension,BrandB,17.45,9.65,"(0.66, 0.73, 0.75)","{'Steel': 63, 'Rubber': 32}",high,1659.7,air
SU7008,TrailShock 4,13,246.46,Reliable hydraulic suspension.,suspension,BrandD,17.47,8.15,"(0.72, 0.57, 0.56)","{'Steel': 73, 'Rubber': 30}",low,1310.2,hydraulic
SU1895,ShockMaster 5,33,235.15,Durable air suspension.,suspension,BrandB,17.49,7.58,"(0.54, 0.78, 0.67)","{'Steel': 75, 'Rubber': 20}",low,1659.9,air
SU9082,AirRide 8,10,203.35,Durable leaf_spring suspension.,suspension,BrandB,17.51,8.25,"(0.75, 0.78, 0.63)","{'Steel': 73, 'Rubber': 36}",low,1406.8,leaf_spring
SU6248,AirRide 1,34,219.17,Advanced coilover suspension.,suspension,BrandC,17.49,9.82,"(0.69, 0.65, 0.79)","{'Steel': 65, 'Rubber': 38}",low,1497.3,coilover
SU9047,SpringFlex 8,25,294.27,Advanced air suspension.,suspension,BrandC,17.47,7.61,"(0.63, 0.57, 0.65)","{'Steel': 80, 'Rubber': 34}",high,1502.2,air
SU6701,ShockMaster 9,17,267.69,Reliable coilover suspension.,suspension,BrandE,17.49,7.06,"(0.62, 0.61, 0.51)","{'Steel': 65, 'Rubber': 21}",high,1736.8,coilover
SU6750,AirRide 2,40,192.55,High-performance coilover suspension.,suspension,BrandD,17.48,8.07,"(0.56, 0.57, 0.62)","{'Steel': 62, 'Rubber': 20}",low,1263.2,coilover
SU4769,AirRide 4,28,290.33,High-performance air suspension.,suspension,BrandA,17.45,8.49,"(0.56, 0.74, 0.58)","{'Steel': 78, 'Rubber': 26}",medium,1597.3,air
SU3184,ShockMaster 9,25,260.06,Reliable leaf_spring suspension.,suspension,BrandE,17.34,8.03,"(0.76, 0.66, 0.74)","{'Steel': 64, 'Rubber': 35}",low,1451.9,leaf_spring
SU6843,SpringFlex 1,30,188.52,Durable coilover suspension.,suspension,BrandD,17.41,9.1,"(0.68, 0.53, 0.72)","{'Steel': 77, 'Rubber': 35}",low,1529.8,coilover
SU9254,ShockMaster 8,4,257.07,Advanced hydraulic suspension.,suspension,BrandE,17.54,7.52,"(0.69, 0.77, 0.67)","{'Steel': 61, 'Rubber': 39}",high,1624.5,hydraulic
SU6012,SpringFlex 6,25,260.92,Reliable leaf_spring suspension.,suspension,BrandE,17.36,8.99,"(0.61, 0.55, 0.66)","{'Steel': 61, 'Rubber': 22}",low,1656.7,leaf_spring
SU8185,AirRide 9,48,281.56,Durable spring suspension.,suspension,BrandE,17.31,8.8,"(0.79, 0.57, 0.57)","{'Steel': 76, 'Rubber': 35}",medium,1747.0,spring
SU2334,SmoothDrive 4,12,259.74,Advanced leaf_spring suspension.,suspension,BrandC,17.55,9.12,"(0.77, 0.64, 0.65)","{'Steel': 77, 'Rubber': 23}",high,1440.4,leaf_spring
SU1918,ShockMaster 1,30,266.37,Advanced air suspension.,suspension,BrandD,17.32,8.83,"(0.6, 0.52, 0.53)","{'Steel': 66, 'Rubber': 26}",low,1340.5,air
SU9448,TrailShock 1,10,299.34,Durable leaf_spring suspension.,suspension,BrandD,17.56,9.9,"(0.76, 0.62, 0.67)","{'Steel': 64, 'Rubber': 39}",low,1433.2,leaf_spring
SU7132,SpringFlex 5,19,187.51,Advanced air suspension.,suspension,BrandA,17.6,7.88,"(0.73, 0.61, 0.52)","{'Steel': 69, 'Rubber': 21}",low,1458.5,air
SU9702,AirRide 2,35,155.25,Durable leaf_spring suspension.,suspension,BrandA,17.37,9.55,"(0.56, 0.74, 0.78)","{'Steel': 67, 'Rubber': 24}",low,1667.6,leaf_spring
SU8591,AirRide 3,2,261.49,Durable spring suspension.,suspension,BrandA,17.5,8.41,"(0.68, 0.67, 0.71)","{'Steel': 75, 'Rubber': 38}",medium,1494.1,spring
SU1896,TrailShock 4,17,177.55,Advanced leaf_spring suspension.,suspension,BrandE,17.43,8.23,"(0.55, 0.76, 0.74)","{'Steel': 70, 'Rubber': 39}",high,1305.8,leaf_spring
SU1818,SpringFlex 3,6,152.2,High-performance spring suspension.,suspension,BrandB,17.3,8.89,"(0.57, 0.79, 0.79)","{'Steel': 69, 'Rubber': 31}",medium,1695.1,spring
SU7071,TrailShock 9,6,190.03,High-performance leaf_spring suspension.,suspension,BrandE,17.43,9.27,"(0.53, 0.56, 0.59)","{'Steel': 68, 'Rubber': 25}",medium,1633.1,leaf_spring
SU3622,SpringFlex 2,28,271.96,High-performance spring suspension.,suspension,BrandA,17.36,9.06,"(0.57, 0.67, 0.55)","{'Steel': 76, 'Rubber': 24}",high,1261.6,spring
SU9050,SpringFlex 5,2,161.65,Reliable air suspension.,suspension,BrandB,17.43,9.01,"(0.69, 0.52, 0.55)","{'Steel': 70, 'Rubber': 21}",high,1227.0,air
SU5063,ShockMaster 3,9,174.59,High-performance air suspension.,suspension,BrandE,17.48,8.96,"(0.66, 0.67, 0.51)","{'Steel': 71, 'Rubber': 39}",high,1340.7,air
SU9325,AirRide 5,33,210.25,Durable air suspension.,suspension,BrandE,17.46,7.05,"(0.68, 0.76, 0.61)","{'Steel': 77, 'Rubber': 34}",medium,1619.8,air
SU2240,AirRide 5,13,244.97,Advanced air suspension.,suspension,BrandB,17.57,7.17,"(0.65, 0.55, 0.56)","{'Steel': 67, 'Rubber': 25}",medium,1385.0,air
SU1758,SpringFlex 2,29,153.15,High-performance leaf_spring suspension.,suspension,BrandB,17.42,7.16,"(0.57, 0.65, 0.55)","{'Steel': 72, 'Rubber': 37}",medium,1605.5,leaf_spring
SU1762,AirRide 6,28,252.62,Advanced air suspension.,suspension,BrandA,17.35,7.98,"(0.76, 0.79, 0.64)","{'Steel': 72, 'Rubber': 30}",high,1408.8,air
SU8438,TrailShock 4,24,198.22,Durable coilover suspension.,suspension,BrandC,17.59,7.77,"(0.74, 0.55, 0.54)","{'Steel': 73, 'Rubber': 35}",high,1343.8,coilover
SU5436,SmoothDrive 2,50,195.29,High-performance coilover suspension.,suspension,BrandE,17.4,7.73,"(0.64, 0.68, 0.64)","{'Steel': 75, 'Rubber': 23}",low,1664.1,coilover
SU3395,AirRide 6,49,182.98,Advanced hydraulic suspension.,suspension,BrandB,17.46,8.31,"(0.56, 0.67, 0.61)","{'Steel': 62, 'Rubber': 30}",low,1397.2,hydraulic
SU3073,AirRide 5,6,204.74,Advanced spring suspension.,suspension,BrandD,17.54,9.37,"(0.72, 0.58, 0.69)","{'Steel': 77, 'Rubber': 22}",low,1688.8,spring
SU4317,ShockMaster 3,45,223.01,High-performance coilover suspension.,suspension,BrandD,17.34,8.74,"(0.55, 0.56, 0.78)","{'Steel': 63, 'Rubber': 32}",high,1528.1,coilover
SU6492,ShockMaster 4,1,211.5,Advanced coilover suspension.,suspension,BrandC,17.5,9.38,"(0.73, 0.72, 0.56)","{'Steel': 76, 'Rubber': 26}",low,1797.6,coilover
SU4448,TrailShock 1,30,282.84,Durable spring suspension.,suspension,BrandB,17.31,7.52,"(0.54, 0.57, 0.73)","{'Steel': 60, 'Rubber': 37}",high,1694.4,spring
SU8708,TrailShock 5,40,249.3,Reliable coilover suspension.,suspension,BrandE,17.54,8.44,"(0.59, 0.67, 0.51)","{'Steel': 63, 'Rubber': 21}",medium,1651.0,coilover
SU9354,TrailShock 6,18,212.4,Reliable hydraulic suspension.,suspension,BrandD,17.37,9.4,"(0.62, 0.69, 0.59)","{'Steel': 76, 'Rubber': 29}",low,1725.8,hydraulic
SU9286,AirRide 3,34,208.48,Durable spring suspension.,suspension,BrandB,17.38,8.87,"(0.73, 0.79, 0.61)","{'Steel': 69, 'Rubber': 33}",medium,1299.7,spring
SU4671,SpringFlex 8,11,240.25,Advanced spring suspension.,suspension,BrandE,17.51,9.53,"(0.71, 0.73, 0.51)","{'Steel': 60, 'Rubber': 40}",high,1302.9,spring
SU6562,SpringFlex 9,50,250.86,Reliable hydraulic suspension.,suspension,BrandC,17.46,7.08,"(0.67, 0.63, 0.59)","{'Steel': 69, 'Rubber': 24}",medium,1239.0,hydraulic
SU8297,SmoothDrive 3,25,245.7,Advanced air suspension.,suspension,BrandE,17.33,7.48,"(0.66, 0.7, 0.6)","{'Steel': 69, 'Rubber': 28}",high,1507.2,air
SU9317,SpringFlex 6,29,201.38,Durable air suspension.,suspension,BrandD,17.51,8.07,"(0.58, 0.66, 0.64)","{'Steel': 77, 'Rubber': 28}",high,1497.1,air
SU2597,SmoothDrive 4,48,269.66,High-performance hydraulic suspension.,suspension,BrandB,17.33,7.32,"(0.51, 0.6, 0.6)","{'Steel': 79, 'Rubber': 30}",high,1710.4,hydraulic
SU9730,SmoothDrive 6,28,296.56,Durable coilover suspension.,suspension,BrandB,17.45,7.48,"(0.64, 0.69, 0.62)","{'Steel': 60, 'Rubber': 25}",high,1692.6,coilover
SU6156,AirRide 8,50,154.73,High-performance air suspension.,suspension,BrandB,17.35,9.7,"(0.57, 0.61, 0.76)","{'Steel': 64, 'Rubber': 32}",medium,1348.4,air
SU9546,SmoothDrive 9,16,212.22,Reliable spring suspension.,suspension,BrandC,17.3,9.23,"(0.68, 0.67, 0.72)","{'Steel': 77, 'Rubber': 34}",high,1238.5,spring
SU7582,TrailShock 8,34,197.83,High-performance leaf_spring suspension.,suspension,BrandB,17.45,7.27,"(0.58, 0.76, 0.6)","{'Steel': 65, 'Rubber': 39}",low,1652.9,leaf_spring
SU7092,ShockMaster 7,3,208.34,Durable coilover suspension.,suspension,BrandE,17.42,9.6,"(0.5, 0.62, 0.65)","{'Steel': 61, 'Rubber': 24}",low,1790.6,coilover
SU3401,TrailShock 1,19,191.64,Durable hydraulic suspension.,suspension,BrandE,17.59,8.51,"(0.64, 0.75, 0.75)","{'Steel': 76, 'Rubber': 22}",high,1263.9,hydraulic
SU1219,SpringFlex 2,18,206.43,Durable spring suspension.,suspension,BrandA,17.33,8.65,"(0.62, 0.58, 0.6)","{'Steel': 60, 'Rubber': 32}",medium,1314.8,spring
SU9523,SmoothDrive 8,49,175.81,Reliable air suspension.,suspension,BrandC,17.42,7.29,"(0.62, 0.79, 0.69)","{'Steel': 70, 'Rubber': 39}",high,1791.0,air
SU8407,SpringFlex 4,50,240.53,Durable air suspension.,suspension,BrandD,17.54,9.36,"(0.51, 0.69, 0.76)","{'Steel': 74, 'Rubber': 20}",medium,1582.7,air
SU5432,AirRide 5,13,296.71,Advanced spring suspension.,suspension,BrandA,17.54,9.44,"(0.77, 0.66, 0.77)","{'Steel': 78, 'Rubber': 24}",medium,1692.8,spring
SU4507,AirRide 7,16,271.46,Durable leaf_spring suspension.,suspension,BrandA,17.32,7.88,"(0.51, 0.63, 0.69)","{'Steel': 80, 'Rubber': 21}",low,1564.5,leaf_spring
SU4969,SmoothDrive 3,11,177.16,Advanced leaf_spring suspension.,suspension,BrandE,17.45,9.92,"(0.67, 0.59, 0.78)","{'Steel': 71, 'Rubber': 32}",low,1745.9,leaf_spring
SU7137,AirRide 1,30,296.77,Reliable spring suspension.,suspension,BrandB,17.51,8.74,"(0.61, 0.69, 0.73)","{'Steel': 69, 'Rubber': 25}",medium,1776.7,spring
SU4966,SpringFlex 4,34,222.18,High-performance hydraulic suspension.,suspension,BrandE,17.52,9.78,"(0.64, 0.54, 0.57)","{'Steel': 78, 'Rubber': 22}",medium,1694.4,hydraulic
SU6099,SmoothDrive 3,6,171.72,High-performance leaf_spring suspension.,suspension,BrandE,17.4,7.57,"(0.51, 0.7, 0.74)","{'Steel': 74, 'Rubber': 30}",high,1325.2,leaf_spring
SU4008,AirRide 4,37,276.68,Reliable hydraulic suspension.,suspension,BrandA,17.32,7.91,"(0.71, 0.75, 0.8)","{'Steel': 76, 'Rubber': 27}",low,1367.7,hydraulic
SU3098,SmoothDrive 9,26,169.77,Advanced spring suspension.,suspension,BrandD,17.39,9.95,"(0.56, 0.71, 0.72)","{'Steel': 65, 'Rubber': 21}",medium,1430.8,spring
SU8112,SpringFlex 8,30,262.94,High-performance hydraulic suspension.,suspension,BrandC,17.35,9.1,"(0.65, 0.56, 0.6)","{'Steel': 66, 'Rubber': 21}",high,1307.1,hydraulic
SU5280,ShockMaster 7,21,218.25,Reliable spring suspension.,suspension,BrandE,17.5,8.16,"(0.74, 0.6, 0.73)","{'Steel': 78, 'Rubber': 34}",low,1433.0,spring
SU8249,AirRide 8,37,158.67,Durable spring suspension.,suspension,BrandE,17.49,7.79,"(0.73, 0.7, 0.79)","{'Steel': 69, 'Rubber': 26}",low,1629.9,spring
SU1693,AirRide 2,2,280.9,Durable coilover suspension.,suspension,BrandD,17.57,8.02,"(0.69, 0.66, 0.73)","{'Steel': 69, 'Rubber': 21}",high,1229.8,coilover
SU7214,AirRide 6,37,256.3,Advanced spring suspension.,suspension,BrandA,17.49,8.74,"(0.56, 0.71, 0.51)","{'Steel': 64, 'Rubber': 27}",high,1701.4,spring
SU9571,SmoothDrive 2,38,205.65,Advanced leaf_spring suspension.,suspension,BrandE,17.5,7.97,"(0.69, 0.52, 0.64)","{'Steel': 75, 'Rubber': 34}",high,1549.1,leaf_spring
SU8275,TrailShock 1,27,294.85,Durable spring suspension.,suspension,BrandC,17.39,9.51,"(0.72, 0.7, 0.69)","{'Steel': 63, 'Rubber': 31}",low,1616.4,spring
SU4146,SmoothDrive 2,31,204.96,Durable coilover suspension.,suspension,BrandB,17.35,7.56,"(0.76, 0.8, 0.65)","{'Steel': 76, 'Rubber': 23}",medium,1704.1,coilover
SU9575,TrailShock 7,49,280.46,Reliable spring suspension.,suspension,BrandC,17.31,9.9,"(0.77, 0.64, 0.76)","{'Steel': 73, 'Rubber': 30}",high,1429.4,spring
SU8205,TrailShock 4,43,245.68,Durable hydraulic suspension.,suspension,BrandE,17.36,8.61,"(0.56, 0.51, 0.59)","{'Steel': 70, 'Rubber': 37}",high,1675.0,hydraulic
SU8829,SmoothDrive 9,18,199.02,Advanced coilover suspension.,suspension,BrandC,17.49,9.87,"(0.57, 0.67, 0.72)","{'Steel': 69, 'Rubber': 32}",low,1435.9,coilover
SU1630,TrailShock 8,5,225.84,Reliable air suspension.,suspension,BrandB,17.53,8.67,"(0.65, 0.64, 0.71)","{'Steel': 62, 'Rubber': 34}",high,1541.6,air
SU8853,SpringFlex 1,37,277.71,Reliable hydraulic suspension.,suspension,BrandD,17.58,8.62,"(0.58, 0.56, 0.65)","{'Steel': 74, 'Rubber': 39}",low,1303.7,hydraulic
SU1010,AirRide 2,21,283.03,Durable spring suspension.,suspension,BrandA,17.47,7.39,"(0.69, 0.63, 0.58)","{'Steel': 69, 'Rubber': 24}",low,1355.8,spring
SU2997,TrailShock 3,33,170.94,Advanced spring suspension.,suspension,BrandE,17.46,8.36,"(0.78, 0.6, 0.57)","{'Steel': 76, 'Rubber': 28}",medium,1744.2,spring
SU4069,TrailShock 4,31,180.99,Advanced hydraulic suspension.,suspension,BrandC,17.54,9.32,"(0.61, 0.74, 0.6)","{'Steel': 65, 'Rubber': 23}",high,1624.3,hydraulic
SU8150,AirRide 6,34,165.28,Advanced hydraulic suspension.,suspension,BrandC,17.42,8.2,"(0.69, 0.75, 0.8)","{'Steel': 80, 'Rubber': 30}",low,1297.8,hydraulic
SU1450,AirRide 1,50,294.43,Durable air suspension.,suspension,BrandA,17.39,8.43,"(0.58, 0.78, 0.53)","{'Steel': 63, 'Rubber': 22}",medium,1436.2,air
SU4553,AirRide 7,17,288.94,Advanced spring suspension.,suspension,BrandD,17.35,8.83,"(0.64, 0.66, 0.7)","{'Steel': 78, 'Rubber': 38}",high,1750.8,spring
SU1065,AirRide 2,32,198.73,High-performance spring suspension.,suspension,BrandD,17.41,9.04,"(0.63, 0.66, 0.74)","{'Steel': 74, 'Rubber': 32}",low,1649.6,spring
SU6872,SmoothDrive 3,27,226.87,High-performance coilover suspension.,suspension,BrandB,17.3,9.98,"(0.7, 0.66, 0.73)","{'Steel': 61, 'Rubber': 35}",high,1288.6,coilover
SU7444,ShockMaster 8,39,224.06,Advanced spring suspension.,suspension,BrandA,17.56,8.31,"(0.57, 0.51, 0.62)","{'Steel': 65, 'Rubber': 23}",low,1533.1,spring
SU9577,AirRide 1,33,212.0,High-performance air suspension.,suspension,BrandC,17.45,7.8,"(0.66, 0.64, 0.57)","{'Steel': 76, 'Rubber': 32}",low,1727.5,air
SU5888,SmoothDrive 6,12,169.18,Reliable air suspension.,suspension,BrandB,17.36,8.9,"(0.75, 0.58, 0.66)","{'Steel': 60, 'Rubber': 35}",high,1458.1,air
SU4292,SmoothDrive 4,36,243.47,Reliable hydraulic suspension.,suspension,BrandA,17.48,9.77,"(0.67, 0.74, 0.69)","{'Steel': 76, 'Rubber': 30}",medium,1515.9,hydraulic
SU4387,SpringFlex 7,9,253.8,Reliable coilover suspension.,suspension,BrandC,17.55,9.73,"(0.74, 0.65, 0.69)","{'Steel': 76, 'Rubber': 32}",high,1784.0,coilover
SU5219,SmoothDrive 9,7,230.29,High-performance coilover suspension.,suspension,BrandA,17.52,7.45,"(0.5, 0.66, 0.58)","{'Steel': 71, 'Rubber': 28}",high,1449.2,coilover
SU6921,ShockMaster 7,21,194.91,High-performance air suspension.,suspension,BrandB,17.52,8.76,"(0.69, 0.54, 0.67)","{'Steel': 61, 'Rubber': 33}",low,1242.9,air
SU8785,TrailShock 6,35,293.81,Durable coilover suspension.,suspension,BrandA,17.43,7.82,"(0.65, 0.52, 0.73)","{'Steel': 69, 'Rubber': 29}",medium,1656.7,coilover
SU7709,SmoothDrive 5,32,260.45,High-performance hydraulic suspension.,suspension,BrandD,17.38,9.24,"(0.69, 0.6, 0.58)","{'Steel': 67, 'Rubber': 38}",low,1499.8,hydraulic
SU1170,SpringFlex 4,30,295.46,High-performance air suspension.,suspension,BrandC,17.6,7.55,"(0.66, 0.61, 0.72)","{'Steel': 76, 'Rubber': 27}",high,1250.3,air
SU2328,SpringFlex 8,20,230.13,Durable spring suspension.,suspension,BrandD,17.49,7.52,"(0.72, 0.51, 0.68)","{'Steel': 70, 'Rubber': 29}",medium,1772.7,spring
SU7109,SmoothDrive 1,9,296.43,Advanced coilover suspension.,suspension,BrandA,17.38,9.05,"(0.53, 0.68, 0.77)","{'Steel': 64, 'Rubber': 28}",medium,1738.4,coilover
SU1935,ShockMaster 4,36,237.27,Reliable coilover suspension.,suspension,BrandA,17.5,8.2,"(0.66, 0.72, 0.61)","{'Steel': 79, 'Rubber': 26}",high,1753.0,coilover
SU5639,TrailShock 8,33,182.21,High-performance hydraulic suspension.,suspension,BrandE,17.34,7.99,"(0.53, 0.58, 0.72)","{'Steel': 66, 'Rubber': 32}",high,1318.3,hydraulic
SU8942,TrailShock 2,28,225.02,Reliable air suspension.,suspension,BrandB,17.38,7.96,"(0.74, 0.61, 0.57)","{'Steel': 70, 'Rubber': 28}",low,1574.4,air
SU8614,TrailShock 7,25,274.43,Durable hydraulic suspension.,suspension,BrandB,17.54,9.87,"(0.62, 0.61, 0.67)","{'Steel': 79, 'Rubber': 30}",low,1745.3,hydraulic
SU8858,TrailShock 7,25,203.1,Advanced air suspension.,suspension,BrandB,17.44,7.72,"(0.77, 0.56, 0.67)","{'Steel': 65, 'Rubber': 27}",high,1340.6,air
SU6615,TrailShock 3,29,249.11,High-performance air suspension.,suspension,BrandC,17.37,7.71,"(0.79, 0.74, 0.58)","{'Steel': 75, 'Rubber': 33}",medium,1509.0,air
SU5968,SmoothDrive 7,41,283.48,Durable coilover suspension.,suspension,BrandB,17.56,8.98,"(0.8, 0.75, 0.6)","{'Steel': 68, 'Rubber': 33}",high,1799.7,coilover
SU8449,SmoothDrive 9,41,224.18,Durable hydraulic suspension.,suspension,BrandA,17.42,8.72,"(0.8, 0.74, 0.66)","{'Steel': 76, 'Rubber': 24}",medium,1696.5,hydraulic
SU8231,AirRide 7,6,248.91,Reliable leaf_spring suspension.,suspension,BrandE,17.44,8.61,"(0.57, 0.74, 0.66)","{'Steel': 70, 'Rubber': 33}",low,1727.1,leaf_spring
SU2915,ShockMaster 8,9,155.79,Durable hydraulic suspension.,suspension,BrandB,17.42,7.97,"(0.7, 0.69, 0.57)","{'Steel': 73, 'Rubber': 37}",medium,1477.9,hydraulic
SU3671,ShockMaster 7,4,176.37,Advanced air suspension.,suspension,BrandD,17.35,9.78,"(0.64, 0.54, 0.6)","{'Steel': 80, 'Rubber': 31}",medium,1796.5,air
SU6136,TrailShock 4,38,218.1,Reliable hydraulic suspension.,suspension,BrandE,17.53,9.58,"(0.52, 0.52, 0.73)","{'Steel': 66, 'Rubber': 30}",low,1665.3,hydraulic
SU3956,SpringFlex 6,11,170.7,Durable leaf_spring suspension.,suspension,BrandC,17.54,7.31,"(0.7, 0.54, 0.61)","{'Steel': 64, 'Rubber': 35}",high,1201.7,leaf_spring
SU3100,SpringFlex 2,39,225.61,Durable spring suspension.,suspension,BrandB,17.47,9.09,"(0.77, 0.72, 0.69)","{'Steel': 66, 'Rubber': 37}",low,1315.0,spring
SU2582,SpringFlex 5,49,156.14,Advanced coilover suspension.,suspension,BrandD,17.59,9.6,"(0.7, 0.59, 0.52)","{'Steel': 71, 'Rubber': 36}",low,1702.3,coilover
SU3726,AirRide 7,8,159.84,Advanced coilover suspension.,suspension,BrandE,17.55,8.71,"(0.64, 0.79, 0.74)","{'Steel': 79, 'Rubber': 29}",low,1585.1,coilover
SU5796,TrailShock 2,20,298.89,Durable spring suspension.,suspension,BrandB,17.4,7.76,"(0.75, 0.53, 0.72)","{'Steel': 72, 'Rubber': 35}",high,1769.6,spring
SU2072,SpringFlex 1,48,153.47,Reliable coilover suspension.,suspension,BrandE,17.51,7.56,"(0.69, 0.54, 0.66)","{'Steel': 61, 'Rubber': 33}",low,1274.2,coilover
SU9955,TrailShock 2,12,262.19,Durable leaf_spring suspension.,suspension,BrandA,17.31,8.36,"(0.54, 0.59, 0.56)","{'Steel': 80, 'Rubber': 31}",low,1221.3,leaf_spring
SU6947,AirRide 1,11,277.58,High-performance air suspension.,suspension,BrandE,17.59,9.44,"(0.68, 0.66, 0.58)","{'Steel': 71, 'Rubber': 28}",low,1302.6,air
SU3711,SmoothDrive 3,50,263.79,Reliable coilover suspension.,suspension,BrandD,17.37,8.45,"(0.51, 0.53, 0.55)","{'Steel': 73, 'Rubber': 37}",low,1323.0,coilover
SU9724,TrailShock 9,14,275.71,Reliable hydraulic suspension.,suspension,BrandC,17.53,9.68,"(0.51, 0.59, 0.75)","{'Steel': 68, 'Rubber': 31}",low,1761.4,hydraulic
SU7530,ShockMaster 1,43,264.03,Reliable hydraulic suspension.,suspension,BrandA,17.47,8.06,"(0.56, 0.51, 0.78)","{'Steel': 76, 'Rubber': 34}",high,1713.4,hydraulic
SU4713,SpringFlex 8,21,293.88,Durable air suspension.,suspension,BrandD,17.42,8.22,"(0.51, 0.66, 0.67)","{'Steel': 67, 'Rubber': 33}",high,1204.2,air
SU6414,AirRide 2,37,210.18,Advanced hydraulic suspension.,suspension,BrandD,17.41,9.79,"(0.57, 0.71, 0.52)","{'Steel': 65, 'Rubber': 27}",low,1688.1,hydraulic
SU6168,SmoothDrive 8,23,252.23,Durable hydraulic suspension.,suspension,BrandD,17.52,8.48,"(0.72, 0.59, 0.69)","{'Steel': 72, 'Rubber': 35}",high,1535.7,hydraulic
SU5200,SmoothDrive 8,19,261.47,Advanced air suspension.,suspension,BrandD,17.41,9.19,"(0.77, 0.6, 0.77)","{'Steel': 68, 'Rubber': 39}",low,1658.3,air
SU2262,SmoothDrive 9,20,255.85,Durable spring suspension.,suspension,BrandD,17.55,9.98,"(0.55, 0.71, 0.52)","{'Steel': 70, 'Rubber': 24}",high,1401.1,spring
SU6305,SpringFlex 1,50,234.05,Durable leaf_spring suspension.,suspension,BrandC,17.32,9.83,"(0.53, 0.7, 0.68)","{'Steel': 76, 'Rubber': 21}",low,1566.4,leaf_spring
SU2451,ShockMaster 6,8,298.82,High-performance air suspension.,suspension,BrandC,17.5,8.1,"(0.51, 0.55, 0.55)","{'Steel': 68, 'Rubber': 21}",low,1466.0,air
SU2985,SpringFlex 3,10,235.84,High-performance leaf_spring suspension.,suspension,BrandD,17.58,7.78,"(0.79, 0.73, 0.5)","{'Steel': 60, 'Rubber': 26}",high,1207.2,leaf_spring
SU3320,SmoothDrive 6,8,204.78,Advanced hydraulic suspension.,suspension,BrandE,17.36,8.74,"(0.65, 0.66, 0.79)","{'Steel': 75, 'Rubber': 28}",low,1380.3,hydraulic
SU7927,SpringFlex 1,23,242.12,High-performance air suspension.,suspension,BrandC,17.58,7.77,"(0.69, 0.68, 0.59)","{'Steel': 64, 'Rubber': 37}",low,1309.7,air
SU4518,ShockMaster 5,43,182.32,Durable hydraulic suspension.,suspension,BrandB,17.53,7.65,"(0.53, 0.8, 0.66)","{'Steel': 69, 'Rubber': 23}",medium,1794.3,hydraulic
SU7449,SpringFlex 5,11,236.34,High-performance spring suspension.,suspension,BrandD,17.43,8.05,"(0.65, 0.54, 0.58)","{'Steel': 71, 'Rubber': 28}",low,1647.4,spring
SU5310,AirRide 3,39,272.56,Durable hydraulic suspension.,suspension,BrandA,17.45,9.77,"(0.7, 0.61, 0.64)","{'Steel': 70, 'Rubber': 40}",medium,1469.6,hydraulic
SU9132,ShockMaster 2,1,237.95,Advanced leaf_spring suspension.,suspension,BrandD,17.56,7.48,"(0.78, 0.52, 0.63)","{'Steel': 70, 'Rubber': 31}",low,1273.8,leaf_spring
SU6910,AirRide 4,16,253.23,Advanced spring suspension.,suspension,BrandA,17.35,7.68,"(0.68, 0.54, 0.73)","{'Steel': 76, 'Rubber': 24}",low,1721.5,spring
SU4028,AirRide 6,9,250.37,Reliable coilover suspension.,suspension,BrandE,17.46,7.24,"(0.61, 0.68, 0.57)","{'Steel': 66, 'Rubber': 35}",medium,1519.2,coilover
SU3884,ShockMaster 8,9,260.76,Reliable spring suspension.,suspension,BrandA,17.49,7.81,"(0.7, 0.76, 0.59)","{'Steel': 79, 'Rubber': 38}",medium,1612.5,spring
SU5884,AirRide 9,48,274.44,Advanced hydraulic suspension.,suspension,BrandB,17.56,7.92,"(0.66, 0.56, 0.52)","{'Steel': 77, 'Rubber': 29}",low,1682.8,hydraulic
SU4258,AirRide 8,1,260.47,Durable air suspension.,suspension,BrandE,17.35,8.48,"(0.56, 0.59, 0.67)","{'Steel': 64, 'Rubber': 26}",medium,1378.2,air
SU1800,SpringFlex 8,2,294.96,Reliable air suspension.,suspension,BrandB,17.39,7.09,"(0.63, 0.51, 0.74)","{'Steel': 66, 'Rubber': 23}",medium,1781.6,air
SU2934,ShockMaster 4,23,228.61,Reliable coilover suspension.,suspension,BrandD,17.56,9.2,"(0.61, 0.59, 0.69)","{'Steel': 63, 'Rubber': 28}",medium,1596.8,coilover
SU3001,ShockMaster 3,31,171.81,Reliable coilover suspension.,suspension,BrandC,17.51,8.88,"(0.7, 0.64, 0.77)","{'Steel': 80, 'Rubber': 38}",low,1701.2,coilover
SU6003,SmoothDrive 8,24,299.44,Advanced coilover suspension.,suspension,BrandD,17.49,7.15,"(0.52, 0.55, 0.62)","{'Steel': 75, 'Rubber': 25}",low,1601.1,coilover
SU9479,TrailShock 6,45,221.49,Durable leaf_spring suspension.,suspension,BrandE,17.57,9.41,"(0.66, 0.61, 0.61)","{'Steel': 62, 'Rubber': 30}",low,1350.6,leaf_spring
SU7003,SpringFlex 2,39,279.58,Reliable hydraulic suspension.,suspension,BrandA,17.52,8.15,"(0.68, 0.78, 0.52)","{'Steel': 65, 'Rubber': 33}",high,1275.8,hydraulic
