id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
DT9644,Flame 6,31,113.82,Durable decal/tint.,decalandtint,BrandA,17.47,0.96,"(1.11, 1.04, 1.35)","{'Vinyl': 84, 'Adhesive': 21}",undefined,D4AF37,D4AF37,unfinished,uv
DT6232,Flame 2,34,139.28,High-quality decal/tint.,decalandtint,BrandC,17.41,0.9,"(1.48, 1.46, 1.33)","{'Vinyl': 80, 'Adhesive': 21}",high,DAA520,F5F5F5,glossy,scratch
DT4686,Graphic 6,19,126.43,Vibrant decal/tint.,decalandtint,BrandC,17.41,0.57,"(1.34, 1.17, 1.05)","{'Vinyl': 73, 'Adhesive': 17}",medium,DAA520,FF5733,unfinished,uv
DT4050,Custom 8,31,143.26,High-quality decal/tint.,decalandtint,BrandB,17.49,0.89,"(1.25, 1.33, 1.28)","{'Vinyl': 88, 'Adhesive': 14}",medium,F5DEB3,8B4513,unfinished,scratch
DT2734,Flame 7,22,139.24,Durable decal/tint.,decalandtint,BrandC,17.49,0.96,"(1.47, 1.06, 1.01)","{'Vinyl': 85, 'Adhesive': 22}",undefined,F5F5F5,FF0000,unfinished,uv
DT6784,Graphic 8,19,111.54,Vibrant decal/tint.,decalandtint,BrandA,17.6,0.99,"(1.42, 1.5, 1.06)","{'Vinyl': 85, 'Adhesive': 21}",high,708090,8B4513,matte,dust
DT3318,Flame 8,34,135.86,Durable decal/tint.,decalandtint,BrandC,17.48,0.71,"(1.17, 1.14, 1.26)","{'Vinyl': 80, 'Adhesive': 24}",low,FF5733,F5F5F5,unfinished,uv
DT2423,Blackout 9,23,111.41,High-quality decal/tint.,decalandtint,BrandC,17.59,0.59,"(1.28, 1.28, 1.06)","{'Vinyl': 88, 'Adhesive': 17}",medium,FF5733,2980B9,unfinished,uv
DT3973,Racing 4,26,88.16,High-quality decal/tint.,decalandtint,BrandB,17.43,0.82,"(1.26, 1.42, 1.07)","{'Vinyl': 81, 'Adhesive': 22}",medium,2980B9,708090,matte,scratch
DT2562,Blackout 3,9,116.26,Vibrant decal/tint.,decalandtint,BrandB,17.52,0.7,"(1.23, 1.4, 1.06)","{'Vinyl': 74, 'Adhesive': 12}",undefined,D4AF37,FF5733,matte,uv
DT9686,Blackout 2,48,89.38,Durable decal/tint.,decalandtint,BrandB,17.45,0.83,"(1.41, 1.16, 1.11)","{'Vinyl': 70, 'Adhesive': 10}",undefined,D4AF37,FF0000,matte,dust
DT7237,Graphic 9,5,115.95,Durable decal/tint.,decalandtint,BrandC,17.57,0.59,"(1.37, 1.46, 1.28)","{'Vinyl': 78, 'Adhesive': 24}",undefined,FF0000,8B4513,matte,scratch
DT3605,Flame 6,37,106.35,Custom decal/tint.,decalandtint,BrandC,17.54,0.99,"(1.04, 1.31, 1.45)","{'Vinyl': 79, 'Adhesive': 23}",low,8B4513,F5DEB3,matte,light
DT5962,Blackout 4,49,140.94,Durable decal/tint.,decalandtint,BrandB,17.48,0.68,"(1.34, 1.37, 1.32)","{'Vinyl': 80, 'Adhesive': 29}",low,D4AF37,F5DEB3,unfinished,scratch
DT9976,Blackout 4,50,95.67,Custom decal/tint.,decalandtint,BrandC,17.45,0.6,"(1.24, 1.25, 1.1)","{'Vinyl': 89, 'Adhesive': 15}",medium,708090,8B4513,matte,scratch
DT3931,Custom 7,46,99.51,High-quality decal/tint.,decalandtint,BrandB,17.53,0.88,"(1.29, 1.31, 1.42)","{'Vinyl': 78, 'Adhesive': 16}",undefined,D4AF37,DAA520,unfinished,light
DT4957,Graphic 7,26,126.02,High-quality decal/tint.,decalandtint,BrandC,17.43,0.77,"(1.27, 1.17, 1.37)","{'Vinyl': 79, 'Adhesive': 18}",low,F5F5F5,FF5733,matte,light
DT9139,Custom 3,12,131.32,High-quality decal/tint.,decalandtint,BrandA,17.57,0.98,"(1.34, 1.17, 1.16)","{'Vinyl': 87, 'Adhesive': 26}",medium,FF5733,DAA520,unfinished,uv
DT1723,Blackout 1,4,118.23,Custom decal/tint.,decalandtint,BrandA,17.6,0.63,"(1.14, 1.46, 1.49)","{'Vinyl': 80, 'Adhesive': 20}",undefined,F5F5F5,2F4F4F,unfinished,light
DT9781,Graphic 4,30,80.64,Durable decal/tint.,decalandtint,BrandA,17.57,0.55,"(1.09, 1.45, 1.11)","{'Vinyl': 74, 'Adhesive': 30}",high,8B4513,F5DEB3,matte,dust
DT9870,Racing 8,49,85.57,Durable decal/tint.,decalandtint,BrandC,17.44,0.53,"(1.16, 1.4, 1.14)","{'Vinyl': 74, 'Adhesive': 28}",medium,8B4513,2F4F4F,glossy,scratch
DT5312,Custom 2,43,131.77,Durable decal/tint.,decalandtint,BrandC,17.43,0.72,"(1.15, 1.06, 1.2)","{'Vinyl': 75, 'Adhesive': 19}",high,2F4F4F,708090,matte,dust
DT8477,Racing 4,48,143.14,Durable decal/tint.,decalandtint,BrandA,17.57,0.64,"(1.08, 1.47, 1.4)","{'Vinyl': 90, 'Adhesive': 28}",medium,F5DEB3,FF5733,glossy,uv
DT7105,Racing 1,37,121.82,High-quality decal/tint.,decalandtint,BrandC,17.46,0.81,"(1.35, 1.05, 1.47)","{'Vinyl': 90, 'Adhesive': 28}",low,FF0000,8B4513,glossy,scratch
DT3581,Graphic 6,20,125.28,Vibrant decal/tint.,decalandtint,BrandB,17.47,0.84,"(1.45, 1.24, 1.09)","{'Vinyl': 70, 'Adhesive': 24}",medium,DAA520,F5F5F5,glossy,dust
DT7188,Custom 3,50,126.83,Custom decal/tint.,decalandtint,BrandC,17.56,0.97,"(1.35, 1.01, 1.16)","{'Vinyl': 75, 'Adhesive': 28}",undefined,F5DEB3,DAA520,matte,uv
DT4557,Racing 6,9,146.09,Durable decal/tint.,decalandtint,BrandC,17.54,0.94,"(1.01, 1.41, 1.42)","{'Vinyl': 75, 'Adhesive': 16}",medium,8B4513,2980B9,matte,dust
DT2907,Graphic 1,1,118.64,Durable decal/tint.,decalandtint,BrandC,17.44,0.73,"(1.18, 1.39, 1.12)","{'Vinyl': 76, 'Adhesive': 29}",medium,DAA520,FF5733,glossy,light
DT2819,Racing 4,39,101.59,Durable decal/tint.,decalandtint,BrandA,17.56,0.97,"(1.2, 1.23, 1.45)","{'Vinyl': 70, 'Adhesive': 17}",undefined,D4AF37,F5F5F5,glossy,light
DT6069,Flame 7,8,106.64,Vibrant decal/tint.,decalandtint,BrandA,17.57,0.65,"(1.02, 1.39, 1.1)","{'Vinyl': 73, 'Adhesive': 11}",high,D4AF37,708090,matte,scratch
DT3917,Graphic 5,2,104.71,High-quality decal/tint.,decalandtint,BrandC,17.58,0.97,"(1.28, 1.24, 1.47)","{'Vinyl': 76, 'Adhesive': 16}",low,2980B9,F5DEB3,glossy,dust
DT2484,Graphic 1,34,110.25,Durable decal/tint.,decalandtint,BrandB,17.42,0.53,"(1.44, 1.45, 1.2)","{'Vinyl': 76, 'Adhesive': 23}",low,F5DEB3,FF0000,unfinished,dust
DT8287,Flame 2,42,97.16,Durable decal/tint.,decalandtint,BrandA,17.51,0.77,"(1.27, 1.09, 1.22)","{'Vinyl': 77, 'Adhesive': 12}",medium,2980B9,8B4513,unfinished,uv
DT7860,Flame 4,24,122.25,Vibrant decal/tint.,decalandtint,BrandC,17.5,0.86,"(1.48, 1.32, 1.49)","{'Vinyl': 83, 'Adhesive': 17}",undefined,2F4F4F,FF5733,unfinished,dust
DT1839,Blackout 1,37,111.68,High-quality decal/tint.,decalandtint,BrandB,17.52,0.74,"(1.38, 1.09, 1.25)","{'Vinyl': 75, 'Adhesive': 12}",high,8B4513,708090,glossy,dust
DT5755,Custom 2,22,114.06,High-quality decal/tint.,decalandtint,BrandA,17.57,0.87,"(1.45, 1.39, 1.19)","{'Vinyl': 74, 'Adhesive': 20}",medium,2F4F4F,DAA520,unfinished,light
DT7728,Custom 4,29,135.88,Custom decal/tint.,decalandtint,BrandB,17.44,0.59,"(1.23, 1.42, 1.17)","{'Vinyl': 70, 'Adhesive': 22}",low,FF5733,F5F5F5,unfinished,light
DT3007,Flame 7,38,139.99,Durable decal/tint.,decalandtint,BrandA,17.49,0.73,"(1.47, 1.46, 1.07)","{'Vinyl': 78, 'Adhesive': 17}",undefined,708090,D4AF37,glossy,light
DT8236,Custom 1,4,115.05,High-quality decal/tint.,decalandtint,BrandA,17.51,0.55,"(1.05, 1.11, 1.41)","{'Vinyl': 75, 'Adhesive': 25}",high,F5F5F5,F5F5F5,glossy,scratch
DT7272,Racing 1,5,97.62,Vibrant decal/tint.,decalandtint,BrandA,17.53,0.65,"(1.3, 1.3, 1.45)","{'Vinyl': 72, 'Adhesive': 29}",medium,2F4F4F,2980B9,glossy,light
DT7458,Racing 2,7,88.14,Durable decal/tint.,decalandtint,BrandC,17.51,0.86,"(1.38, 1.14, 1.38)","{'Vinyl': 70, 'Adhesive': 27}",medium,D4AF37,F5DEB3,glossy,light
DT6641,Blackout 8,13,131.28,High-quality decal/tint.,decalandtint,BrandC,17.44,0.79,"(1.07, 1.24, 1.24)","{'Vinyl': 85, 'Adhesive': 19}",medium,DAA520,DAA520,glossy,scratch
DT8692,Racing 8,45,86.85,High-quality decal/tint.,decalandtint,BrandA,17.42,0.96,"(1.42, 1.3, 1.31)","{'Vinyl': 72, 'Adhesive': 28}",high,F5DEB3,F5DEB3,glossy,scratch
DT7843,Custom 2,18,107.75,Custom decal/tint.,decalandtint,BrandC,17.4,0.57,"(1.43, 1.24, 1.04)","{'Vinyl': 77, 'Adhesive': 14}",high,F5F5F5,FF0000,unfinished,dust
DT7535,Racing 3,40,112.19,Durable decal/tint.,decalandtint,BrandA,17.46,0.94,"(1.09, 1.26, 1.08)","{'Vinyl': 76, 'Adhesive': 24}",undefined,8B4513,F5F5F5,glossy,dust
DT5221,Graphic 2,1,86.79,High-quality decal/tint.,decalandtint,BrandA,17.58,0.94,"(1.32, 1.43, 1.26)","{'Vinyl': 90, 'Adhesive': 15}",undefined,8B4513,D4AF37,unfinished,uv
DT2607,Flame 9,6,126.28,High-quality decal/tint.,decalandtint,BrandC,17.54,0.55,"(1.36, 1.12, 1.19)","{'Vinyl': 80, 'Adhesive': 12}",medium,8B4513,FF5733,unfinished,uv
DT2312,Flame 1,11,135.26,High-quality decal/tint.,decalandtint,BrandA,17.52,0.66,"(1.47, 1.13, 1.43)","{'Vinyl': 72, 'Adhesive': 25}",medium,FF5733,F5DEB3,unfinished,scratch
DT9837,Blackout 4,27,84.0,Vibrant decal/tint.,decalandtint,BrandC,17.5,0.58,"(1.47, 1.46, 1.3)","{'Vinyl': 83, 'Adhesive': 25}",low,FF0000,8B4513,matte,light
DT1812,Flame 4,47,134.98,Custom decal/tint.,decalandtint,BrandB,17.55,0.6,"(1.11, 1.42, 1.42)","{'Vinyl': 88, 'Adhesive': 27}",undefined,FF0000,2980B9,unfinished,dust
DT7805,Graphic 2,46,86.91,Durable decal/tint.,decalandtint,BrandA,17.48,0.82,"(1.41, 1.46, 1.13)","{'Vinyl': 78, 'Adhesive': 21}",low,8B4513,2F4F4F,matte,light
DT7234,Graphic 6,50,135.04,Vibrant decal/tint.,decalandtint,BrandA,17.4,0.53,"(1.04, 1.33, 1.03)","{'Vinyl': 86, 'Adhesive': 15}",medium,708090,F5DEB3,unfinished,dust
DT7510,Flame 2,11,103.78,Durable decal/tint.,decalandtint,BrandC,17.51,0.8,"(1.26, 1.38, 1.36)","{'Vinyl': 77, 'Adhesive': 13}",medium,DAA520,708090,glossy,dust
DT9304,Graphic 6,47,132.63,High-quality decal/tint.,decalandtint,BrandA,17.51,0.79,"(1.34, 1.09, 1.3)","{'Vinyl': 86, 'Adhesive': 27}",low,FF5733,708090,glossy,light
DT4277,Racing 6,19,90.69,Durable decal/tint.,decalandtint,BrandC,17.42,0.86,"(1.47, 1.25, 1.26)","{'Vinyl': 74, 'Adhesive': 17}",low,2980B9,DAA520,unfinished,dust
DT3659,Custom 8,35,147.89,High-quality decal/tint.,decalandtint,BrandB,17.56,0.98,"(1.08, 1.41, 1.07)","{'Vinyl': 89, 'Adhesive': 18}",medium,DAA520,FF0000,matte,scratch
DT1815,Graphic 7,6,141.53,Custom decal/tint.,decalandtint,BrandA,17.53,0.75,"(1.15, 1.45, 1.14)","{'Vinyl': 87, 'Adhesive': 27}",medium,8B4513,D4AF37,matte,dust
DT3798,Blackout 6,32,131.56,High-quality decal/tint.,decalandtint,BrandB,17.45,0.57,"(1.11, 1.02, 1.39)","{'Vinyl': 78, 'Adhesive': 18}",low,2980B9,DAA520,unfinished,dust
DT4886,Custom 5,45,95.35,High-quality decal/tint.,decalandtint,BrandC,17.52,0.66,"(1.38, 1.41, 1.15)","{'Vinyl': 82, 'Adhesive': 12}",medium,DAA520,FF5733,unfinished,light
DT2343,Graphic 7,9,127.11,Vibrant decal/tint.,decalandtint,BrandA,17.49,0.68,"(1.07, 1.15, 1.2)","{'Vinyl': 80, 'Adhesive': 25}",high,DAA520,8B4513,matte,dust
DT8129,Racing 2,31,112.04,High-quality decal/tint.,decalandtint,BrandA,17.54,0.79,"(1.43, 1.07, 1.11)","{'Vinyl': 89, 'Adhesive': 11}",low,8B4513,F5F5F5,glossy,dust
DT3551,Blackout 1,37,146.21,Durable decal/tint.,decalandtint,BrandB,17.58,0.52,"(1.05, 1.31, 1.21)","{'Vinyl': 82, 'Adhesive': 26}",undefined,FF0000,8B4513,glossy,light
DT2920,Blackout 4,48,84.28,Durable decal/tint.,decalandtint,BrandB,17.56,0.72,"(1.43, 1.35, 1.09)","{'Vinyl': 82, 'Adhesive': 17}",medium,D4AF37,2980B9,glossy,dust
DT6503,Graphic 5,19,129.66,Vibrant decal/tint.,decalandtint,BrandA,17.5,0.82,"(1.01, 1.25, 1.27)","{'Vinyl': 70, 'Adhesive': 24}",undefined,FF5733,D4AF37,glossy,scratch
DT5827,Custom 4,40,100.94,Vibrant decal/tint.,decalandtint,BrandC,17.46,0.88,"(1.3, 1.03, 1.34)","{'Vinyl': 74, 'Adhesive': 13}",undefined,D4AF37,D4AF37,unfinished,uv
DT7550,Custom 9,40,138.0,Durable decal/tint.,decalandtint,BrandA,17.49,0.56,"(1.47, 1.07, 1.15)","{'Vinyl': 87, 'Adhesive': 13}",high,708090,F5DEB3,matte,uv
DT5452,Custom 1,16,126.3,Custom decal/tint.,decalandtint,BrandA,17.52,0.76,"(1.38, 1.39, 1.08)","{'Vinyl': 77, 'Adhesive': 15}",undefined,8B4513,FF0000,glossy,uv
DT4433,Graphic 4,22,113.02,High-quality decal/tint.,decalandtint,BrandA,17.45,0.7,"(1.34, 1.18, 1.13)","{'Vinyl': 71, 'Adhesive': 14}",low,F5DEB3,F5F5F5,unfinished,scratch
DT1488,Flame 7,3,111.05,High-quality decal/tint.,decalandtint,BrandC,17.42,0.72,"(1.27, 1.12, 1.37)","{'Vinyl': 77, 'Adhesive': 15}",medium,FF0000,2980B9,matte,scratch
DT2848,Blackout 9,48,87.18,Vibrant decal/tint.,decalandtint,BrandC,17.58,1.0,"(1.35, 1.12, 1.42)","{'Vinyl': 88, 'Adhesive': 29}",high,D4AF37,DAA520,unfinished,scratch
DT5313,Graphic 3,10,148.3,Vibrant decal/tint.,decalandtint,BrandB,17.5,0.79,"(1.27, 1.08, 1.28)","{'Vinyl': 76, 'Adhesive': 12}",undefined,F5F5F5,8B4513,matte,uv
DT5578,Custom 6,6,126.28,Durable decal/tint.,decalandtint,BrandB,17.51,0.77,"(1.28, 1.18, 1.47)","{'Vinyl': 89, 'Adhesive': 24}",undefined,D4AF37,708090,matte,scratch
DT6899,Flame 8,29,116.37,High-quality decal/tint.,decalandtint,BrandB,17.59,0.61,"(1.43, 1.36, 1.44)","{'Vinyl': 74, 'Adhesive': 23}",high,D4AF37,FF5733,glossy,light
DT2526,Racing 3,3,149.5,Durable decal/tint.,decalandtint,BrandB,17.43,0.57,"(1.49, 1.2, 1.35)","{'Vinyl': 75, 'Adhesive': 17}",high,708090,DAA520,unfinished,light
DT1228,Blackout 6,9,110.02,High-quality decal/tint.,decalandtint,BrandA,17.52,0.71,"(1.26, 1.43, 1.03)","{'Vinyl': 73, 'Adhesive': 23}",medium,2F4F4F,8B4513,unfinished,uv
DT9767,Blackout 2,19,99.95,Durable decal/tint.,decalandtint,BrandB,17.41,0.72,"(1.15, 1.4, 1.04)","{'Vinyl': 77, 'Adhesive': 16}",undefined,8B4513,F5F5F5,unfinished,dust
DT3397,Racing 3,20,133.26,Vibrant decal/tint.,decalandtint,BrandC,17.59,0.5,"(1.31, 1.46, 1.37)","{'Vinyl': 90, 'Adhesive': 15}",low,FF0000,DAA520,unfinished,uv
DT3474,Custom 7,6,105.16,High-quality decal/tint.,decalandtint,BrandA,17.57,0.73,"(1.2, 1.11, 1.24)","{'Vinyl': 81, 'Adhesive': 12}",low,F5F5F5,FF0000,glossy,uv
DT7111,Racing 6,18,117.76,Durable decal/tint.,decalandtint,BrandA,17.47,0.78,"(1.11, 1.35, 1.43)","{'Vinyl': 87, 'Adhesive': 14}",medium,F5DEB3,2F4F4F,glossy,dust
DT4817,Custom 4,22,124.87,Vibrant decal/tint.,decalandtint,BrandC,17.58,0.72,"(1.31, 1.33, 1.24)","{'Vinyl': 82, 'Adhesive': 20}",low,708090,DAA520,unfinished,uv
DT1443,Flame 8,19,104.03,High-quality decal/tint.,decalandtint,BrandC,17.58,0.83,"(1.05, 1.45, 1.23)","{'Vinyl': 72, 'Adhesive': 25}",high,2980B9,2980B9,matte,scratch
DT8116,Racing 3,2,106.58,Custom decal/tint.,decalandtint,BrandB,17.6,0.9,"(1.27, 1.17, 1.39)","{'Vinyl': 79, 'Adhesive': 27}",high,8B4513,708090,matte,light
DT2278,Flame 6,44,114.96,Custom decal/tint.,decalandtint,BrandC,17.57,0.56,"(1.21, 1.09, 1.18)","{'Vinyl': 72, 'Adhesive': 30}",low,D4AF37,F5DEB3,glossy,uv
DT1002,Blackout 7,41,84.63,Custom decal/tint.,decalandtint,BrandB,17.54,0.53,"(1.01, 1.23, 1.28)","{'Vinyl': 80, 'Adhesive': 14}",high,708090,2980B9,unfinished,uv
DT6937,Racing 8,16,132.23,High-quality decal/tint.,decalandtint,BrandC,17.54,0.99,"(1.35, 1.18, 1.45)","{'Vinyl': 74, 'Adhesive': 15}",high,F5F5F5,8B4513,matte,dust
DT1661,Racing 4,38,120.64,Durable decal/tint.,decalandtint,BrandC,17.51,0.65,"(1.14, 1.06, 1.46)","{'Vinyl': 74, 'Adhesive': 17}",high,2980B9,708090,glossy,scratch
DT1038,Flame 6,11,145.81,Durable decal/tint.,decalandtint,BrandB,17.42,0.91,"(1.18, 1.02, 1.37)","{'Vinyl': 83, 'Adhesive': 15}",high,708090,DAA520,matte,light
DT9558,Flame 9,29,141.6,Custom decal/tint.,decalandtint,BrandC,17.44,0.84,"(1.04, 1.49, 1.44)","{'Vinyl': 71, 'Adhesive': 29}",medium,F5F5F5,FF0000,glossy,light
DT4787,Flame 1,34,91.45,Durable decal/tint.,decalandtint,BrandA,17.59,0.98,"(1.44, 1.21, 1.03)","{'Vinyl': 77, 'Adhesive': 19}",high,2F4F4F,DAA520,unfinished,uv
DT1959,Racing 3,44,113.59,Vibrant decal/tint.,decalandtint,BrandB,17.45,0.67,"(1.06, 1.08, 1.09)","{'Vinyl': 88, 'Adhesive': 18}",low,2F4F4F,F5DEB3,glossy,uv
DT6782,Blackout 4,5,109.64,Vibrant decal/tint.,decalandtint,BrandA,17.53,0.99,"(1.24, 1.48, 1.05)","{'Vinyl': 77, 'Adhesive': 25}",medium,2F4F4F,FF5733,matte,scratch
DT1179,Blackout 6,46,138.59,High-quality decal/tint.,decalandtint,BrandA,17.52,0.78,"(1.19, 1.07, 1.1)","{'Vinyl': 89, 'Adhesive': 30}",low,FF5733,DAA520,matte,uv
DT2352,Custom 7,15,141.99,Durable decal/tint.,decalandtint,BrandC,17.46,0.7,"(1.26, 1.29, 1.26)","{'Vinyl': 89, 'Adhesive': 28}",undefined,DAA520,2F4F4F,unfinished,uv
DT9499,Graphic 4,2,97.37,Vibrant decal/tint.,decalandtint,BrandB,17.6,0.61,"(1.39, 1.01, 1.26)","{'Vinyl': 78, 'Adhesive': 25}",medium,F5DEB3,2F4F4F,glossy,scratch
DT2911,Custom 8,3,97.8,Custom decal/tint.,decalandtint,BrandB,17.41,0.75,"(1.39, 1.1, 1.04)","{'Vinyl': 76, 'Adhesive': 27}",undefined,2980B9,D4AF37,matte,light
DT4911,Blackout 6,40,111.51,Custom decal/tint.,decalandtint,BrandA,17.51,0.53,"(1.12, 1.27, 1.2)","{'Vinyl': 85, 'Adhesive': 25}",medium,FF5733,D4AF37,unfinished,light
DT8714,Graphic 8,45,116.53,Vibrant decal/tint.,decalandtint,BrandB,17.53,0.64,"(1.49, 1.36, 1.4)","{'Vinyl': 79, 'Adhesive': 22}",high,FF0000,708090,glossy,dust
DT1663,Racing 6,24,145.84,High-quality decal/tint.,decalandtint,BrandA,17.44,0.73,"(1.45, 1.38, 1.47)","{'Vinyl': 84, 'Adhesive': 12}",medium,FF5733,FF0000,unfinished,uv
DT4609,Blackout 5,24,102.85,Custom decal/tint.,decalandtint,BrandB,17.47,0.85,"(1.39, 1.34, 1.01)","{'Vinyl': 73, 'Adhesive': 14}",undefined,DAA520,D4AF37,unfinished,uv
DT4024,Flame 6,43,88.5,Vibrant decal/tint.,decalandtint,BrandA,17.47,0.72,"(1.46, 1.4, 1.26)","{'Vinyl': 83, 'Adhesive': 26}",high,D4AF37,F5DEB3,glossy,dust
DT6380,Graphic 7,8,103.3,Custom decal/tint.,decalandtint,BrandA,17.5,0.77,"(1.46, 1.37, 1.26)","{'Vinyl': 84, 'Adhesive': 30}",undefined,2F4F4F,F5DEB3,unfinished,light
DT2395,Flame 2,15,119.31,High-quality decal/tint.,decalandtint,BrandA,17.45,0.61,"(1.07, 1.31, 1.32)","{'Vinyl': 76, 'Adhesive': 22}",medium,2980B9,D4AF37,unfinished,scratch
DT4770,Custom 2,31,140.95,Custom decal/tint.,decalandtint,BrandC,17.43,0.89,"(1.14, 1.02, 1.18)","{'Vinyl': 85, 'Adhesive': 21}",undefined,FF0000,8B4513,unfinished,uv
DT5017,Blackout 9,16,97.82,High-quality decal/tint.,decalandtint,BrandC,17.56,0.97,"(1.34, 1.45, 1.36)","{'Vinyl': 87, 'Adhesive': 11}",undefined,DAA520,DAA520,glossy,light
DT1858,Racing 7,15,87.29,Custom decal/tint.,decalandtint,BrandA,17.55,0.98,"(1.1, 1.18, 1.02)","{'Vinyl': 89, 'Adhesive': 27}",high,F5DEB3,F5DEB3,matte,uv
DT5015,Racing 8,5,104.2,Vibrant decal/tint.,decalandtint,BrandA,17.53,0.92,"(1.02, 1.26, 1.47)","{'Vinyl': 70, 'Adhesive': 22}",low,F5F5F5,FF0000,matte,dust
DT9252,Flame 9,24,133.86,Durable decal/tint.,decalandtint,BrandC,17.56,0.51,"(1.43, 1.45, 1.03)","{'Vinyl': 77, 'Adhesive': 14}",low,D4AF37,2980B9,matte,uv
DT4289,Blackout 9,15,113.43,Vibrant decal/tint.,decalandtint,BrandA,17.52,0.88,"(1.01, 1.15, 1.15)","{'Vinyl': 85, 'Adhesive': 20}",medium,FF0000,8B4513,matte,uv
DT8376,Racing 6,50,132.6,Custom decal/tint.,decalandtint,BrandB,17.58,0.89,"(1.3, 1.16, 1.1)","{'Vinyl': 77, 'Adhesive': 25}",high,8B4513,DAA520,matte,dust
DT6997,Graphic 1,16,124.69,Custom decal/tint.,decalandtint,BrandC,17.56,0.6,"(1.26, 1.36, 1.13)","{'Vinyl': 88, 'Adhesive': 12}",high,F5F5F5,D4AF37,glossy,dust
DT9822,Custom 7,46,80.5,Durable decal/tint.,decalandtint,BrandB,17.49,0.68,"(1.41, 1.22, 1.38)","{'Vinyl': 80, 'Adhesive': 27}",undefined,F5DEB3,FF0000,matte,scratch
DT3238,Flame 1,19,99.08,High-quality decal/tint.,decalandtint,BrandB,17.41,0.99,"(1.29, 1.3, 1.46)","{'Vinyl': 73, 'Adhesive': 27}",medium,708090,2980B9,glossy,dust
DT7804,Flame 9,47,105.77,Durable decal/tint.,decalandtint,BrandC,17.43,0.78,"(1.02, 1.37, 1.29)","{'Vinyl': 87, 'Adhesive': 13}",high,2980B9,D4AF37,glossy,dust
DT9771,Flame 2,19,83.23,High-quality decal/tint.,decalandtint,BrandA,17.49,0.69,"(1.32, 1.25, 1.17)","{'Vinyl': 77, 'Adhesive': 14}",undefined,F5F5F5,D4AF37,matte,uv
DT7200,Blackout 3,12,120.2,Durable decal/tint.,decalandtint,BrandC,17.55,0.77,"(1.22, 1.37, 1.49)","{'Vinyl': 77, 'Adhesive': 21}",undefined,FF0000,2F4F4F,matte,scratch
DT4823,Graphic 3,50,114.55,Custom decal/tint.,decalandtint,BrandA,17.49,0.66,"(1.41, 1.44, 1.44)","{'Vinyl': 83, 'Adhesive': 28}",high,D4AF37,DAA520,glossy,dust
DT7595,Racing 3,37,134.99,High-quality decal/tint.,decalandtint,BrandA,17.51,0.81,"(1.35, 1.3, 1.02)","{'Vinyl': 77, 'Adhesive': 26}",high,8B4513,2980B9,matte,scratch
DT9665,Blackout 6,13,140.15,Vibrant decal/tint.,decalandtint,BrandA,17.53,0.81,"(1.03, 1.27, 1.38)","{'Vinyl': 79, 'Adhesive': 24}",high,FF5733,F5F5F5,glossy,scratch
DT8251,Racing 9,37,114.13,High-quality decal/tint.,decalandtint,BrandB,17.42,0.6,"(1.03, 1.49, 1.49)","{'Vinyl': 70, 'Adhesive': 10}",low,FF5733,708090,glossy,light
DT2452,Blackout 2,12,147.9,Custom decal/tint.,decalandtint,BrandB,17.54,0.74,"(1.4, 1.4, 1.21)","{'Vinyl': 88, 'Adhesive': 29}",undefined,FF5733,708090,glossy,scratch
DT3072,Blackout 3,34,89.89,Custom decal/tint.,decalandtint,BrandA,17.42,0.93,"(1.23, 1.41, 1.4)","{'Vinyl': 87, 'Adhesive': 13}",high,8B4513,8B4513,matte,light
DT2989,Custom 1,26,83.91,Durable decal/tint.,decalandtint,BrandB,17.54,0.83,"(1.45, 1.2, 1.11)","{'Vinyl': 74, 'Adhesive': 16}",low,2980B9,2980B9,matte,dust
DT8169,Racing 1,25,129.64,Durable decal/tint.,decalandtint,BrandC,17.59,0.9,"(1.27, 1.26, 1.49)","{'Vinyl': 77, 'Adhesive': 21}",medium,FF0000,2980B9,matte,scratch
DT1625,Graphic 3,23,86.14,Vibrant decal/tint.,decalandtint,BrandC,17.55,0.61,"(1.17, 1.14, 1.03)","{'Vinyl': 82, 'Adhesive': 27}",medium,FF0000,F5F5F5,glossy,scratch
DT7916,Custom 1,27,115.71,Vibrant decal/tint.,decalandtint,BrandA,17.48,0.65,"(1.04, 1.18, 1.29)","{'Vinyl': 86, 'Adhesive': 10}",medium,708090,2980B9,glossy,uv
DT7555,Racing 3,26,111.73,Vibrant decal/tint.,decalandtint,BrandA,17.55,0.9,"(1.26, 1.1, 1.44)","{'Vinyl': 82, 'Adhesive': 26}",medium,708090,D4AF37,glossy,dust
DT2197,Flame 2,5,108.55,Custom decal/tint.,decalandtint,BrandA,17.55,0.72,"(1.02, 1.26, 1.33)","{'Vinyl': 87, 'Adhesive': 13}",undefined,F5F5F5,708090,glossy,scratch
DT4088,Flame 6,38,132.9,Custom decal/tint.,decalandtint,BrandB,17.46,0.86,"(1.29, 1.36, 1.47)","{'Vinyl': 75, 'Adhesive': 16}",high,2980B9,FF0000,glossy,dust
DT1780,Blackout 7,24,90.92,Durable decal/tint.,decalandtint,BrandB,17.49,0.53,"(1.37, 1.41, 1.22)","{'Vinyl': 72, 'Adhesive': 14}",high,2980B9,FF5733,unfinished,scratch
