id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating
WH7318,PowerLine 1,29,92.86,Durable wiring harness.,wiringharness,BrandB,17.89,0.87,"(0.24, 0.27, 0.25)","{'Copper': 81, 'Plastic': 23}",low,29.5,18.0,531.0,10398,2
WH9643,PowerLine 2,43,72.18,Reliable wiring harness.,wiringharness,BrandB,17.13,0.95,"(0.2, 0.29, 0.24)","{'Copper': 76, 'Plastic': 10}",low,37.6,10.2,383.52,12693,-4
WH1918,SafeConnect 1,3,93.03,Efficient wiring harness.,wiringharness,BrandA,17.07,0.99,"(0.2, 0.28, 0.24)","{'Copper': 75, 'Plastic': 27}",low,41.3,19.0,784.7,13690,40
WH2358,CablePro 4,47,50.6,Durable wiring harness.,wiringharness,BrandD,17.79,0.91,"(0.26, 0.23, 0.21)","{'Copper': 84, 'Plastic': 15}",medium,37.8,14.0,529.2,13406,76
WH3194,CablePro 5,43,71.47,Efficient wiring harness.,wiringharness,BrandA,17.68,0.84,"(0.21, 0.25, 0.23)","{'Copper': 83, 'Plastic': 28}",low,29.6,17.4,515.04,11486,70
WH3255,WireFlex 8,50,54.9,Flexible wiring harness.,wiringharness,BrandC,17.01,0.6,"(0.26, 0.26, 0.24)","{'Copper': 80, 'Plastic': 25}",undefined,23.1,15.8,364.98,12901,53
WH4688,WireFlex 3,20,93.36,Efficient wiring harness.,wiringharness,BrandA,17.27,0.85,"(0.21, 0.26, 0.21)","{'Copper': 70, 'Plastic': 24}",low,31.4,10.2,320.28,11815,67
WH4948,CablePro 9,40,67.54,Durable wiring harness.,wiringharness,BrandD,17.09,0.58,"(0.28, 0.26, 0.21)","{'Copper': 79, 'Plastic': 17}",undefined,41.1,15.7,645.27,11900,69
WH6029,CablePro 9,43,71.45,Durable wiring harness.,wiringharness,BrandC,17.41,0.91,"(0.29, 0.24, 0.27)","{'Copper': 75, 'Plastic': 28}",high,23.3,17.9,417.07,13612,-11
WH2778,CablePro 5,43,61.17,Flexible wiring harness.,wiringharness,BrandA,17.76,0.91,"(0.23, 0.28, 0.21)","{'Copper': 80, 'Plastic': 15}",high,19.4,14.0,271.6,14158,72
WH6263,WireFlex 8,42,66.25,Reliable wiring harness.,wiringharness,BrandA,17.28,0.7,"(0.21, 0.26, 0.2)","{'Copper': 82, 'Plastic': 10}",medium,13.5,16.6,224.1,10925,27
WH7241,PowerLine 9,34,93.74,Durable wiring harness.,wiringharness,BrandD,18.0,0.92,"(0.26, 0.28, 0.21)","{'Copper': 81, 'Plastic': 30}",high,19.6,18.7,366.52,11258,-6
WH5632,PowerLine 7,18,66.47,Durable wiring harness.,wiringharness,BrandA,17.08,0.94,"(0.21, 0.23, 0.22)","{'Copper': 77, 'Plastic': 28}",high,47.1,10.8,508.68,12495,49
WH8721,SafeConnect 1,41,89.03,Reliable wiring harness.,wiringharness,BrandA,17.6,0.99,"(0.27, 0.28, 0.22)","{'Copper': 79, 'Plastic': 20}",high,17.7,19.2,339.84,10534,44
WH2704,CablePro 4,24,71.01,Durable wiring harness.,wiringharness,BrandA,17.55,0.51,"(0.29, 0.21, 0.23)","{'Copper': 75, 'Plastic': 27}",high,12.5,15.9,198.75,10731,49
WH1605,PowerLine 8,45,62.09,Efficient wiring harness.,wiringharness,BrandD,17.22,0.51,"(0.27, 0.22, 0.27)","{'Copper': 90, 'Plastic': 17}",undefined,27.5,18.4,506.0,13348,38
WH1313,PowerLine 2,15,96.4,Durable wiring harness.,wiringharness,BrandD,17.77,0.94,"(0.27, 0.27, 0.29)","{'Copper': 79, 'Plastic': 14}",medium,48.0,17.2,825.6,13283,71
WH2965,WireFlex 9,9,78.18,Flexible wiring harness.,wiringharness,BrandD,17.67,0.89,"(0.3, 0.2, 0.27)","{'Copper': 81, 'Plastic': 28}",low,28.0,17.4,487.2,12963,38
WH8689,SafeConnect 8,35,68.23,Efficient wiring harness.,wiringharness,BrandD,17.47,0.67,"(0.2, 0.29, 0.2)","{'Copper': 77, 'Plastic': 23}",medium,46.4,16.7,774.88,10786,47
WH2093,WireFlex 9,9,89.45,Reliable wiring harness.,wiringharness,BrandB,17.57,0.71,"(0.29, 0.3, 0.25)","{'Copper': 89, 'Plastic': 21}",low,26.5,14.6,386.9,12778,76
WH7418,SafeConnect 4,11,89.94,Durable wiring harness.,wiringharness,BrandA,17.78,0.94,"(0.2, 0.25, 0.28)","{'Copper': 74, 'Plastic': 21}",high,34.3,17.4,596.82,12131,3
WH6360,CablePro 1,21,96.27,Flexible wiring harness.,wiringharness,BrandB,17.14,0.61,"(0.28, 0.26, 0.26)","{'Copper': 80, 'Plastic': 18}",high,33.2,10.4,345.28,13221,4
WH1940,PowerLine 4,1,91.59,Flexible wiring harness.,wiringharness,BrandA,17.07,0.67,"(0.3, 0.24, 0.29)","{'Copper': 70, 'Plastic': 29}",high,15.9,14.1,224.19,11364,29
WH2787,SafeConnect 6,24,86.51,Efficient wiring harness.,wiringharness,BrandC,17.33,0.97,"(0.27, 0.22, 0.22)","{'Copper': 78, 'Plastic': 21}",medium,38.9,15.1,587.39,13307,20
WH4473,CablePro 1,17,82.79,Efficient wiring harness.,wiringharness,BrandB,17.03,0.89,"(0.25, 0.21, 0.2)","{'Copper': 81, 'Plastic': 15}",low,40.9,10.3,421.27,14323,9
WH9390,WireFlex 3,21,63.95,Efficient wiring harness.,wiringharness,BrandA,17.69,0.59,"(0.28, 0.24, 0.26)","{'Copper': 88, 'Plastic': 21}",medium,24.7,15.2,375.44,13098,-10
WH3941,PowerLine 8,6,85.12,Efficient wiring harness.,wiringharness,BrandB,17.76,0.63,"(0.28, 0.26, 0.24)","{'Copper': 82, 'Plastic': 17}",medium,17.6,10.3,181.28,11939,5
WH5303,SafeConnect 4,40,88.2,Reliable wiring harness.,wiringharness,BrandD,17.93,0.57,"(0.3, 0.3, 0.21)","{'Copper': 72, 'Plastic': 20}",undefined,32.5,16.5,536.25,13145,17
WH9267,WireFlex 1,42,73.44,Efficient wiring harness.,wiringharness,BrandD,17.77,0.9,"(0.26, 0.21, 0.22)","{'Copper': 77, 'Plastic': 26}",medium,14.2,18.6,264.12,12386,-3
WH4276,CablePro 3,46,95.77,Reliable wiring harness.,wiringharness,BrandD,17.71,0.91,"(0.21, 0.29, 0.3)","{'Copper': 83, 'Plastic': 15}",high,28.8,18.0,518.4,14143,30
WH8904,PowerLine 8,19,56.73,Durable wiring harness.,wiringharness,BrandC,17.35,0.78,"(0.3, 0.26, 0.24)","{'Copper': 90, 'Plastic': 22}",high,12.8,18.5,236.8,12572,11
WH4017,PowerLine 9,47,59.08,Efficient wiring harness.,wiringharness,BrandA,17.1,0.88,"(0.26, 0.27, 0.28)","{'Copper': 70, 'Plastic': 12}",medium,40.1,17.8,713.78,11820,60
WH1998,WireFlex 2,18,84.18,Flexible wiring harness.,wiringharness,BrandA,17.39,0.98,"(0.2, 0.29, 0.21)","{'Copper': 72, 'Plastic': 19}",undefined,47.0,19.8,930.6,12537,-9
WH9099,SafeConnect 2,40,59.0,Reliable wiring harness.,wiringharness,BrandD,17.71,0.94,"(0.24, 0.3, 0.29)","{'Copper': 81, 'Plastic': 26}",medium,29.5,12.3,362.85,14202,66
WH6955,CablePro 8,22,80.8,Flexible wiring harness.,wiringharness,BrandB,17.62,0.85,"(0.22, 0.28, 0.22)","{'Copper': 77, 'Plastic': 12}",low,23.6,14.1,332.76,10063,49
WH4684,CablePro 7,11,87.47,Flexible wiring harness.,wiringharness,BrandD,17.97,0.55,"(0.25, 0.26, 0.27)","{'Copper': 88, 'Plastic': 29}",low,18.7,17.7,330.99,14965,74
WH5302,WireFlex 1,42,85.91,Durable wiring harness.,wiringharness,BrandC,17.98,0.64,"(0.24, 0.21, 0.21)","{'Copper': 80, 'Plastic': 12}",medium,41.8,16.9,706.42,12489,33
WH8028,PowerLine 6,39,64.43,Durable wiring harness.,wiringharness,BrandA,17.25,0.81,"(0.25, 0.29, 0.29)","{'Copper': 72, 'Plastic': 24}",undefined,16.8,10.8,181.44,11214,-20
WH1042,CablePro 5,33,60.7,Durable wiring harness.,wiringharness,BrandC,17.14,0.86,"(0.21, 0.25, 0.22)","{'Copper': 74, 'Plastic': 17}",low,45.1,11.1,500.61,12663,-17
WH1930,PowerLine 3,34,81.36,Flexible wiring harness.,wiringharness,BrandA,17.87,0.54,"(0.28, 0.2, 0.24)","{'Copper': 82, 'Plastic': 27}",undefined,29.8,15.0,447.0,12928,53
WH1288,PowerLine 3,47,75.93,Reliable wiring harness.,wiringharness,BrandD,17.58,0.7,"(0.23, 0.25, 0.27)","{'Copper': 77, 'Plastic': 23}",high,37.6,15.7,590.32,11994,73
WH5600,WireFlex 5,5,84.14,Efficient wiring harness.,wiringharness,BrandA,17.8,0.75,"(0.25, 0.29, 0.21)","{'Copper': 89, 'Plastic': 25}",high,47.0,10.7,502.9,10277,56
WH6698,SafeConnect 7,13,58.8,Reliable wiring harness.,wiringharness,BrandB,17.57,0.84,"(0.27, 0.25, 0.25)","{'Copper': 76, 'Plastic': 13}",high,36.0,13.1,471.6,11975,19
WH6301,SafeConnect 1,1,58.88,Efficient wiring harness.,wiringharness,BrandB,17.36,0.63,"(0.3, 0.25, 0.28)","{'Copper': 87, 'Plastic': 16}",low,35.8,17.5,626.5,11097,-4
WH9266,CablePro 3,25,84.28,Reliable wiring harness.,wiringharness,BrandB,17.33,0.79,"(0.28, 0.23, 0.29)","{'Copper': 71, 'Plastic': 16}",medium,46.0,17.0,782.0,13271,2
WH5774,SafeConnect 4,43,89.26,Reliable wiring harness.,wiringharness,BrandD,17.55,0.68,"(0.26, 0.2, 0.3)","{'Copper': 71, 'Plastic': 22}",medium,17.5,16.9,295.75,13687,71
WH3230,PowerLine 4,17,71.98,Reliable wiring harness.,wiringharness,BrandD,17.23,0.99,"(0.23, 0.26, 0.22)","{'Copper': 87, 'Plastic': 14}",medium,38.8,12.3,477.24,14079,40
WH4158,SafeConnect 8,50,55.74,Efficient wiring harness.,wiringharness,BrandA,17.87,0.81,"(0.29, 0.28, 0.27)","{'Copper': 77, 'Plastic': 21}",medium,27.7,17.6,487.52,14605,-15
WH8117,CablePro 8,44,86.18,Reliable wiring harness.,wiringharness,BrandB,17.58,0.51,"(0.3, 0.22, 0.27)","{'Copper': 82, 'Plastic': 27}",high,28.0,14.0,392.0,10337,80
WH5298,SafeConnect 7,45,87.22,Reliable wiring harness.,wiringharness,BrandA,17.91,0.84,"(0.28, 0.24, 0.21)","{'Copper': 77, 'Plastic': 19}",medium,24.5,14.3,350.35,12544,2
WH6353,CablePro 9,7,52.37,Reliable wiring harness.,wiringharness,BrandB,17.1,0.58,"(0.26, 0.27, 0.23)","{'Copper': 77, 'Plastic': 12}",low,13.7,13.3,182.21,12147,19
WH7675,PowerLine 3,9,61.5,Durable wiring harness.,wiringharness,BrandB,17.71,0.62,"(0.28, 0.22, 0.29)","{'Copper': 72, 'Plastic': 16}",low,17.7,18.2,322.14,11923,31
WH4776,WireFlex 2,46,57.73,Durable wiring harness.,wiringharness,BrandB,17.42,0.55,"(0.2, 0.28, 0.28)","{'Copper': 79, 'Plastic': 12}",high,40.4,15.9,642.36,12575,-6
WH5601,WireFlex 8,21,57.22,Reliable wiring harness.,wiringharness,BrandC,17.92,0.58,"(0.28, 0.28, 0.2)","{'Copper': 89, 'Plastic': 10}",medium,32.4,12.5,405.0,12394,75
WH8599,CablePro 6,41,87.48,Flexible wiring harness.,wiringharness,BrandD,17.2,0.86,"(0.27, 0.26, 0.27)","{'Copper': 72, 'Plastic': 10}",low,25.7,16.1,413.77,11348,44
WH7804,CablePro 6,20,95.62,Durable wiring harness.,wiringharness,BrandC,17.48,0.94,"(0.29, 0.23, 0.25)","{'Copper': 71, 'Plastic': 28}",medium,40.4,16.4,662.56,12335,26
WH3064,PowerLine 1,42,63.85,Efficient wiring harness.,wiringharness,BrandB,17.13,0.8,"(0.22, 0.23, 0.28)","{'Copper': 83, 'Plastic': 30}",undefined,38.3,17.9,685.57,10361,55
WH8351,PowerLine 2,45,89.03,Durable wiring harness.,wiringharness,BrandA,17.56,0.97,"(0.21, 0.27, 0.2)","{'Copper': 88, 'Plastic': 10}",high,22.7,18.9,429.03,13901,10
WH9768,PowerLine 6,50,53.33,Flexible wiring harness.,wiringharness,BrandB,17.9,0.67,"(0.25, 0.24, 0.21)","{'Copper': 78, 'Plastic': 28}",high,43.5,10.5,456.75,14184,-12
WH7573,WireFlex 8,1,60.02,Durable wiring harness.,wiringharness,BrandC,17.7,0.88,"(0.24, 0.27, 0.21)","{'Copper': 81, 'Plastic': 28}",high,31.0,20.0,620.0,10471,-1
WH3351,CablePro 1,8,85.32,Durable wiring harness.,wiringharness,BrandB,17.5,0.83,"(0.22, 0.2, 0.24)","{'Copper': 84, 'Plastic': 30}",medium,25.6,17.9,458.24,11069,75
WH9654,CablePro 2,39,51.72,Reliable wiring harness.,wiringharness,BrandC,17.59,0.77,"(0.21, 0.26, 0.22)","{'Copper': 77, 'Plastic': 20}",high,38.2,14.6,557.72,12166,72
WH2199,SafeConnect 5,29,76.36,Durable wiring harness.,wiringharness,BrandA,17.92,0.79,"(0.25, 0.27, 0.27)","{'Copper': 81, 'Plastic': 17}",undefined,25.1,16.2,406.62,10016,67
WH8583,CablePro 6,21,68.08,Durable wiring harness.,wiringharness,BrandA,17.0,0.53,"(0.28, 0.27, 0.23)","{'Copper': 90, 'Plastic': 14}",medium,31.3,12.7,397.51,14494,56
WH9608,PowerLine 3,40,82.6,Durable wiring harness.,wiringharness,BrandB,17.2,0.6,"(0.27, 0.29, 0.2)","{'Copper': 80, 'Plastic': 17}",low,16.5,18.9,311.85,11347,12
WH6769,CablePro 1,44,88.73,Efficient wiring harness.,wiringharness,BrandB,17.31,0.7,"(0.21, 0.26, 0.29)","{'Copper': 81, 'Plastic': 19}",undefined,20.5,14.9,305.45,10809,59
WH6020,WireFlex 6,11,87.02,Efficient wiring harness.,wiringharness,BrandA,17.82,0.53,"(0.29, 0.22, 0.23)","{'Copper': 77, 'Plastic': 22}",high,29.1,19.5,567.45,14153,67
WH4840,CablePro 9,22,78.04,Efficient wiring harness.,wiringharness,BrandA,17.37,0.93,"(0.21, 0.22, 0.27)","{'Copper': 78, 'Plastic': 30}",medium,21.9,12.3,269.37,11558,11
WH2305,SafeConnect 8,25,91.13,Reliable wiring harness.,wiringharness,BrandC,17.86,0.98,"(0.23, 0.29, 0.29)","{'Copper': 83, 'Plastic': 26}",low,32.5,15.0,487.5,11211,7
WH2074,SafeConnect 1,1,70.92,Reliable wiring harness.,wiringharness,BrandB,17.08,0.99,"(0.27, 0.26, 0.25)","{'Copper': 70, 'Plastic': 20}",medium,37.8,12.9,487.62,13603,39
WH3489,WireFlex 4,32,91.0,Durable wiring harness.,wiringharness,BrandA,17.18,0.91,"(0.25, 0.26, 0.25)","{'Copper': 71, 'Plastic': 28}",high,19.2,14.8,284.16,12846,38
WH9035,CablePro 4,8,66.41,Efficient wiring harness.,wiringharness,BrandA,17.45,0.72,"(0.27, 0.27, 0.29)","{'Copper': 85, 'Plastic': 16}",medium,22.9,10.5,240.45,13741,16
WH1686,CablePro 3,17,60.44,Reliable wiring harness.,wiringharness,BrandD,17.29,0.67,"(0.28, 0.25, 0.25)","{'Copper': 81, 'Plastic': 14}",high,21.0,16.7,350.7,14079,79
WH6750,CablePro 9,7,59.01,Durable wiring harness.,wiringharness,BrandC,17.32,0.98,"(0.29, 0.23, 0.22)","{'Copper': 77, 'Plastic': 21}",undefined,19.4,11.1,215.34,12499,-9
WH7809,PowerLine 5,33,99.29,Reliable wiring harness.,wiringharness,BrandB,17.81,0.57,"(0.24, 0.21, 0.24)","{'Copper': 86, 'Plastic': 28}",low,36.4,10.9,396.76,12475,3
WH8761,PowerLine 5,25,82.77,Durable wiring harness.,wiringharness,BrandD,17.63,0.54,"(0.2, 0.26, 0.21)","{'Copper': 76, 'Plastic': 18}",undefined,40.5,14.2,575.1,10089,54
WH5279,SafeConnect 3,19,72.47,Durable wiring harness.,wiringharness,BrandA,17.18,0.54,"(0.29, 0.22, 0.2)","{'Copper': 85, 'Plastic': 18}",medium,27.3,15.3,417.69,14813,70
WH1819,SafeConnect 9,48,87.11,Flexible wiring harness.,wiringharness,BrandC,17.9,0.93,"(0.27, 0.29, 0.27)","{'Copper': 79, 'Plastic': 26}",low,26.5,10.6,280.9,11374,-12
WH3597,SafeConnect 5,34,96.88,Reliable wiring harness.,wiringharness,BrandB,17.55,0.69,"(0.2, 0.29, 0.23)","{'Copper': 80, 'Plastic': 18}",undefined,46.9,11.5,539.35,14830,-3
WH8121,CablePro 4,40,71.18,Flexible wiring harness.,wiringharness,BrandC,17.58,0.69,"(0.25, 0.3, 0.24)","{'Copper': 78, 'Plastic': 10}",undefined,23.2,13.7,317.84,14624,32
WH4351,SafeConnect 2,12,93.91,Reliable wiring harness.,wiringharness,BrandC,17.72,0.55,"(0.28, 0.26, 0.22)","{'Copper': 70, 'Plastic': 21}",undefined,35.9,13.9,499.01,11360,58
WH5979,CablePro 4,8,70.55,Reliable wiring harness.,wiringharness,BrandA,17.76,0.91,"(0.22, 0.27, 0.24)","{'Copper': 85, 'Plastic': 17}",low,14.7,13.5,198.45,10799,58
WH1529,CablePro 2,28,95.57,Durable wiring harness.,wiringharness,BrandC,17.28,0.68,"(0.28, 0.21, 0.23)","{'Copper': 90, 'Plastic': 19}",medium,22.9,17.1,391.59,11189,78
WH4909,CablePro 2,38,68.81,Durable wiring harness.,wiringharness,BrandA,17.54,0.8,"(0.27, 0.21, 0.29)","{'Copper': 81, 'Plastic': 12}",medium,14.7,19.3,283.71,12016,67
WH6628,PowerLine 6,4,98.28,Efficient wiring harness.,wiringharness,BrandA,17.32,0.91,"(0.22, 0.21, 0.26)","{'Copper': 89, 'Plastic': 29}",low,41.2,14.9,613.88,14408,30
WH6133,PowerLine 2,29,63.26,Durable wiring harness.,wiringharness,BrandA,17.52,0.79,"(0.2, 0.23, 0.28)","{'Copper': 85, 'Plastic': 12}",undefined,30.3,16.1,487.83,11189,-8
WH6135,CablePro 1,44,99.46,Durable wiring harness.,wiringharness,BrandC,17.52,0.77,"(0.25, 0.3, 0.22)","{'Copper': 70, 'Plastic': 21}",undefined,46.1,12.7,585.47,11783,17
WH2248,WireFlex 8,9,72.0,Efficient wiring harness.,wiringharness,BrandA,17.89,0.53,"(0.21, 0.24, 0.22)","{'Copper': 75, 'Plastic': 11}",undefined,39.4,14.1,555.54,14019,-7
WH1602,WireFlex 5,37,88.45,Durable wiring harness.,wiringharness,BrandA,17.23,0.63,"(0.26, 0.22, 0.25)","{'Copper': 81, 'Plastic': 12}",undefined,46.5,10.3,478.95,10013,-7
WH4544,CablePro 4,1,51.49,Durable wiring harness.,wiringharness,BrandB,17.46,0.59,"(0.27, 0.3, 0.2)","{'Copper': 82, 'Plastic': 16}",undefined,30.4,13.9,422.56,11128,50
WH1318,CablePro 3,20,75.67,Reliable wiring harness.,wiringharness,BrandA,17.49,0.8,"(0.22, 0.3, 0.28)","{'Copper': 89, 'Plastic': 10}",medium,19.8,13.0,257.4,12224,35
WH3554,CablePro 7,28,89.83,Reliable wiring harness.,wiringharness,BrandC,17.81,0.98,"(0.24, 0.25, 0.26)","{'Copper': 73, 'Plastic': 11}",medium,25.6,10.3,263.68,13928,41
WH5329,SafeConnect 9,17,84.25,Efficient wiring harness.,wiringharness,BrandB,17.69,0.95,"(0.21, 0.28, 0.26)","{'Copper': 72, 'Plastic': 16}",medium,12.8,13.7,175.36,13343,20
WH5480,PowerLine 2,20,53.38,Efficient wiring harness.,wiringharness,BrandC,17.8,0.52,"(0.2, 0.28, 0.28)","{'Copper': 77, 'Plastic': 24}",undefined,37.5,16.1,603.75,10398,1
WH3561,CablePro 1,1,59.1,Flexible wiring harness.,wiringharness,BrandB,17.7,0.9,"(0.29, 0.21, 0.21)","{'Copper': 70, 'Plastic': 10}",medium,28.7,12.1,347.27,11550,41
WH7302,PowerLine 4,6,82.86,Durable wiring harness.,wiringharness,BrandA,17.33,0.51,"(0.25, 0.26, 0.27)","{'Copper': 85, 'Plastic': 24}",medium,15.0,18.6,279.0,10585,60
WH8767,SafeConnect 3,31,97.54,Durable wiring harness.,wiringharness,BrandD,17.88,0.74,"(0.27, 0.21, 0.28)","{'Copper': 84, 'Plastic': 24}",medium,24.8,13.1,324.88,12318,18
WH2535,WireFlex 3,30,97.37,Efficient wiring harness.,wiringharness,BrandB,17.9,0.56,"(0.26, 0.22, 0.29)","{'Copper': 75, 'Plastic': 24}",low,39.6,15.5,613.8,13991,41
WH7267,SafeConnect 9,32,80.13,Reliable wiring harness.,wiringharness,BrandB,17.59,0.79,"(0.2, 0.27, 0.23)","{'Copper': 79, 'Plastic': 24}",high,23.1,19.5,450.45,10403,2
WH8052,PowerLine 8,30,85.32,Flexible wiring harness.,wiringharness,BrandC,17.51,0.85,"(0.23, 0.25, 0.28)","{'Copper': 89, 'Plastic': 14}",low,20.1,11.3,227.13,11122,50
WH9561,PowerLine 2,44,93.19,Reliable wiring harness.,wiringharness,BrandC,17.66,0.92,"(0.23, 0.27, 0.29)","{'Copper': 90, 'Plastic': 24}",undefined,22.5,17.3,389.25,13595,-10
WH2172,CablePro 9,27,85.69,Efficient wiring harness.,wiringharness,BrandB,17.54,0.78,"(0.21, 0.29, 0.23)","{'Copper': 74, 'Plastic': 26}",undefined,20.3,16.4,332.92,12446,39
WH4203,SafeConnect 6,7,88.04,Flexible wiring harness.,wiringharness,BrandB,17.08,0.63,"(0.3, 0.26, 0.27)","{'Copper': 83, 'Plastic': 28}",medium,24.5,19.9,487.55,11620,52
WH7493,PowerLine 2,5,54.45,Flexible wiring harness.,wiringharness,BrandA,17.42,0.74,"(0.3, 0.29, 0.25)","{'Copper': 72, 'Plastic': 16}",medium,19.3,14.2,274.06,10013,13
WH9814,SafeConnect 2,13,59.7,Durable wiring harness.,wiringharness,BrandC,17.76,0.87,"(0.29, 0.23, 0.27)","{'Copper': 70, 'Plastic': 13}",undefined,38.4,18.5,710.4,10535,60
WH1755,CablePro 3,37,99.69,Reliable wiring harness.,wiringharness,BrandD,17.38,0.93,"(0.28, 0.25, 0.21)","{'Copper': 82, 'Plastic': 14}",medium,25.1,13.0,326.3,10785,70
WH8697,SafeConnect 9,14,87.02,Efficient wiring harness.,wiringharness,BrandB,17.09,0.94,"(0.22, 0.25, 0.3)","{'Copper': 75, 'Plastic': 12}",low,42.6,18.4,783.84,10714,46
WH9762,WireFlex 6,31,62.92,Durable wiring harness.,wiringharness,BrandB,17.91,0.56,"(0.21, 0.24, 0.21)","{'Copper': 71, 'Plastic': 12}",low,15.3,19.3,295.29,11668,3
WH9617,WireFlex 6,32,77.08,Efficient wiring harness.,wiringharness,BrandA,17.89,0.97,"(0.25, 0.24, 0.27)","{'Copper': 77, 'Plastic': 27}",high,44.1,18.8,829.08,14258,16
WH8354,CablePro 6,32,88.13,Durable wiring harness.,wiringharness,BrandB,17.64,0.94,"(0.24, 0.29, 0.21)","{'Copper': 78, 'Plastic': 10}",high,38.2,17.7,676.14,11565,8
WH9914,CablePro 6,29,85.83,Flexible wiring harness.,wiringharness,BrandD,17.67,0.81,"(0.29, 0.29, 0.21)","{'Copper': 87, 'Plastic': 20}",high,41.5,13.4,556.1,12580,28
WH6586,WireFlex 5,1,51.01,Reliable wiring harness.,wiringharness,BrandD,17.3,0.95,"(0.26, 0.27, 0.25)","{'Copper': 73, 'Plastic': 17}",medium,18.1,15.4,278.74,10209,1
WH5185,SafeConnect 2,15,80.66,Flexible wiring harness.,wiringharness,BrandC,17.95,0.83,"(0.3, 0.23, 0.21)","{'Copper': 71, 'Plastic': 10}",low,47.0,19.5,916.5,11834,57
WH7940,CablePro 1,44,75.36,Flexible wiring harness.,wiringharness,BrandC,17.88,0.57,"(0.27, 0.28, 0.25)","{'Copper': 72, 'Plastic': 22}",low,24.5,13.0,318.5,11403,63
WH4655,WireFlex 9,32,55.62,Flexible wiring harness.,wiringharness,BrandB,17.91,0.95,"(0.28, 0.24, 0.3)","{'Copper': 83, 'Plastic': 22}",high,45.2,17.6,795.52,10928,43
WH5337,WireFlex 7,45,56.88,Durable wiring harness.,wiringharness,BrandD,17.3,0.84,"(0.22, 0.22, 0.26)","{'Copper': 76, 'Plastic': 29}",high,40.2,17.8,715.56,11513,-18
WH1583,WireFlex 6,37,95.4,Flexible wiring harness.,wiringharness,BrandB,17.7,0.76,"(0.25, 0.22, 0.21)","{'Copper': 70, 'Plastic': 21}",high,35.9,11.4,409.26,10302,4
WH4818,SafeConnect 2,26,68.11,Reliable wiring harness.,wiringharness,BrandC,17.68,1.0,"(0.3, 0.2, 0.25)","{'Copper': 89, 'Plastic': 23}",medium,32.5,19.9,646.75,11502,17
WH7907,SafeConnect 4,29,90.41,Flexible wiring harness.,wiringharness,BrandB,17.91,0.92,"(0.22, 0.23, 0.29)","{'Copper': 76, 'Plastic': 13}",high,16.4,17.3,283.72,14603,71
WH9475,PowerLine 3,47,62.69,Reliable wiring harness.,wiringharness,BrandD,17.72,0.76,"(0.26, 0.29, 0.22)","{'Copper': 78, 'Plastic': 15}",low,18.2,10.4,189.28,12613,77
WH9733,CablePro 7,29,59.53,Reliable wiring harness.,wiringharness,BrandA,17.82,0.57,"(0.2, 0.22, 0.26)","{'Copper': 84, 'Plastic': 26}",undefined,20.0,15.3,306.0,14492,17
WH7381,PowerLine 1,6,58.77,Efficient wiring harness.,wiringharness,BrandD,17.52,0.58,"(0.28, 0.29, 0.21)","{'Copper': 77, 'Plastic': 16}",undefined,40.0,11.6,464.0,11618,21
WH9213,PowerLine 8,30,66.16,Durable wiring harness.,wiringharness,BrandA,17.23,0.99,"(0.27, 0.25, 0.22)","{'Copper': 72, 'Plastic': 20}",high,28.4,15.1,428.84,14219,71
WH6001,SafeConnect 3,37,98.45,Reliable wiring harness.,wiringharness,BrandD,17.28,0.57,"(0.26, 0.2, 0.25)","{'Copper': 88, 'Plastic': 29}",undefined,22.3,15.9,354.57,12582,52
WH5312,WireFlex 2,40,50.97,Flexible wiring harness.,wiringharness,BrandA,17.55,0.54,"(0.21, 0.23, 0.26)","{'Copper': 88, 'Plastic': 25}",undefined,34.0,11.0,374.0,14794,51
WH3242,WireFlex 5,41,58.21,Durable wiring harness.,wiringharness,BrandB,17.27,0.89,"(0.2, 0.25, 0.26)","{'Copper': 79, 'Plastic': 28}",low,22.9,18.1,414.49,11741,76
WH6523,WireFlex 9,16,60.13,Efficient wiring harness.,wiringharness,BrandD,18.0,0.61,"(0.2, 0.21, 0.23)","{'Copper': 85, 'Plastic': 20}",high,20.7,11.8,244.26,12969,34
WH5101,WireFlex 2,37,94.45,Reliable wiring harness.,wiringharness,BrandA,17.56,0.53,"(0.24, 0.24, 0.28)","{'Copper': 90, 'Plastic': 11}",medium,26.2,11.1,290.82,10103,9
WH6904,CablePro 7,43,84.07,Flexible wiring harness.,wiringharness,BrandC,17.36,0.75,"(0.29, 0.24, 0.26)","{'Copper': 86, 'Plastic': 25}",medium,40.9,14.7,601.23,11287,58
WH9447,SafeConnect 3,1,97.64,Durable wiring harness.,wiringharness,BrandA,17.69,0.75,"(0.26, 0.29, 0.24)","{'Copper': 84, 'Plastic': 28}",high,12.3,11.0,135.3,14779,3
WH6677,PowerLine 9,39,59.16,Reliable wiring harness.,wiringharness,BrandD,17.96,0.79,"(0.24, 0.24, 0.26)","{'Copper': 81, 'Plastic': 28}",high,19.3,11.5,221.95,14111,14
WH5473,PowerLine 1,33,89.68,Efficient wiring harness.,wiringharness,BrandB,17.41,0.56,"(0.29, 0.29, 0.29)","{'Copper': 88, 'Plastic': 12}",undefined,32.5,12.5,406.25,12909,3
