id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,transmission_type
TR7687,HeavyTorque 4,42,2375.26,Smooth manual transmission.,transmission,BrandA,17.31,102.92,"(0.56, 1.04, 1.2)","{'Steel': 60, 'Aluminum': 40}",low,372.6,249.9,Manual
TR1532,HeavyTorque 6,42,1907.66,Smooth manual transmission.,transmission,BrandB,17.51,72.44,"(1.29, 0.56, 1.21)","{'Steel': 75, 'Iron': 25}",high,292.4,247.0,Manual
TR8058,SwiftShift 3,26,2527.55,Durable cvt transmission.,transmission,BrandC,17.49,86.01,"(0.78, 0.9, 1.07)","{'Aluminum': 80, 'Titanium': 20}",medium,539.7,220.6,CVT
TR3631,HeavyTorque 9,33,1426.53,Smooth dual-clutch transmission.,transmission,BrandA,17.54,82.63,"(1.35, 1.08, 1.11)","{'Copper': 50, 'Steel': 50}",medium,345.2,105.6,Dual-Clutch
TR6149,TurboClutch 1,24,1812.6,Smooth automatic transmission.,transmission,BrandC,17.33,81.63,"(0.68, 1.16, 0.88)","{'Steel': 70, 'Aluminum': 30}",medium,501.9,109.7,Automatic
TR6410,ShiftPro 3,46,2249.5,Durable dual-clutch transmission.,transmission,BrandB,17.35,101.91,"(1.14, 1.04, 1.14)","{'Copper': 50, 'Steel': 50}",low,421.3,232.7,Dual-Clutch
TR1039,SwiftShift 6,3,2404.96,Efficient cvt transmission.,transmission,BrandC,17.49,119.71,"(0.76, 1.01, 0.5)","{'Steel': 75, 'Iron': 25}",medium,247.3,186.0,CVT
TR7514,SwiftShift 8,41,1291.72,Reliable cvt transmission.,transmission,BrandE,17.55,113.98,"(1.11, 1.21, 0.86)","{'Steel': 60, 'Aluminum': 40}",medium,346.9,152.6,CVT
TR9044,HeavyTorque 9,25,1056.02,Durable dual-clutch transmission.,transmission,BrandC,17.34,119.19,"(0.71, 0.83, 0.89)","{'Copper': 50, 'Steel': 50}",low,271.7,103.7,Dual-Clutch
TR8153,TurboClutch 3,47,2873.28,Durable cvt transmission.,transmission,BrandA,17.37,102.6,"(0.95, 1.35, 0.95)","{'Steel': 60, 'Aluminum': 40}",low,289.7,189.3,CVT
TR8714,DriveMax 2,20,2108.8,Durable dual-clutch transmission.,transmission,BrandD,17.35,114.34,"(1.42, 0.97, 0.55)","{'Copper': 50, 'Steel': 50}",medium,263.0,145.8,Dual-Clutch
TR5826,SwiftShift 7,47,2510.41,Smooth manual transmission.,transmission,BrandE,17.35,91.4,"(1.14, 0.62, 1.45)","{'Copper': 50, 'Steel': 50}",medium,430.5,196.6,Manual
TR3065,DriveMax 8,37,1282.09,Reliable automatic transmission.,transmission,BrandC,17.31,87.43,"(0.84, 1.42, 0.78)","{'Steel': 70, 'Aluminum': 30}",medium,578.0,122.2,Automatic
TR9489,DriveMax 3,20,1339.91,Smooth dual-clutch transmission.,transmission,BrandA,17.49,115.55,"(1.28, 0.92, 1.16)","{'Aluminum': 80, 'Titanium': 20}",medium,276.9,141.0,Dual-Clutch
TR1370,SwiftShift 8,39,2774.55,Efficient automatic transmission.,transmission,BrandB,17.48,108.07,"(1.22, 1.12, 1.11)","{'Steel': 75, 'Iron': 25}",high,407.8,169.2,Automatic
TR9431,HeavyTorque 8,29,2666.02,Reliable automatic transmission.,transmission,BrandD,17.38,86.88,"(0.91, 0.8, 0.72)","{'Steel': 75, 'Iron': 25}",low,423.4,140.3,Automatic
TR6453,HeavyTorque 7,19,2780.72,Smooth manual transmission.,transmission,BrandE,17.34,109.1,"(0.82, 1.26, 1.13)","{'Copper': 50, 'Steel': 50}",low,511.2,227.5,Manual
TR5824,ShiftPro 7,16,2512.43,Efficient dual-clutch transmission.,transmission,BrandB,17.31,70.6,"(1.3, 1.17, 0.76)","{'Aluminum': 80, 'Titanium': 20}",low,434.8,102.4,Dual-Clutch
TR7468,ShiftPro 8,9,2751.28,Reliable manual transmission.,transmission,BrandC,17.43,123.13,"(1.46, 0.84, 1.5)","{'Steel': 75, 'Iron': 25}",high,354.0,218.6,Manual
TR4010,TurboClutch 3,26,1007.04,Smooth automatic transmission.,transmission,BrandD,17.35,109.82,"(0.53, 0.72, 0.85)","{'Copper': 50, 'Steel': 50}",low,421.0,231.8,Automatic
TR2872,HeavyTorque 3,49,2940.67,Smooth dual-clutch transmission.,transmission,BrandC,17.34,81.36,"(0.8, 1.23, 0.83)","{'Aluminum': 80, 'Titanium': 20}",medium,453.6,142.4,Dual-Clutch
TR9845,HeavyTorque 3,15,2639.26,Efficient dual-clutch transmission.,transmission,BrandE,17.44,100.01,"(1.49, 0.74, 1.34)","{'Steel': 70, 'Aluminum': 30}",high,497.6,186.4,Dual-Clutch
TR5521,SwiftShift 4,9,2806.23,Smooth manual transmission.,transmission,BrandE,17.42,73.1,"(0.63, 0.72, 1.27)","{'Steel': 60, 'Aluminum': 40}",high,571.7,230.4,Manual
TR2429,HeavyTorque 5,26,1749.97,Reliable cvt transmission.,transmission,BrandC,17.48,94.3,"(1.37, 1.24, 1.34)","{'Steel': 70, 'Aluminum': 30}",low,548.2,243.9,CVT
TR4395,TurboClutch 1,4,2276.7,Smooth cvt transmission.,transmission,BrandE,17.33,70.61,"(0.78, 1.34, 0.79)","{'Steel': 70, 'Aluminum': 30}",medium,369.8,188.6,CVT
TR5782,SwiftShift 7,12,2321.34,Durable manual transmission.,transmission,BrandB,17.51,75.05,"(0.8, 0.57, 0.7)","{'Copper': 50, 'Steel': 50}",high,366.9,128.9,Manual
TR4607,DriveMax 6,7,1632.7,Durable manual transmission.,transmission,BrandE,17.4,114.28,"(0.88, 0.73, 0.88)","{'Steel': 75, 'Iron': 25}",low,238.2,233.6,Manual
TR5195,ShiftPro 5,13,2925.79,Reliable cvt transmission.,transmission,BrandD,17.5,83.49,"(1.06, 1.09, 0.53)","{'Copper': 50, 'Steel': 50}",low,517.7,211.1,CVT
TR3427,ShiftPro 2,7,2365.4,Durable cvt transmission.,transmission,BrandE,17.52,75.78,"(0.72, 0.64, 0.97)","{'Steel': 70, 'Aluminum': 30}",high,575.0,106.5,CVT
TR2611,ShiftPro 2,47,1062.41,Efficient automatic transmission.,transmission,BrandB,17.32,84.74,"(0.81, 1.06, 0.61)","{'Steel': 60, 'Aluminum': 40}",high,592.0,165.0,Automatic
TR8692,HeavyTorque 9,4,2871.53,Reliable dual-clutch transmission.,transmission,BrandA,17.54,99.6,"(1.45, 1.43, 1.01)","{'Copper': 50, 'Steel': 50}",high,356.7,184.1,Dual-Clutch
TR1558,TurboClutch 6,26,1925.62,Durable cvt transmission.,transmission,BrandE,17.45,72.61,"(0.72, 1.49, 0.64)","{'Aluminum': 80, 'Titanium': 20}",medium,404.8,157.1,CVT
TR5462,TurboClutch 5,49,2824.79,Reliable manual transmission.,transmission,BrandA,17.38,114.34,"(1.0, 0.94, 1.3)","{'Steel': 60, 'Aluminum': 40}",high,573.0,173.6,Manual
TR8896,TurboClutch 5,6,2524.92,Efficient manual transmission.,transmission,BrandE,17.4,97.07,"(0.8, 0.87, 1.25)","{'Aluminum': 80, 'Titanium': 20}",high,299.4,229.8,Manual
TR1591,DriveMax 9,37,1989.48,Smooth manual transmission.,transmission,BrandE,17.47,78.77,"(1.35, 0.82, 0.96)","{'Steel': 75, 'Iron': 25}",high,475.4,126.5,Manual
TR8207,ShiftPro 1,29,1115.29,Efficient dual-clutch transmission.,transmission,BrandA,17.37,99.06,"(0.62, 1.01, 1.13)","{'Steel': 75, 'Iron': 25}",high,591.9,196.1,Dual-Clutch
TR3129,HeavyTorque 9,30,1933.24,Efficient cvt transmission.,transmission,BrandD,17.56,92.31,"(1.07, 1.13, 1.4)","{'Steel': 75, 'Iron': 25}",low,338.8,184.7,CVT
TR1620,TurboClutch 5,23,2757.79,Smooth cvt transmission.,transmission,BrandD,17.55,114.34,"(0.72, 1.36, 0.55)","{'Aluminum': 80, 'Titanium': 20}",medium,314.7,175.6,CVT
TR5567,HeavyTorque 8,33,2918.99,Durable cvt transmission.,transmission,BrandE,17.52,108.1,"(1.25, 1.22, 0.58)","{'Copper': 50, 'Steel': 50}",medium,503.7,104.7,CVT
TR4116,HeavyTorque 9,13,1520.64,Smooth manual transmission.,transmission,BrandD,17.46,110.72,"(0.85, 0.93, 1.09)","{'Steel': 75, 'Iron': 25}",low,481.7,163.0,Manual
TR9677,DriveMax 1,48,2819.65,Reliable manual transmission.,transmission,BrandC,17.33,117.34,"(1.18, 0.98, 1.34)","{'Steel': 70, 'Aluminum': 30}",medium,364.5,123.2,Manual
TR1774,ShiftPro 9,25,1176.4,Reliable manual transmission.,transmission,BrandE,17.36,73.09,"(1.01, 1.24, 1.33)","{'Steel': 60, 'Aluminum': 40}",medium,414.9,127.9,Manual
TR1470,SwiftShift 7,15,2961.55,Efficient cvt transmission.,transmission,BrandD,17.57,74.19,"(0.66, 1.07, 0.6)","{'Steel': 75, 'Iron': 25}",low,372.8,220.2,CVT
TR9262,SwiftShift 5,45,1854.61,Efficient cvt transmission.,transmission,BrandE,17.49,79.19,"(1.01, 1.04, 1.01)","{'Aluminum': 80, 'Titanium': 20}",medium,516.9,249.5,CVT
TR3615,SwiftShift 2,31,2827.82,Efficient automatic transmission.,transmission,BrandB,17.49,99.6,"(1.1, 0.97, 0.71)","{'Steel': 75, 'Iron': 25}",low,267.6,189.8,Automatic
TR7732,TurboClutch 7,34,2715.07,Durable manual transmission.,transmission,BrandD,17.45,81.05,"(0.99, 0.51, 0.86)","{'Steel': 70, 'Aluminum': 30}",low,253.7,211.9,Manual
TR7833,SwiftShift 4,1,2181.27,Reliable automatic transmission.,transmission,BrandB,17.59,119.08,"(0.95, 1.44, 0.67)","{'Aluminum': 80, 'Titanium': 20}",high,452.3,120.2,Automatic
TR1436,DriveMax 3,9,2952.68,Smooth manual transmission.,transmission,BrandE,17.41,122.02,"(0.87, 0.78, 0.81)","{'Steel': 70, 'Aluminum': 30}",medium,358.0,139.9,Manual
TR5892,DriveMax 6,13,2439.32,Efficient automatic transmission.,transmission,BrandB,17.43,128.52,"(0.99, 1.24, 1.23)","{'Aluminum': 80, 'Titanium': 20}",high,333.9,224.1,Automatic
TR1405,HeavyTorque 8,34,1050.99,Reliable manual transmission.,transmission,BrandD,17.43,100.17,"(0.62, 0.58, 0.73)","{'Steel': 70, 'Aluminum': 30}",medium,590.0,184.8,Manual
TR1872,ShiftPro 7,20,2571.09,Durable manual transmission.,transmission,BrandB,17.33,90.0,"(0.56, 0.74, 0.79)","{'Copper': 50, 'Steel': 50}",high,273.1,225.5,Manual
TR3093,ShiftPro 6,39,1684.05,Durable cvt transmission.,transmission,BrandC,17.31,75.99,"(0.83, 1.24, 1.27)","{'Steel': 75, 'Iron': 25}",low,495.7,181.2,CVT
TR7190,ShiftPro 1,16,2743.0,Efficient automatic transmission.,transmission,BrandB,17.56,96.34,"(0.67, 1.36, 0.63)","{'Aluminum': 80, 'Titanium': 20}",medium,500.6,176.8,Automatic
TR7319,DriveMax 2,14,2152.11,Reliable cvt transmission.,transmission,BrandE,17.49,78.85,"(0.96, 1.48, 1.25)","{'Steel': 70, 'Aluminum': 30}",medium,286.1,188.3,CVT
TR9286,DriveMax 8,7,1019.65,Reliable cvt transmission.,transmission,BrandA,17.54,100.0,"(1.36, 1.32, 1.37)","{'Steel': 70, 'Aluminum': 30}",high,582.1,193.1,CVT
TR9132,TurboClutch 7,25,1708.31,Smooth cvt transmission.,transmission,BrandA,17.31,107.3,"(0.93, 0.6, 1.39)","{'Steel': 70, 'Aluminum': 30}",high,564.6,217.3,CVT
TR1381,HeavyTorque 1,43,1795.69,Reliable automatic transmission.,transmission,BrandC,17.57,123.31,"(0.86, 1.36, 0.97)","{'Steel': 60, 'Aluminum': 40}",low,362.0,240.8,Automatic
TR7976,HeavyTorque 4,17,2430.96,Durable manual transmission.,transmission,BrandA,17.31,107.37,"(1.29, 1.48, 0.71)","{'Steel': 60, 'Aluminum': 40}",high,483.0,226.4,Manual
TR3627,HeavyTorque 6,36,2548.94,Durable cvt transmission.,transmission,BrandC,17.31,82.0,"(0.91, 1.05, 1.19)","{'Copper': 50, 'Steel': 50}",medium,328.0,215.8,CVT
TR1108,DriveMax 2,29,2254.88,Smooth dual-clutch transmission.,transmission,BrandE,17.33,83.9,"(1.43, 1.08, 0.67)","{'Steel': 75, 'Iron': 25}",medium,271.8,103.1,Dual-Clutch
TR9681,HeavyTorque 5,32,2506.95,Efficient automatic transmission.,transmission,BrandE,17.54,76.27,"(1.45, 1.38, 0.81)","{'Aluminum': 80, 'Titanium': 20}",low,351.5,206.8,Automatic
TR9784,TurboClutch 5,14,1695.43,Efficient dual-clutch transmission.,transmission,BrandB,17.34,116.16,"(0.53, 0.97, 0.58)","{'Steel': 60, 'Aluminum': 40}",low,454.1,217.9,Dual-Clutch
TR1354,TurboClutch 8,35,2974.95,Reliable cvt transmission.,transmission,BrandD,17.31,100.46,"(0.74, 0.93, 0.7)","{'Copper': 50, 'Steel': 50}",low,288.8,144.4,CVT
TR3026,SwiftShift 6,27,2789.09,Smooth dual-clutch transmission.,transmission,BrandD,17.37,110.26,"(0.95, 1.1, 1.36)","{'Steel': 60, 'Aluminum': 40}",high,391.3,182.5,Dual-Clutch
TR6020,SwiftShift 4,43,2168.65,Durable manual transmission.,transmission,BrandE,17.56,129.28,"(0.69, 0.56, 1.0)","{'Copper': 50, 'Steel': 50}",medium,304.1,131.4,Manual
TR4954,HeavyTorque 1,6,1202.78,Durable dual-clutch transmission.,transmission,BrandD,17.46,86.64,"(1.0, 1.3, 0.87)","{'Steel': 70, 'Aluminum': 30}",low,309.8,229.8,Dual-Clutch
TR4233,DriveMax 5,5,2598.51,Smooth manual transmission.,transmission,BrandB,17.49,81.26,"(0.76, 1.32, 0.94)","{'Copper': 50, 'Steel': 50}",high,499.7,237.8,Manual
TR3216,TurboClutch 1,10,2681.78,Efficient cvt transmission.,transmission,BrandD,17.45,114.12,"(0.72, 0.69, 0.67)","{'Steel': 70, 'Aluminum': 30}",low,528.6,161.8,CVT
TR7890,ShiftPro 4,22,2742.93,Smooth manual transmission.,transmission,BrandB,17.4,116.31,"(1.25, 0.61, 0.64)","{'Steel': 70, 'Aluminum': 30}",medium,540.3,161.6,Manual
TR6331,HeavyTorque 1,42,1124.61,Durable automatic transmission.,transmission,BrandE,17.56,117.95,"(1.45, 1.3, 1.05)","{'Copper': 50, 'Steel': 50}",medium,408.1,129.4,Automatic
TR2935,DriveMax 9,27,1633.24,Smooth automatic transmission.,transmission,BrandA,17.53,124.24,"(1.29, 0.72, 1.21)","{'Aluminum': 80, 'Titanium': 20}",medium,541.5,135.0,Automatic
TR2661,SwiftShift 7,33,1272.02,Reliable cvt transmission.,transmission,BrandA,17.59,89.51,"(1.46, 1.12, 1.07)","{'Steel': 60, 'Aluminum': 40}",low,451.5,192.6,CVT
TR7910,HeavyTorque 8,8,2166.36,Reliable cvt transmission.,transmission,BrandB,17.47,126.35,"(1.31, 1.04, 0.67)","{'Steel': 60, 'Aluminum': 40}",medium,346.6,244.6,CVT
TR8439,DriveMax 4,45,1906.33,Durable cvt transmission.,transmission,BrandC,17.53,110.49,"(0.9, 1.3, 0.51)","{'Aluminum': 80, 'Titanium': 20}",high,302.0,246.3,CVT
TR9538,HeavyTorque 3,18,1489.19,Smooth automatic transmission.,transmission,BrandB,17.44,90.14,"(1.3, 0.57, 1.49)","{'Aluminum': 80, 'Titanium': 20}",medium,209.9,247.5,Automatic
TR3686,HeavyTorque 2,39,2023.84,Efficient automatic transmission.,transmission,BrandE,17.55,117.02,"(0.61, 1.37, 1.13)","{'Steel': 60, 'Aluminum': 40}",low,348.0,161.9,Automatic
TR2928,ShiftPro 3,44,2481.28,Efficient cvt transmission.,transmission,BrandD,17.33,73.75,"(1.4, 0.6, 1.16)","{'Copper': 50, 'Steel': 50}",low,593.0,188.1,CVT
TR3593,HeavyTorque 9,47,2017.99,Reliable automatic transmission.,transmission,BrandD,17.57,96.54,"(0.88, 1.32, 0.99)","{'Steel': 70, 'Aluminum': 30}",low,405.9,123.2,Automatic
TR4686,ShiftPro 4,44,2132.96,Smooth automatic transmission.,transmission,BrandB,17.4,96.63,"(1.25, 0.64, 1.34)","{'Steel': 70, 'Aluminum': 30}",medium,384.3,194.5,Automatic
TR9991,HeavyTorque 6,20,2135.04,Efficient cvt transmission.,transmission,BrandB,17.47,103.66,"(1.28, 0.62, 0.61)","{'Steel': 70, 'Aluminum': 30}",medium,221.4,137.0,CVT
TR5330,HeavyTorque 1,44,1925.89,Smooth dual-clutch transmission.,transmission,BrandD,17.36,94.51,"(0.75, 0.69, 0.71)","{'Steel': 60, 'Aluminum': 40}",low,496.1,167.7,Dual-Clutch
TR2552,HeavyTorque 8,8,1398.25,Durable dual-clutch transmission.,transmission,BrandE,17.53,97.83,"(1.27, 0.97, 0.86)","{'Aluminum': 80, 'Titanium': 20}",low,575.6,193.1,Dual-Clutch
TR6476,TurboClutch 8,37,1700.1,Durable cvt transmission.,transmission,BrandC,17.39,85.14,"(1.27, 1.09, 0.7)","{'Steel': 75, 'Iron': 25}",low,592.1,156.0,CVT
TR5731,HeavyTorque 4,14,1476.89,Reliable automatic transmission.,transmission,BrandA,17.45,126.43,"(1.02, 1.35, 0.88)","{'Steel': 60, 'Aluminum': 40}",high,376.2,150.4,Automatic
TR9330,TurboClutch 3,37,1131.69,Smooth automatic transmission.,transmission,BrandD,17.54,112.36,"(1.24, 0.93, 1.33)","{'Copper': 50, 'Steel': 50}",high,258.0,119.4,Automatic
TR3894,HeavyTorque 9,1,1339.25,Smooth cvt transmission.,transmission,BrandE,17.58,81.37,"(0.84, 1.43, 1.04)","{'Steel': 60, 'Aluminum': 40}",medium,402.7,144.9,CVT
TR6799,TurboClutch 3,37,2063.5,Durable manual transmission.,transmission,BrandA,17.6,103.0,"(0.57, 1.42, 1.46)","{'Steel': 75, 'Iron': 25}",medium,226.2,167.6,Manual
TR1622,DriveMax 2,41,2188.52,Reliable dual-clutch transmission.,transmission,BrandD,17.45,76.3,"(0.61, 1.33, 1.15)","{'Steel': 70, 'Aluminum': 30}",high,438.7,164.9,Dual-Clutch
TR7491,TurboClutch 2,19,1653.71,Efficient cvt transmission.,transmission,BrandB,17.55,118.54,"(0.99, 1.44, 0.73)","{'Steel': 70, 'Aluminum': 30}",high,457.4,167.9,CVT
TR4349,TurboClutch 8,39,2429.32,Smooth cvt transmission.,transmission,BrandA,17.5,128.57,"(1.4, 0.77, 0.52)","{'Steel': 70, 'Aluminum': 30}",high,467.5,163.3,CVT
TR2113,DriveMax 5,13,1989.6,Reliable dual-clutch transmission.,transmission,BrandD,17.51,114.17,"(0.9, 1.15, 1.2)","{'Steel': 75, 'Iron': 25}",medium,326.9,115.1,Dual-Clutch
TR3221,ShiftPro 6,7,2958.29,Reliable manual transmission.,transmission,BrandB,17.52,76.77,"(1.25, 1.01, 1.18)","{'Aluminum': 80, 'Titanium': 20}",medium,253.0,231.1,Manual
TR3216,TurboClutch 3,20,2783.62,Smooth automatic transmission.,transmission,BrandC,17.43,111.15,"(0.68, 1.0, 1.11)","{'Steel': 75, 'Iron': 25}",medium,231.0,117.9,Automatic
TR8321,HeavyTorque 1,12,2708.2,Reliable dual-clutch transmission.,transmission,BrandA,17.32,117.14,"(0.83, 0.94, 1.44)","{'Steel': 60, 'Aluminum': 40}",low,453.8,199.4,Dual-Clutch
TR4784,TurboClutch 1,2,2767.06,Efficient cvt transmission.,transmission,BrandD,17.33,125.58,"(0.67, 1.14, 1.39)","{'Aluminum': 80, 'Titanium': 20}",low,402.1,249.7,CVT
TR9345,SwiftShift 9,41,1183.1,Durable cvt transmission.,transmission,BrandA,17.35,94.44,"(0.74, 0.95, 1.43)","{'Steel': 70, 'Aluminum': 30}",high,325.1,226.0,CVT
TR9463,TurboClutch 6,3,1918.68,Reliable automatic transmission.,transmission,BrandC,17.49,90.13,"(1.31, 0.58, 0.69)","{'Aluminum': 80, 'Titanium': 20}",low,331.1,150.1,Automatic
TR9899,TurboClutch 5,6,2328.04,Smooth automatic transmission.,transmission,BrandB,17.36,70.75,"(0.94, 1.08, 1.45)","{'Steel': 60, 'Aluminum': 40}",medium,390.1,130.6,Automatic
TR8052,HeavyTorque 5,21,2111.52,Reliable dual-clutch transmission.,transmission,BrandB,17.36,111.47,"(1.16, 1.32, 0.67)","{'Steel': 60, 'Aluminum': 40}",low,471.7,141.9,Dual-Clutch
TR7289,TurboClutch 4,7,2408.13,Smooth manual transmission.,transmission,BrandB,17.49,100.82,"(1.19, 1.16, 0.65)","{'Steel': 60, 'Aluminum': 40}",low,562.5,188.3,Manual
TR5133,TurboClutch 6,12,1625.0,Efficient cvt transmission.,transmission,BrandC,17.55,113.76,"(1.3, 0.66, 0.98)","{'Steel': 60, 'Aluminum': 40}",medium,202.4,224.8,CVT
TR1127,ShiftPro 2,40,1470.79,Reliable manual transmission.,transmission,BrandC,17.49,102.94,"(0.97, 1.3, 0.63)","{'Steel': 75, 'Iron': 25}",medium,339.3,216.2,Manual
TR1497,TurboClutch 5,42,2368.8,Durable manual transmission.,transmission,BrandA,17.38,71.38,"(1.4, 0.95, 1.44)","{'Steel': 70, 'Aluminum': 30}",low,418.5,234.8,Manual
TR2533,ShiftPro 1,6,1498.63,Smooth dual-clutch transmission.,transmission,BrandA,17.55,100.7,"(1.5, 1.47, 1.14)","{'Copper': 50, 'Steel': 50}",medium,205.5,206.4,Dual-Clutch
TR5994,ShiftPro 1,40,1642.62,Smooth dual-clutch transmission.,transmission,BrandB,17.46,86.47,"(1.37, 0.54, 1.12)","{'Steel': 75, 'Iron': 25}",medium,269.0,177.8,Dual-Clutch
TR2217,ShiftPro 3,39,2042.94,Durable dual-clutch transmission.,transmission,BrandE,17.35,73.86,"(1.47, 0.5, 0.55)","{'Steel': 70, 'Aluminum': 30}",low,251.6,174.8,Dual-Clutch
TR8917,ShiftPro 5,29,2456.48,Reliable automatic transmission.,transmission,BrandC,17.6,97.84,"(1.5, 1.07, 1.19)","{'Steel': 70, 'Aluminum': 30}",medium,574.9,230.0,Automatic
TR7374,ShiftPro 9,15,1375.86,Efficient dual-clutch transmission.,transmission,BrandA,17.51,101.61,"(1.1, 0.61, 1.41)","{'Steel': 75, 'Iron': 25}",high,538.7,200.4,Dual-Clutch
TR8821,ShiftPro 2,26,1388.52,Durable cvt transmission.,transmission,BrandC,17.53,125.37,"(0.68, 1.03, 1.01)","{'Steel': 70, 'Aluminum': 30}",high,526.1,198.1,CVT
TR6306,TurboClutch 7,33,1410.01,Efficient manual transmission.,transmission,BrandB,17.52,114.03,"(1.14, 0.55, 0.75)","{'Copper': 50, 'Steel': 50}",medium,375.2,220.9,Manual
TR3392,SwiftShift 5,41,2785.85,Smooth cvt transmission.,transmission,BrandC,17.48,116.91,"(0.92, 0.76, 1.23)","{'Aluminum': 80, 'Titanium': 20}",medium,247.6,197.0,CVT
TR6853,ShiftPro 4,46,2644.64,Durable automatic transmission.,transmission,BrandD,17.57,126.04,"(0.5, 1.39, 0.65)","{'Steel': 70, 'Aluminum': 30}",low,295.8,238.9,Automatic
TR2106,SwiftShift 2,14,2924.48,Smooth manual transmission.,transmission,BrandB,17.51,105.05,"(0.76, 0.87, 1.09)","{'Steel': 60, 'Aluminum': 40}",low,416.4,124.5,Manual
TR3066,DriveMax 5,21,2045.41,Smooth manual transmission.,transmission,BrandC,17.54,118.08,"(1.0, 0.96, 1.18)","{'Steel': 60, 'Aluminum': 40}",low,217.8,114.5,Manual
TR7924,DriveMax 1,44,2195.45,Efficient manual transmission.,transmission,BrandE,17.48,127.73,"(0.9, 1.46, 0.83)","{'Steel': 60, 'Aluminum': 40}",low,436.9,241.8,Manual
TR2892,SwiftShift 4,17,1374.2,Reliable dual-clutch transmission.,transmission,BrandD,17.41,95.01,"(1.31, 1.08, 1.41)","{'Copper': 50, 'Steel': 50}",medium,567.2,209.5,Dual-Clutch
TR4352,HeavyTorque 4,3,2061.39,Efficient dual-clutch transmission.,transmission,BrandD,17.45,105.95,"(1.41, 1.19, 0.89)","{'Steel': 70, 'Aluminum': 30}",low,494.8,242.0,Dual-Clutch
TR9719,HeavyTorque 8,18,2759.7,Smooth automatic transmission.,transmission,BrandC,17.45,110.07,"(1.43, 1.09, 0.76)","{'Steel': 70, 'Aluminum': 30}",high,318.6,218.5,Automatic
TR7475,DriveMax 2,39,1835.06,Durable automatic transmission.,transmission,BrandB,17.41,109.79,"(1.36, 0.82, 0.62)","{'Steel': 75, 'Iron': 25}",medium,360.2,120.5,Automatic
TR7271,HeavyTorque 3,13,2982.06,Smooth automatic transmission.,transmission,BrandE,17.41,73.19,"(0.73, 1.13, 1.31)","{'Steel': 60, 'Aluminum': 40}",medium,327.3,211.3,Automatic
TR7014,ShiftPro 3,32,2469.62,Smooth manual transmission.,transmission,BrandD,17.54,87.85,"(1.46, 1.07, 1.43)","{'Steel': 75, 'Iron': 25}",low,367.7,229.8,Manual
TR7424,HeavyTorque 7,33,2719.81,Efficient dual-clutch transmission.,transmission,BrandD,17.39,94.21,"(1.44, 1.33, 0.57)","{'Steel': 60, 'Aluminum': 40}",high,330.7,221.0,Dual-Clutch
TR6378,SwiftShift 4,32,2497.95,Durable dual-clutch transmission.,transmission,BrandA,17.57,122.78,"(0.74, 0.84, 0.58)","{'Steel': 75, 'Iron': 25}",medium,387.3,193.4,Dual-Clutch
TR4537,DriveMax 3,3,1000.74,Durable manual transmission.,transmission,BrandB,17.46,78.03,"(0.8, 0.84, 0.97)","{'Copper': 50, 'Steel': 50}",low,515.8,226.8,Manual
TR3697,SwiftShift 8,25,1979.39,Durable automatic transmission.,transmission,BrandE,17.43,103.62,"(1.44, 0.97, 0.98)","{'Aluminum': 80, 'Titanium': 20}",high,512.2,249.8,Automatic
TR3306,DriveMax 9,42,1809.01,Smooth cvt transmission.,transmission,BrandC,17.38,80.57,"(0.74, 0.77, 0.57)","{'Steel': 60, 'Aluminum': 40}",high,582.4,180.8,CVT
TR7079,HeavyTorque 6,18,1973.97,Smooth manual transmission.,transmission,BrandB,17.45,108.13,"(0.96, 0.52, 0.94)","{'Steel': 75, 'Iron': 25}",high,327.8,106.0,Manual
TR1787,TurboClutch 5,17,1432.77,Smooth automatic transmission.,transmission,BrandE,17.53,86.31,"(0.74, 1.23, 0.6)","{'Steel': 75, 'Iron': 25}",low,449.1,139.7,Automatic
TR8617,TurboClutch 1,25,2138.3,Efficient manual transmission.,transmission,BrandC,17.43,85.8,"(1.44, 1.09, 0.53)","{'Steel': 70, 'Aluminum': 30}",low,484.7,125.4,Manual
TR4891,TurboClutch 5,43,2399.81,Efficient dual-clutch transmission.,transmission,BrandB,17.5,73.62,"(0.58, 1.05, 1.24)","{'Steel': 75, 'Iron': 25}",medium,407.7,107.0,Dual-Clutch
TR2695,SwiftShift 7,16,1620.48,Efficient manual transmission.,transmission,BrandE,17.44,119.27,"(1.48, 1.29, 1.26)","{'Steel': 60, 'Aluminum': 40}",medium,354.7,175.7,Manual
TR9786,HeavyTorque 1,15,1410.63,Efficient dual-clutch transmission.,transmission,BrandE,17.4,96.41,"(1.47, 1.4, 0.65)","{'Aluminum': 80, 'Titanium': 20}",high,256.3,135.4,Dual-Clutch
TR1178,TurboClutch 8,41,2797.85,Durable dual-clutch transmission.,transmission,BrandE,17.58,81.61,"(0.89, 0.93, 1.34)","{'Copper': 50, 'Steel': 50}",high,434.0,112.5,Dual-Clutch
TR2698,ShiftPro 7,4,2797.76,Durable automatic transmission.,transmission,BrandD,17.59,109.18,"(0.5, 1.47, 1.32)","{'Steel': 60, 'Aluminum': 40}",medium,209.5,187.8,Automatic
